Rotation	Base moment [kN.m]	Axial Disp. [mm]
4.8684E-05	-34.20483979	-1.270783017
4.75503E-05	-33.57925204	-1.274267212
4.74018E-05	-33.20024695	-1.277704141
4.8169E-05	-33.27099113	-1.281069941
4.71827E-05	-33.50776839	-1.283428632
4.88153E-05	-33.78491204	-1.286775689
4.75486E-05	-33.91840627	-1.290294807
4.67036E-05	-33.89742464	-1.293071662
4.7868E-05	-33.81266297	-1.296224189
4.83787E-05	-33.76503914	-1.299678697
4.82824E-05	-33.80440791	-1.301967539
4.82894E-05	-33.86260076	-1.305725775
4.77237E-05	-33.92814323	-1.309264218
4.8061E-05	-33.96751907	-1.311772037
4.72466E-05	-33.97096587	-1.315224101
4.74572E-05	-34.0046283	-1.318310155
4.81101E-05	-34.02075294	-1.321780728
4.69997E-05	-34.00864443	-1.324636512
4.73514E-05	-33.96964938	-1.328139915
4.85794E-05	-33.92177809	-1.331133768
4.84509E-05	-33.91824151	-1.334289089
4.74629E-05	-33.91213682	-1.337426249
4.73985E-05	-33.94978896	-1.340770163
4.81483E-05	-33.98428766	-1.34450011
4.82639E-05	-33.97392606	-1.347774756
4.83707E-05	-33.94055916	-1.351476298
4.72375E-05	-33.94052573	-1.354781678
4.87271E-05	-33.95618097	-1.358726411
4.77841E-05	-33.95526108	-1.361389062
4.77692E-05	-33.9459656	-1.365288976
4.78613E-05	-33.95614952	-1.36866176
4.81944E-05	-33.97300033	-1.371772727
4.79282E-05	-33.97603318	-1.375775435
4.81584E-05	-34.00938278	-1.378641813
4.75141E-05	-34.01083943	-1.38272508
4.7132E-05	-34.02372001	-1.385614742
4.64745E-05	-33.98570144	-1.38975447
4.78459E-05	-33.98155573	-1.392703736
4.93469E-05	-33.98456387	-1.39577419
4.73264E-05	-33.95026533	-1.399100875
4.71351E-05	-33.98609815	-1.402778085
4.68493E-05	-33.99359858	-1.406162162
4.81381E-05	-34.01767224	-1.40907045
4.75086E-05	-33.97768496	-1.412139507
4.76735E-05	-33.9353269	-1.415772596
4.79203E-05	-33.97451009	-1.418780535
4.73538E-05	-33.97129	-1.421781024
4.9236E-05	-33.97237692	-1.424933434
4.77943E-05	-34.00070639	-1.428771182
4.70479E-05	-34.00457722	-1.432100427
4.77403E-05	-34.06495822	-1.434772741
4.78883E-05	-33.96288085	-1.438451116
4.79987E-05	-33.98545651	-1.441406319
4.91773E-05	-33.96554298	-1.444367459
4.81875E-05	-34.05390691	-1.447821385
4.80048E-05	-34.06804488	-1.451734104
4.80755E-05	-34.0583853	-1.454874175
4.81598E-05	-34.02075356	-1.457724837
4.82868E-05	-34.06603523	-1.46133441
4.81612E-05	-34.10228873	-1.46364735
4.78753E-05	-34.07036892	-1.46708684
4.68457E-05	-34.01748073	-1.470463001
4.70569E-05	-33.97990272	-1.47306791
4.71313E-05	-34.00810184	-1.476772828
4.78144E-05	-33.92233637	-1.47992
4.78783E-05	-33.93559987	-1.483242027
4.75577E-05	-33.93451682	-1.485891407
4.83777E-05	-34.04707423	-1.489648828
4.78749E-05	-33.99693346	-1.492583542
4.73108E-05	-34.00851952	-1.495772391
4.76706E-05	-33.90070201	-1.499725156
4.77935E-05	-33.8867589	-1.502274186
4.74867E-05	-33.85611523	-1.505241147
4.75006E-05	-33.90406788	-1.508772606
4.76358E-05	-33.95503094	-1.511833747
4.65582E-05	-33.95095757	-1.514949487
4.79118E-05	-33.94832516	-1.518600271
4.78822E-05	-33.94669344	-1.521164551
4.77796E-05	-33.94253084	-1.524765277
4.79295E-05	-33.88280561	-1.528773573
4.6325E-05	-33.82491357	-1.531677553
4.84755E-05	-33.79521426	-1.534852549
4.82128E-05	-33.8525191	-1.537967357
4.75349E-05	-33.86255656	-1.542288926
4.80192E-05	-33.87191428	-1.546734828
4.69946E-05	-33.83635643	-1.549777109
4.87292E-05	-33.83525368	-1.554272836
4.86414E-05	-33.83755129	-1.558774267
4.71156E-05	-33.84253427	-1.562788268
4.81723E-05	-33.83370089	-1.567342901
4.77067E-05	-33.79441447	-1.571929548
4.74015E-05	-33.72395514	-1.576468581
4.76469E-05	-33.69938829	-1.5802735
4.73014E-05	-33.69533464	-1.584834419
4.85471E-05	-33.62942906	-1.588950865
4.85428E-05	-33.60254147	-1.5939601
