Rotation	Top moment [kN.m]
3.55000000000000e-07	6.62083199500000
-8.50000000000000e-08	5.84316204300000
-4.76000000000000e-07	5.84262703700000
-5.74000000000000e-07	5.85463533500000
-4.10000000000000e-08	5.89574365500000
-5.29000000000000e-07	5.91114415200000
7.26000000000000e-07	5.91957510400000
2.38000000000000e-07	5.96664448500000
-4.98000000000000e-07	5.99887497100000
1.47000000000000e-06	6.01693755300000
8.36000000000000e-07	6.08767846400000
1.51000000000000e-07	6.15241503600000
1.96000000000000e-07	6.18223112100000
-1.09000000000000e-06	6.24282788600000
-1.51000000000000e-07	6.29829770100000
-9.31000000000000e-07	6.30640582600000
6.26000000000000e-07	6.33109793600000
-1.18000000000000e-07	6.36790091800000
4.39000000000000e-07	6.40228397800000
5.76000000000000e-07	6.44263916800000
1.35000000000000e-07	6.48597318000000
2.76000000000000e-07	6.53736092400000
1.35000000000000e-07	6.60309987200000
-1.79000000000000e-07	6.63157645500000
5.28000000000000e-07	6.67847600700000
-7.10000000000000e-07	6.70788112100000
-8.92000000000000e-07	6.74532421900000
-3.40000000000000e-07	6.76114115000000
-6.11000000000000e-07	6.78788525900000
4.26000000000000e-07	6.82378165300000
-1.22000000000000e-06	6.89677553800000
3.59000000000000e-08	6.93237899700000
2.83000000000000e-07	6.98759525000000
-1.15000000000000e-06	7.04007915700000
-1.07000000000000e-06	7.07103921600000
-3.27000000000000e-08	7.13952810900000
-1.01000000000000e-07	7.20647336900000
6.19000000000000e-07	7.25474184900000
4.95000000000000e-08	7.32570550100000
-3.13000000000000e-07	7.39119423800000
-9.31000000000000e-08	7.42022876500000
2.17000000000000e-07	7.45452702100000
-1.08000000000000e-06	7.50967511200000
-2.74000000000000e-07	7.59208822100000
7.87000000000000e-07	7.67210423700000
1.60000000000000e-07	7.73704880400000
4.73000000000000e-07	7.79996283600000
-1.48000000000000e-06	7.89794092300000
-1.28000000000000e-06	7.93592001000000
5.68000000000000e-07	7.99401485900000
5.92000000000000e-08	8.09123535300000
-8.39000000000000e-07	8.18360768700000
3.39000000000000e-07	8.23353338100000
-4.39000000000000e-07	8.30596007700000
-1.52000000000000e-06	8.34453724900000
-8.74000000000000e-07	8.37621043500000
4.83000000000000e-07	8.42259865400000
-8.71000000000000e-07	8.48568315800000
3.58000000000000e-07	8.56371092500000
6.25000000000000e-07	8.65200941500000
4.05000000000000e-07	8.71108191900000
4.88000000000000e-07	8.76066101300000
-1.17000000000000e-06	8.83760657300000
-5.50000000000000e-07	8.86887778800000
1.25000000000000e-06	8.92235491800000
7.50000000000000e-08	8.98914729200000
-3.50000000000000e-07	9.07188484100000
4.11000000000000e-08	9.14315735900000
1.73000000000000e-07	9.24411988100000
3.92000000000000e-07	9.33428140600000
3.83000000000000e-07	9.41434711600000
-7.05000000000000e-07	9.49863242800000
9.70000000000000e-07	9.54374587200000
-2.40000000000000e-07	9.62539712400000
9.50000000000000e-07	9.69489623700000
-3.97000000000000e-07	9.74042610400000
6.96000000000000e-07	9.80337117200000
-7.10000000000000e-07	9.88203228200000
-2.91000000000000e-07	9.90296835300000
1.78000000000000e-07	9.92699770600000
-4.55000000000000e-07	10.0301430000000
-8.26000000000000e-07	10.0753675600000
9.24000000000000e-07	10.1297802100000
3.70000000000000e-07	10.2188270100000
-4.94000000000000e-07	10.3253633400000
1.14000000000000e-06	10.3978467100000
8.76000000000000e-07	10.5110004800000
1.58000000000000e-07	10.6222463200000
-9.68000000000000e-07	10.7017568900000
-5.46000000000000e-07	10.7415549400000
-6.14000000000000e-07	10.8139216600000
-6.72000000000000e-08	10.8620475200000
2.86000000000000e-08	10.9047043600000
2.13000000000000e-07	10.9840809500000
-1.34000000000000e-07	11.0966855400000
-4.42000000000000e-07	11.1256851100000
1.34000000000000e-07	11.1964694400000
-4.75000000000000e-07	11.2524044600000
-8.70000000000000e-07	11.2849036400000
2.90000000000000e-07	11.3518484300000
1.31000000000000e-07	11.4408340800000
3.73000000000000e-07	11.5389348300000
6.56000000000000e-07	11.6485086700000
-6.36000000000000e-08	11.7636109900000
1.25000000000000e-07	11.7943080100000
-1.25000000000000e-06	11.8624059900000
-8.95000000000000e-07	11.8772104700000
-5.90000000000000e-07	11.8927887200000
6.59000000000000e-07	11.9173901500000
1.64000000000000e-07	12.0380597800000
2.04000000000000e-07	12.0961502800000
1.08000000000000e-06	12.1690158300000
1.24000000000000e-08	12.2764016200000
-6.72000000000000e-09	12.3598344900000
1.62000000000000e-07	12.4259434200000
6.51000000000000e-07	12.5456997900000
-7.51000000000000e-07	12.6295830800000
6.21000000000000e-07	12.7325727300000
-6.27000000000000e-07	12.8536486600000
-2.81000000000000e-07	12.9291776800000
3.53000000000000e-07	12.9515354300000
-1.04000000000000e-06	13.0025826800000
-5.07000000000000e-07	13.0162630100000
-6.40000000000000e-07	13.0336658900000
6.13000000000000e-07	13.0676560500000
2.61000000000000e-07	13.1788844000000
1.12000000000000e-07	13.2708670900000
2.44000000000000e-07	13.3844133900000
3.75000000000000e-07	13.4476488900000
-6.11000000000000e-07	13.5160490300000
2.35000000000000e-07	13.5861728300000
-7.76000000000000e-07	13.7003290600000
4.49000000000000e-07	13.7508539600000
3.21000000000000e-07	13.7955880500000
-4.12000000000000e-08	13.8461061000000
-1.31000000000000e-07	13.8974281900000
-2.04000000000000e-07	13.9412571200000
4.46000000000000e-07	13.9388637800000
8.77000000000000e-07	14.0448898900000
-3.63000000000000e-07	14.0820902900000
-3.55000000000000e-07	14.0825609200000
4.44000000000000e-07	14.0693012200000
-1.28000000000000e-07	14.1283102100000
4.76000000000000e-07	14.1275295100000
1.81000000000000e-09	14.1918381100000
9.75000000000000e-07	14.2878866900000
4.58000000000000e-07	14.3441477000000
3.06000000000000e-07	14.4672088400000
9.82000000000000e-08	14.5343303600000
-3.78000000000000e-07	14.6558284700000
5.65000000000000e-07	14.7276625300000
-7.49000000000000e-07	14.8006499300000
2.79000000000000e-07	14.8722992800000
-3.83000000000000e-07	14.9549604400000
-3.09000000000000e-07	15.0173869200000
8.24000000000000e-07	15.0334143400000
-4.46000000000000e-07	15.1503049700000
3.67000000000000e-07	15.1487298100000
-7.90000000000000e-08	15.1998979800000
1.22000000000000e-06	15.2660445100000
-2.15000000000000e-07	15.3661516300000
8.85000000000000e-07	15.3937469000000
1.90000000000000e-07	15.4700688300000
-1.43000000000000e-07	15.6026602800000
-7.61000000000000e-07	15.6583947500000
3.21000000000000e-07	15.7087098200000
3.92000000000000e-07	15.8396226700000
-4.37000000000000e-07	15.9737538900000
-6.89000000000000e-07	15.9827092200000
6.01000000000000e-07	16.0782866600000
-3.52000000000000e-07	16.2146561500000
-2.06000000000000e-08	16.2324999100000
7.17000000000000e-07	16.2893655300000
-5.71000000000000e-07	16.4266076700000
