Out-of-plane chord rotation [rad]	Out-of-plane Moment [kN.m]
0.0022	53.27844516
0.0022	52.83174288
0.00219	52.3928646
0.00219	51.96052544
0.00218	51.53393543
0.00218	51.11479259
0.00217	50.70127206
0.00217	50.29370442
0.00217	49.89089987
0.00216	49.49398511
0.00216	49.09859884
0.00215	48.69950577
0.00215	48.29883049
0.00214	47.90136062
0.00214	47.50892017
0.00213	47.12002782
0.00213	46.72979137
0.00212	46.34078385
0.00212	45.95153164
0.00211	45.56271788
0.0021	45.17185779
0.0021	44.78176165
0.00209	44.39087427
0.00209	44.00109644
0.00208	43.6064665
0.00208	43.21365594
0.00207	42.82110479
0.00206	42.43092539
0.00205	42.04098175
0.00205	41.6526383
0.00204	41.26763043
0.00203	40.88072019
0.00202	40.48938947
0.00202	40.09552599
0.00201	39.70210954
0.002	39.30518797
0.002	38.90593526
0.00199	38.50194176
0.00198	38.09592084
0.00197	37.68532603
0.00196	37.2699338
0.00195	36.85544443
0.00194	36.44075555
0.00194	36.02579593
0.00193	35.6083504
0.00192	35.18631027
0.00191	34.76157334
0.0019	34.3346414
0.00188	33.90468776
0.00188	33.47371568
0.00187	33.03664756
0.00186	32.59676778
0.00184	32.15259054
0.00183	31.70418283
0.00182	31.25373339
0.00181	30.79530322
0.0018	30.33042588
0.00179	29.85719446
0.00178	29.38078382
0.00177	28.90335001
0.00175	28.42145171
0.00174	27.93405827
0.00173	27.43947961
0.00171	26.94056831
0.0017	26.43651234
0.00169	25.92807575
0.00167	25.41103675
0.00166	24.83860018
0.00165	24.21461195
0.00163	23.5503127
0.00162	22.89949819
0.0016	22.26462512
0.00159	21.64614537
0.00157	21.04520676
0.00156	20.46161415
0.00154	19.89337315
0.00152	19.34302308
0.00151	18.80932667
0.00149	18.29242059
0.00147	17.7881092
0.00145	17.29755082
0.00143	16.82290283
0.00142	16.36467757
0.0014	15.92619156
0.00138	15.50302057
0.00136	15.09994226
0.00134	14.71478987
0.00131	14.35330022
0.00129	14.00733951
0.00127	13.67427778
0.00125	13.35393481
0.00123	13.05172294
0.0012	12.76973551
0.00118	12.5073153
0.00115	12.26240424
0.00113	12.03774334
0.0011	11.83022085
0.00107	11.69336335
-0.00105	11.61664259
-0.00108	11.597407
-0.0011	11.57878179
-0.00113	11.56124462
-0.00115	11.54179094
-0.00118	11.52268183
-0.0012	11.50318243
-0.00123	11.49011492
-0.00125	11.4811088
-0.00127	11.47574273
-0.0013	11.47391682
-0.00132	11.47520107
-0.00134	11.48648047
-0.00136	11.49881057
-0.00138	11.51868473
-0.0014	11.53764691
-0.00142	11.56328947
-0.00144	11.58775862
-0.00146	11.61820739
-0.00147	11.64741481
-0.00149	11.67992956
-0.00151	11.71270205
-0.00153	11.75441241
-0.00154	11.80396025
-0.00156	11.86196019
-0.00157	11.92267678
-0.00159	11.9887179
-0.00161	12.05655946
-0.00162	12.13162578
-0.00163	12.20774574
-0.00165	12.28915727
-0.00166	12.36807
-0.00168	12.45000054
-0.00169	12.53363008
-0.0017	12.62390236
-0.00172	12.71390708
-0.00173	12.80229325
-0.00174	12.88471389
-0.00176	12.96375394
-0.00177	13.04281273
-0.00178	13.12108615
-0.00179	13.19836555
-0.0018	13.27134965
-0.00181	13.34649268
-0.00182	13.41998687
-0.00184	13.49415926
-0.00185	13.56571103
-0.00186	13.64067542
-0.00187	13.71552231
-0.00188	13.7917823
-0.00189	13.86621851
-0.0019	13.94221716
-0.00191	14.01511325
-0.00192	14.08479352
-0.00193	14.14986016
-0.00194	14.2147064
-0.00194	14.27994187
-0.00195	14.34548775
-0.00196	14.41021659
-0.00197	14.47555183
-0.00198	14.54478555
-0.00199	14.61717969
-0.002	14.69232997
-0.002	14.76651136
-0.00201	14.84033306
-0.00202	14.91454475
-0.00203	14.99070343
-0.00203	15.07042554
-0.00204	15.15187286
-0.00205	15.23135088
-0.00205	15.30896326
-0.00206	15.38830172
-0.00207	15.47349807
-0.00207	15.56248709
-0.00208	15.65190264
-0.00209	15.74178937
-0.00209	15.83397227
-0.0021	15.927706
-0.0021	16.02233228
-0.00211	16.11454376
-0.00212	16.20763574
-0.00212	16.30215432
-0.00213	16.40062483
-0.00213	16.50319072
-0.00214	16.60886424
-0.00214	16.7162411
-0.00215	16.82391735
-0.00215	16.93255735
-0.00216	17.04272973
-0.00216	17.15466206
-0.00217	17.26736343
-0.00217	17.38286837
-0.00218	17.49824987
-0.00218	17.61605915
-0.00218	17.73568224
-0.00219	17.86166771
-0.00219	17.99048174
-0.00219	18.12318852
-0.0022	18.26214104
-0.0022	18.40874738
-0.00221	18.56249825
-0.00221	18.72027878
-0.00221	18.88250619
-0.00221	19.04496367
-0.00222	19.20823544
-0.00222	19.37207035
-0.00222	19.53855363
-0.00222	19.70568767
-0.00223	19.87293557
-0.00223	20.0449593
-0.00223	20.2236232
-0.00223	20.40721929
-0.00224	20.59282823
-0.00224	20.77865995
-0.00224	20.966542
-0.00224	21.15641317
-0.00224	21.34878183
-0.00224	21.54817115
-0.00225	21.7572995
-0.00225	21.97565048
-0.00225	22.19856207
-0.00225	22.42463967
-0.00225	22.65568462
-0.00225	22.88943176
-0.00225	23.1232632
-0.00225	23.35626702
-0.00225	23.59443538
-0.00225	23.83524373
-0.00225	24.07594508
-0.00225	24.31696108
-0.00225	24.56033083
-0.00225	24.80383593
-0.00225	25.04651129
-0.00225	25.2910187
-0.00225	25.54210081
-0.00225	25.79789746
-0.00225	26.05927215
-0.00225	26.32921723
-0.00225	26.60830971
-0.00225	26.89246558
-0.00225	27.1775249
-0.00224	27.4657533
-0.00224	27.75738081
-0.00224	28.05303554
-0.00224	28.34992758
-0.00224	28.65074831
-0.00224	28.95598875
-0.00224	29.26369263
-0.00223	29.56901592
-0.00223	29.87143525
-0.00223	30.17231641
-0.00223	30.47285471
-0.00223	30.7756413
-0.00222	31.07888796
-0.00222	31.38526216
-0.00222	31.68963485
-0.00222	31.99280703
-0.00221	32.29327317
-0.00221	32.59339413
-0.00221	32.89305924
-0.00221	33.19362593
-0.0022	33.49572145
-0.0022	33.79657733
-0.00219	34.09528275
-0.00219	34.39307225
-0.00219	34.69167233
-0.00218	34.98902318
-0.00218	35.28156604
-0.00218	35.56895493
-0.00217	35.85650565
-0.00217	36.14584736
-0.00216	36.43525007
-0.00216	36.72015433
-0.00215	37.00153162
-0.00215	37.28424139
-0.00214	37.56703891
-0.00214	37.8494777
-0.00213	38.12888235
-0.00213	38.4089698
-0.00212	38.6903415
-0.00212	38.97435087
-0.00211	39.2612131
-0.00211	39.54815053
-0.0021	39.83758685
-0.00209	40.12691355
-0.00209	40.4203441
-0.00208	40.71562721
-0.00208	41.01426861
-0.00207	41.31268094
-0.00206	41.61138813
-0.00206	41.90965556
-0.00205	42.20954783
-0.00204	42.51006476
-0.00203	42.81292272
-0.00203	43.11695032
-0.00202	43.42441327
-0.00201	43.73446279
-0.002	44.0475166
-0.002	44.36403159
-0.00199	44.68197059
-0.00198	45.00424975
-0.00197	45.32837248
-0.00196	45.65899723
-0.00195	45.99187521
-0.00195	46.3268231
-0.00194	46.66345102
-0.00193	47.0024247
-0.00192	47.34469915
-0.00191	47.68773881
-0.0019	48.03436556
-0.00189	48.38357908
-0.00188	48.7357886
-0.00187	49.09184925
-0.00186	49.45327416
-0.00185	49.81994905
-0.00184	50.19012937
-0.00182	50.56587418
-0.00181	50.94884951
-0.0018	51.3392451
-0.00179	51.73575987
-0.00178	52.13763658
-0.00177	52.54607285
-0.00176	52.96031762
-0.00174	53.38255468
-0.00173	53.8108848
-0.00172	54.24802748
-0.00171	54.69169504
-0.00169	55.14154176
-0.00168	55.5978342
-0.00166	56.06438061
-0.00165	56.47515947
-0.00163	56.82577057
-0.00162	57.10651121
-0.00161	57.38906676
-0.00159	57.67410405
-0.00158	57.96285451
-0.00156	58.24536343
-0.00154	58.52045554
-0.00153	58.79342483
-0.00151	59.06447432
-0.00149	59.33120333
-0.00147	59.59402852
-0.00146	59.85388523
-0.00144	60.11348687
-0.00142	60.36465255
-0.0014	60.61009174
-0.00138	60.84599565
-0.00136	61.07748098
-0.00134	61.30136251
-0.00132	61.51858948
-0.0013	61.73088073
-0.00128	61.9344743
-0.00125	62.13086599
-0.00123	62.31603058
-0.00121	62.49639359
-0.00118	62.66762589
-0.00116	62.82756654
-0.00113	62.97641703
-0.00111	63.11642591
-0.00108	63.24686628
-0.00105	63.42582654
0.00107	63.66209811
0.00109	63.96644562
0.00112	64.27335079
0.00114	64.5734182
0.00117	64.8614306
0.00119	65.15183516
0.00122	65.446453
0.00124	65.74229748
0.00127	66.0312831
0.0013	66.32160923
0.00132	66.60841587
0.00135	66.89164699
0.00137	67.16514796
0.0014	67.44256641
0.00142	67.72108989
0.00145	67.99741516
0.00147	68.26975617
0.0015	68.54116943
0.00153	68.81417127
0.00155	69.07953958
0.00158	69.34565215
0.0016	69.6152471
0.00163	69.8908886
0.00165	70.16419918
0.00168	70.43389452
0.00171	70.70636589
0.00173	70.98048571
0.00176	71.25201831
0.00178	71.51999281
0.00181	71.79087838
0.00183	72.06616479
0.00186	72.34165747
0.00188	72.61499688
0.00191	72.89282029
0.00194	73.17882235
0.00196	73.4660702
0.00199	73.75500289
0.00201	74.04303071
0.00204	74.33701645
0.00206	74.62987153
0.00209	74.92768127
0.00211	75.22966187
0.00214	75.53658674
0.00216	75.84319937
0.00219	76.14641305
0.00222	76.45685707
0.00224	76.76956234
0.00227	77.08937984
0.00229	77.40568392
0.00232	77.72905516
0.00234	78.05198382
0.00237	78.37465487
0.0024	78.69382392
0.00242	79.01461822
0.00245	79.34118447
0.00247	79.66812814
0.0025	79.99479208
0.00252	80.32130682
0.00255	80.64966768
0.00257	80.9771241
0.0026	81.30304843
0.00263	81.62891996
0.00265	81.95586146
0.00268	82.2809697
0.0027	82.6047899
0.00273	82.92864365
0.00275	83.25029536
0.00278	83.57367627
0.0028	83.89285689
0.00283	84.21398243
0.00286	84.52608815
0.00288	84.83451279
0.00291	85.13923842
0.00293	85.44214081
0.00296	85.74535873
0.00299	86.03841918
0.00301	86.32571157
0.00304	86.59986082
0.00306	86.8716946
0.00309	87.13791833
0.00311	87.39898473
0.00314	87.65244633
0.00317	87.89693074
0.00319	88.13354874
0.00322	88.35792628
0.00324	88.57164219
0.00327	88.77555264
0.00329	88.97195826
0.00332	89.15564679
0.00334	89.33277188
0.00337	89.49662699
0.0034	89.65255831
0.00342	89.79484828
0.00345	89.92916006
0.00347	90.05141038
0.0035	90.16185444
0.00352	90.26224587
0.00355	90.35100183
0.00358	90.43355175
0.0036	90.5035271
0.00363	90.57156415
0.00365	90.62886531
0.00367	90.67929685
0.0037	90.72007062
0.00372	90.75006704
0.00375	90.77148064
0.00377	90.78353527
0.0038	90.79722772
0.00382	90.80582715
0.00384	90.80829001
0.00386	90.8056523
0.00389	90.80094608
0.00391	90.79541124
0.00393	90.78215683
0.00395	90.7644985
0.00397	90.74603495
0.00399	90.72696211
0.00401	90.70730926
0.00403	90.68721744
0.00405	90.65954202
0.00407	90.62894518
0.00409	90.59020909
0.0041	90.55252697
0.00412	90.510207
0.00414	90.46691639
0.00416	90.42064093
0.00417	90.37158453
0.00419	90.32088498
0.0042	90.26243906
0.00422	90.20018319
0.00423	90.13023164
0.00425	90.058859
0.00426	89.98158049
0.00428	89.89970492
0.00429	89.81921377
0.00431	89.7375023
0.00432	89.65211252
0.00433	89.55563446
0.00435	89.45296559
0.00436	89.34530143
0.00437	89.23219355
0.00438	89.10999
0.0044	88.97950714
0.00441	88.84652118
0.00442	88.7093378
0.00443	88.56832659
0.00444	88.42062272
0.00445	88.26694476
0.00446	88.10743278
0.00447	87.94395216
0.00448	87.77708353
0.00449	87.60590054
0.0045	87.42355606
0.00451	87.23295335
0.00452	87.03448761
0.00453	86.83117439
0.00454	86.62091398
0.00455	86.40276957
0.00456	86.18535916
0.00456	85.96731723
0.00457	85.74592503
0.00458	85.51505404
0.00459	85.27364709
0.00459	85.0220812
0.0046	84.75673096
0.00461	84.48430818
0.00461	84.20544336
0.00462	83.92240322
0.00462	83.63427288
0.00463	83.34335292
0.00463	83.0475404
0.00464	82.74754898
0.00464	82.44328364
0.00465	82.13529219
0.00465	81.820743
0.00466	81.49666715
0.00466	81.1655294
0.00466	80.82510849
0.00467	80.4752394
0.00467	80.11749739
0.00468	79.75294368
0.00468	79.38151085
0.00468	79.00242496
0.00468	78.61425006
0.00468	78.22163145
0.00469	77.82159521
0.00469	77.41456325
0.00469	76.99697844
0.00469	76.56829035
0.00469	76.1310581
0.00469	75.6871434
0.00469	75.23939933
0.00469	74.7899983
0.00469	74.34148071
0.00469	73.89336705
0.00469	73.44398663
0.00469	72.99063705
0.00469	72.53322377
0.00469	72.0714264
0.00469	71.60298946
0.00469	71.13066731
0.00468	70.65523703
0.00468	70.18048622
0.00468	69.70383073
0.00468	69.22560753
0.00468	68.7454775
0.00468	68.26596844
0.00467	67.7924787
0.00467	67.32780018
0.00467	66.86847769
0.00466	66.4091587
0.00466	65.95142194
0.00465	65.50021012
0.00465	65.05962014
0.00465	64.62253004
0.00464	64.1906198
0.00464	63.76342851
0.00463	63.34614616
0.00463	62.93477701
0.00462	62.52629642
0.00462	62.12169184
0.00461	61.72185203
0.0046	61.3284823
0.0046	60.9381593
0.00459	60.55141207
0.00458	60.16818953
0.00458	59.78987976
0.00457	59.41469073
0.00456	59.04590458
0.00455	58.68352081
0.00454	58.32448045
0.00453	57.96684557
0.00453	57.60932861
0.00452	57.25381104
0.00451	56.89877488
0.0045	56.54627037
0.00449	56.19693385
0.00448	55.84765195
0.00447	55.49458335
0.00446	55.14043025
0.00445	54.78955525
0.00444	54.44240477
0.00443	54.09681235
0.00441	53.74955896
0.0044	53.40377607
0.00439	53.05747023
0.00438	52.70712296
0.00437	52.35132832
0.00435	51.99022556
0.00434	51.62698188
0.00433	51.25807548
0.00431	50.88310823
0.0043	50.50479069
0.00429	50.12384316
0.00427	49.74013247
0.00426	49.3497895
0.00424	48.95660607
0.00423	48.56282964
0.00421	48.16551602
0.0042	47.76122067
0.00418	47.34949729
0.00416	46.93553102
0.00415	46.51938126
0.00413	46.0989442
0.00411	45.67513092
0.00409	45.24582866
0.00408	44.81214143
0.00406	44.37234099
0.00404	43.92946312
0.00402	43.48412046
0.004	43.03401611
0.00398	42.58276786
0.00396	42.12530266
0.00394	41.66618988
0.00392	41.20355618
0.0039	40.74021335
0.00388	40.28002883
0.00385	39.82011344
0.00383	39.3630875
0.00381	38.90322228
0.00378	38.44753131
0.00376	37.99507146
0.00374	37.54368769
0.00371	37.09159051
0.00369	36.64246282
0.00366	36.19635457
0.00364	35.74916426
0.00361	35.30231737
0.00359	34.8548426
0.00356	34.41468659
0.00354	33.97823256
0.00351	33.54681755
0.00349	33.1153681
0.00346	32.68577176
0.00344	32.2577062
0.00341	31.83621354
0.00338	31.41753563
0.00336	31.00640971
0.00333	30.59704365
0.00331	30.19306103
0.00328	29.79085903
0.00326	29.39112504
0.00323	28.99123403
0.0032	28.59009276
0.00318	28.18590188
0.00315	27.78496174
0.00313	27.38573498
0.0031	26.99175584
0.00308	26.59532722
0.00305	26.20481237
0.00303	25.81468621
0.003	25.43111783
0.00297	25.04523748
0.00295	24.66092588
0.00292	24.27203581
-0.00259788	-16.59242697
-0.00262415	-16.89082731
-0.002650427	-17.18516302
-0.002676289	-17.47886854
-0.002700562	-17.7737474
-0.002726487	-18.07000205
-0.002751763	-18.36715887
-0.002777524	-18.6589002
-0.002802966	-18.95192439
-0.002827978	-19.2400842
-0.002855065	-19.52662232
-0.002880188	-19.802414
-0.003442344	-23.67462814
-0.003469173	-23.73165655
-0.003492445	-23.77394535
-0.003518625	-23.80785682
-0.003545359	-23.83163479
-0.003570353	-23.84668731
-0.003595191	-23.8523825
-0.003622244	-23.84902844
-0.003646478	-23.84046306
-0.00367326	-23.82510828
-0.003698568	-23.80438964
-0.003723151	-23.78011802
-0.003746997	-23.7504902
-0.003770431	-23.7163828
-0.003793692	-23.67272696
-0.003818322	-23.62139179
-0.003840189	-23.5644526
-0.003861934	-23.50591149
-0.003884351	-23.44705771
-0.00390604	-23.38660501
-0.003928579	-23.32215118
-0.003947966	-23.25634493
-0.003966477	-23.18514878
-0.003987121	-23.11219195
-0.004007029	-23.0356811
-0.004027084	-22.95785102
-0.004044073	-22.875158
-0.004063196	-22.78712995
-0.00408105	-22.69451021
-0.004100114	-22.60028758
-0.004117905	-22.50408039
-0.004135252	-22.40572297
-0.004151063	-22.30400267
-0.00416887	-22.19902635
-0.004184774	-22.09149383
-0.004201917	-21.9806899
-0.004217507	-21.86868496
-0.004232981	-21.75637143
-0.004246671	-21.64345805
-0.004262942	-21.52533471
-0.004276848	-21.4025791
-0.004291612	-21.27525063
-0.004305186	-21.14385293
-0.00432002	-21.00782824
-0.004333833	-20.86923717
-0.004346542	-20.72864529
-0.004359816	-20.58459925
-0.004372159	-20.4361657
-0.004383518	-20.2828394
-0.004397001	-20.123906
-0.00440922	-19.95603845
-0.004420427	-19.78228528
-0.004430889	-19.60790135
-0.004441288	-19.4346048
-0.004452133	-19.26058783
-0.004462151	-19.08385316
-0.0044716	-18.90518678
-0.004482111	-18.72594722
-0.004491713	-18.54456934
-0.004501748	-18.35935638
-0.004511175	-18.16962096
-0.004519051	-17.97672369
-0.004528301	-17.78126381
-0.004537353	-17.58021058
-0.004545482	-17.37280661
-0.004553747	-17.15953999
-0.004561885	-16.94113075
-0.004569188	-16.71636224
-0.004577808	-16.48467647
-0.00458491	-16.24846902
-0.004593516	-16.0056993
-0.004597906	-15.75199816
-0.004604442	-15.49097688
-0.004609811	-15.22368185
-0.004615373	-14.95459787
-0.004621321	-14.67934599
-0.004626967	-14.40173044
-0.004631894	-14.1216837
-0.004636941	-13.83947954
-0.004641984	-13.55140768
-0.004646738	-13.25642532
-0.004651285	-12.95428687
-0.004654048	-12.6439886
-0.004659475	-12.32635998
-0.004663134	-12.00069041
-0.004666008	-11.66773501
-0.004669494	-11.32762528
-0.004673112	-10.9789822
-0.004676367	-10.62209406
-0.004677903	-10.25374992
-0.00468009	-9.874472098
-0.004681679	-9.482891039
-0.004682913	-9.081708969
-0.004685345	-8.673509502
-0.004687847	-8.261844764
-0.004689454	-7.845083917
-0.004690842	-7.42049929
-0.004690594	-6.99007028
-0.004692002	-6.554801467
-0.004692361	-6.114904178
-0.004692659	-5.667833307
-0.004692088	-5.220333826
-0.004691411	-4.773941286
-0.004689624	-4.327272455
-0.00468835	-3.873713671
-0.004686296	-3.413062988
-0.004687225	-2.947980535
-0.004685421	-2.477704784
-0.004684295	-2.000488229
-0.004684424	-1.517553574
-0.004681962	-1.032857594
-0.004677536	-0.548659836
-0.004676453	-0.066434665
-0.004674536	0.417416109
-0.00467212	0.89881178
-0.004669024	1.378438665
-0.004665331	1.85457373
-0.004662605	2.328044165
-0.00465972	2.802147582
-0.004655841	3.271484316
-0.004651479	3.734697345
-0.004645179	4.190318937
-0.004641023	4.643496552
-0.004636798	5.097159508
-0.004631047	5.551718347
-0.004626877	6.003916565
-0.004619599	6.455033909
-0.004615125	6.907439824
-0.004610647	7.359946195
-0.004603452	7.810154861
-0.00459696	8.254744459
-0.004589974	8.695003004
-0.004582555	9.132049598
-0.004575601	9.564656112
-0.004567964	9.9947229
-0.004561235	10.42147763
-0.004553171	10.84490545
-0.004545423	11.26327471
-0.00453755	11.67399861
-0.004529062	12.0787437
-0.004518148	12.47460382
-0.004509289	12.86561136
-0.004499262	13.25283335
-0.004489978	13.63933554
-0.004480256	14.02810074
-0.004469957	14.41564779
-0.004460534	14.7997666
-0.004451289	15.17901894
-0.004439412	15.55446773
-0.004428893	15.92984179
-0.00441583	16.304679
-0.004404821	16.67815588
-0.004393306	17.04842478
-0.004381466	17.41335304
-0.004369427	17.77723705
-0.004355981	18.14265923
-0.004343053	18.50927593
-0.004329836	18.87627141
-0.004316059	19.24375549
-0.004301975	19.61178463
-0.004287784	19.98038578
-0.004274531	20.35094109
-0.004259932	20.7276259
-0.004244256	21.11033855
-0.004228419	21.4965221
-0.004213148	21.88298139
-0.004197783	22.27477153
-0.004182463	22.67140045
-0.00416479	23.07675327
-0.004148551	23.48704949
-0.004129452	23.90470367
-0.004113694	24.32543411
-0.004096449	24.75095102
-0.004078379	25.18087943
-0.004060102	25.61626275
-0.004042625	26.05734175
-0.004023825	26.50539502
-0.004004562	26.95941636
-0.003985391	27.41655565
-0.003964713	27.87364056
-0.003944423	28.33241912
-0.003922326	28.79570159
-0.003901443	29.26439563
-0.003879503	29.73649057
-0.003856959	30.20601507
-0.003833146	30.67422643
-0.003811445	31.14388649
-0.003789368	31.61365365
-0.003765647	32.08008292
-0.003741735	32.54446465
-0.003718762	33.0096843
-0.003694182	33.47545708
-0.003669718	33.93555406
-0.003643358	34.39105519
-0.003618503	34.84636294
-0.003593555	35.30326281
-0.003566307	35.75831874
-0.003541059	36.21004183
-0.003515343	36.65739898
-0.00348951	37.1000628
-0.003465395	37.53699521
-0.003439033	37.97188262
-0.003414431	38.41060985
-0.003387787	38.8508029
-0.003362521	39.28918334
-0.00333647	39.72338348
-0.003312191	40.15822307
-0.003284182	40.59245219
-0.003260384	41.02183167
-0.003234358	41.4465757
-0.003208105	41.87169462
-0.003183131	42.29936423
-0.003157747	42.72308076
-0.003131491	43.14495202
-0.00310674	43.57066373
-0.003081245	44.0026556
-0.003054528	44.42755521
-0.0030298	44.84446821
-0.00300447	45.25825468
-0.002978592	45.67497687
-0.002952822	46.0882404
-0.002926694	46.49595114
-0.002901609	46.90241796
-0.002876598	47.31587042
-0.002850188	47.72919244
-0.002825246	48.13865138
-0.00279975	48.54324489
-0.002772768	48.94956493
-0.002747953	49.36097334
-0.002722189	49.76943904
-0.002697703	50.17594516
-0.002670278	50.5813621
-0.002647075	50.98609485
-0.002620724	51.38861608
-0.002594058	51.78455966
-0.002569417	52.17899506
-0.002544406	52.57431207
-0.002518922	52.97340923
-0.002493051	53.37464683
-0.002466972	53.77641434
-0.002441874	54.17641971
-0.00241495	54.57720212
-0.002389097	54.97818106
-0.002365661	55.37661066
-0.002339104	55.77054035
-0.002314267	56.15700243
-0.00228797	56.55013212
-0.00226221	56.94355485
-0.002235231	57.33881269
-0.002211189	57.72817812
-0.002184807	58.12000949
-0.002160445	58.51649403
-0.002136117	58.91129962
-0.002109279	59.29885519
-0.002083611	59.68354921
-0.002057888	60.07442084
-0.002033332	60.46911049
-0.002006873	60.86161101
-0.001981031	61.25010661
-0.001956237	61.64848176
-0.001930022	62.05313684
-0.001904825	62.45707624
-0.001879608	62.8531393
-0.001852574	63.24853587
-0.001828014	63.49741777
-0.001801146	63.59487326
0.002071506	66.84145435
0.002103311	66.91979263
0.002134025	66.9791635
0.002165278	67.02582218
0.002194664	67.06249743
0.002223764	67.09011752
0.00224968	67.10930466
0.002277128	67.11527004
0.002302775	67.11756135
0.002326989	67.11308742
0.00234938	67.10677433
0.00237414	67.09365471
0.00239711	67.08258127
0.002419762	67.0682192
0.002443266	67.04543911
0.00246436	67.01355188
0.002486435	66.97431275
0.002505945	66.93497244
0.002527246	66.88610346
0.002544934	66.83593394
0.002563956	66.78289593
0.002582004	66.72773094
0.002600506	66.66284735
0.002616423	66.58520673
0.002635294	66.50229147
0.002650547	66.41472724
0.002667215	66.32297075
0.002681159	66.22288631
0.002696602	66.11445123
0.002710399	65.9958841
0.00272676	65.87215407
0.002739292	65.7393838
0.002752811	65.59986838
0.002765445	65.45350313
0.002779057	65.30041368
0.002790397	65.13905587
0.002802754	64.96899865
0.002813318	64.7925688
0.002825626	64.60751289
0.002835708	64.4112958
0.002846436	64.20387532
0.002856749	63.98754654
0.00286699	63.76086211
0.002875911	63.52131014
0.002883952	63.26908684
