Out-of-plane chord rotation [rad]	Out-of-plane Moment [kN.m]
8.32E-09	5.239108374
-4.48E-07	5.328680713
-9.50E-07	5.310788505
3.09E-08	5.372351128
9.42E-07	5.37163874
-1.20E-06	5.423052351
-3.78E-07	5.431299495
-1.33E-06	5.481166503
-9.43E-07	5.470912005
1.08E-08	5.537450677
-7.60E-08	5.531696841
3.26E-07	5.564045864
-7.78E-07	5.536788197
-4.47E-07	5.605541898
3.09E-07	5.620176411
-2.82E-07	5.699793588
-1.09E-06	5.739122465
5.10E-07	5.749168738
7.63E-07	5.730084952
-7.49E-07	5.721840936
7.88E-07	5.775599403
6.33E-08	5.793367136
6.41E-07	5.818318505
4.31E-07	5.844844482
8.29E-08	5.840081787
1.27E-06	5.85891919
-1.26E-07	5.930065682
1.54E-07	5.943165421
-2.11E-07	5.920894948
-4.33E-07	5.991373566
9.51E-07	5.963657227
1.29E-06	5.971909303
-9.51E-08	5.984546122
-9.68E-07	6.082479603
-6.09E-07	6.111795126
-6.69E-07	6.082595708
-4.82E-07	6.089541333
-2.80E-07	6.09465538
4.09E-07	6.11487466
-8.89E-07	6.129757543
-1.23E-06	6.107364459
4.89E-08	6.100996263
-7.58E-07	6.126211762
5.70E-07	6.242389498
9.75E-07	6.185043487
7.56E-07	6.184211338
8.60E-07	6.223955232
-2.96E-07	6.218004413
3.40E-07	6.237691152
-1.04E-06	6.342697477
2.82E-07	6.23775015
-2.53E-07	6.416813044
-1.30E-07	6.405520155
-6.19E-07	6.445487781
8.34E-07	6.435456699
4.81E-07	6.441579223
1.73E-06	6.42571209
1.15E-07	6.450686878
4.56E-07	6.471191153
1.46E-07	6.441485881
8.77E-07	6.469356004
5.36E-07	6.479691384
-3.09E-07	6.592080287
6.32E-07	6.532733556
-1.88E-07	6.630491676
-8.30E-07	6.62648708
-2.02E-07	6.684355868
-1.94E-07	6.624424314
-3.76E-07	6.667943905
-3.01E-07	6.660228598
3.64E-07	6.645476421
4.50E-07	6.58846306
-1.25E-07	6.719789989
-1.01E-06	6.734179922
-7.67E-07	6.749600424
-4.25E-07	6.717057181
-7.85E-07	6.68910386
4.99E-07	6.669136866
-2.78E-07	6.759046437
-1.12E-06	6.813604783
1.21E-07	6.727062864
-5.80E-07	6.848799768
-1.05E-07	6.835292207
3.24E-07	6.852782181
-2.69E-07	6.90252265
1.15E-07	6.974623426
-6.81E-07	6.99758414
-2.02E-07	7.009952816
3.06E-08	6.978146606
6.59E-07	6.930636425
1.25E-07	7.003762857
-1.19E-06	7.06295304
1.97E-07	7.00383071
-2.12E-07	7.148221962
-1.69E-07	7.23458905
-5.19E-07	7.225390748
7.35E-07	7.063822253
-5.65E-07	7.260682094
-9.44E-08	7.251194384
-7.39E-07	7.291417796
2.99E-07	7.277318676
-6.76E-07	7.382337259
-1.43E-06	7.403218552
7.19E-08	7.410784159
-9.51E-08	7.451121871
-3.79E-08	7.499247557
2.44E-08	7.4621027
9.76E-07	7.445347105
-1.07E-07	7.573881801
4.18E-07	7.534660191
1.68E-06	7.559727926
-5.45E-07	7.640835311
-2.11E-07	7.680006313
-7.26E-07	7.75655295
5.70E-09	7.764614271
4.88E-07	7.818788095
1.28E-07	7.925390275
-2.01E-07	8.09091698
1.88E-07	8.063577079
3.75E-07	8.155846011
-6.31E-07	8.296226621
-5.45E-07	8.320175069
9.95E-07	8.268476758
-7.78E-08	8.479093467
1.61E-08	8.406313811
-4.70E-07	8.543352414
3.59E-08	8.398998636
-6.16E-07	8.587742259
-2.03E-07	8.589775518
-2.15E-07	8.653379095
-1.70E-08	8.725484264
4.35E-07	8.567233164
3.55E-08	8.620414834
-1.06E-06	8.755381311
6.94E-07	8.663036441
-1.41E-06	8.755978676
-7.04E-07	8.765822293
-1.09E-06	8.849428209
-3.79E-07	8.857943999
-7.71E-08	8.861007313
3.93E-07	8.752733208
-8.77E-11	8.838436159
3.20E-07	8.744097428
-7.04E-07	8.795394143
5.21E-07	8.721583236
3.47E-07	8.736863552
3.69E-07	8.78504147
-7.79E-08	8.906085925
-6.75E-07	8.847872519
-7.34E-07	8.896745773
1.56E-07	8.730562908
-2.30E-07	8.929273488
2.43E-07	8.869862783
2.34E-07	8.858021396
5.34E-07	8.903163935
5.03E-07	8.857906979
-2.88E-07	9.020792325
1.22E-06	8.836518526
-9.97E-07	8.985963198
-5.45E-07	8.982032254
-6.83E-07	8.957484736
4.84E-08	8.827666336
2.78E-07	8.90045578
-1.16E-06	8.930597845
-1.67E-06	9.022341836
-1.63E-07	8.965864688
-5.71E-07	9.025979563
3.49E-07	8.875963659
8.32E-08	8.911505295
1.40E-07	8.922013191
-7.08E-07	9.048952943
-1.44E-07	9.018168496
-1.01E-07	9.081588415
1.76E-07	8.882158657
-7.87E-08	8.975444019
3.06E-08	8.816181754
7.74E-07	8.846825831
-5.88E-07	8.966086245
4.86E-08	8.883445575
-1.39E-07	9.034086757
-5.33E-07	8.975882771
-8.67E-07	9.04853799
4.14E-07	8.883578871
-8.79E-07	8.986562877
-7.25E-07	9.038488146
-8.24E-07	8.941084868
4.21E-07	8.840136733
2.33E-07	8.838198587
-1.24E-06	8.941428532
-1.07E-06	8.977216499
-6.88E-07	8.994654279
-4.45E-07	8.907883803
1.41E-06	8.821119139
-3.06E-07	8.898398929
-4.71E-07	8.842866979
4.41E-07	8.551721149
1.90E-07	8.503152387
-1.15E-06	8.49210202
1.49E-06	8.242867724
6.43E-07	8.081748724
-5.67E-07	8.012777009
-1.42E-07	7.778441419
6.47E-07	7.444473114
-6.76E-08	7.42299769
7.40E-07	7.052869787
1.40E-06	6.933292049
-1.46E-07	6.915351799
7.96E-07	6.597138869
-5.81E-07	6.569380272
-2.22E-07	6.41958873
7.19E-07	6.192071601
6.37E-07	6.116639301
-7.84E-07	6.23289735
9.06E-07	6.081987305
3.65E-07	6.108019881
-2.95E-07	6.264590513
-3.08E-07	6.237396269
1.28E-07	6.141776111
5.04E-07	6.103770683
-6.35E-07	6.328417128
6.19E-07	6.19823791
6.78E-08	6.173860868
3.99E-07	6.236749403
-7.75E-07	6.427081755
1.43E-07	6.272123076
-5.88E-07	6.436828881
-1.14E-07	6.457909323
8.68E-07	6.273605488
8.70E-07	6.320014552
3.74E-07	6.270195071
-2.88E-07	6.548046633
-5.97E-07	6.512287911
-6.76E-07	6.544903691
7.40E-07	6.359562435
2.97E-07	6.295402032
1.88E-08	6.372398704
-8.40E-07	6.562990348
-9.75E-07	6.521232159
6.35E-07	6.41858336
-4.01E-07	6.59742263
1.87E-07	6.370348706
3.34E-08	6.40177773
1.20E-06	6.4032856
1.11E-07	6.370722845
5.37E-07	6.362791589
-2.85E-07	6.486728929
5.42E-07	6.336264315
-9.18E-07	6.467242182
-7.47E-07	6.481976164
-1.07E-06	6.505756213
-9.28E-09	6.543796668
-1.87E-07	6.48441907
4.55E-08	6.348642961
-2.45E-07	6.50579012
1.37E-06	6.354689515
-2.01E-07	6.530943601
1.02E-07	6.349494413
-8.10E-07	6.481622223
-7.52E-07	6.502840003
-6.30E-07	6.469069984
2.71E-08	6.257980025
1.65E-07	6.330945177
-1.83E-07	6.508287089
2.32E-07	6.281427707
-2.95E-07	6.511135497
-1.06E-07	6.559507843
6.16E-08	6.334901761
9.73E-07	6.333396017
-9.06E-07	6.581160946
-1.15E-06	6.575091219
7.93E-07	6.450330753
-7.45E-08	6.567547868
7.88E-07	6.48201462
7.95E-07	6.370176515
9.44E-07	6.443158336
6.12E-07	6.390960804
3.86E-07	6.411568146
-1.70E-06	6.555924479
6.89E-07	6.402149029
-9.35E-07	6.607798076
-9.44E-07	6.670415665
-3.13E-07	6.554082463
8.39E-07	6.355201434
5.29E-07	6.289952229
5.93E-07	6.368451929
-3.81E-07	6.536574657
4.61E-07	6.396406826
-2.71E-07	6.642318835
7.34E-07	6.458624978
4.05E-08	6.425216355
1.45E-06	6.391860126
4.52E-07	6.385041651
6.33E-07	6.392243376
-4.51E-07	6.548042334
-2.80E-07	6.584397884
9.16E-07	6.342210794
-5.80E-07	6.62996966
6.79E-08	6.390691334
4.86E-07	6.411057018
-3.12E-07	6.601231433
-9.36E-07	6.687326523
-1.01E-06	6.635687176
1.67E-07	6.480635186
-6.62E-08	6.662624632
1.45E-07	6.45719245
-2.33E-07	6.694018046
-9.46E-07	6.713598502
-2.75E-07	6.703820396
5.60E-07	6.531525207
1.06E-06	6.46815802
1.35E-06	6.56672816
-9.25E-08	6.758147656
-2.46E-07	6.845657014
-2.11E-07	6.788675568
1.69E-06	6.611208046
8.46E-07	6.582315713
-2.43E-07	6.775843616
-1.43E-08	6.818712493
-1.05E-06	6.871394254
-6.14E-07	6.825249804
9.80E-08	6.64432666
1.30E-07	6.546670783
7.83E-07	6.622615095
4.39E-07	6.616820383
1.14E-06	6.622135887
-2.33E-08	6.83767914
-3.82E-07	6.834123027
-7.61E-07	6.891641456
-2.28E-07	6.855258668
-1.87E-07	6.859679086
1.42E-07	6.566286001
6.91E-07	6.610353606
5.79E-07	6.678095466
-1.70E-07	6.811863832
4.29E-07	6.679509564
-1.88E-06	6.901521581
-3.28E-07	6.912308416
-4.70E-07	6.923325205
-1.72E-06	6.913239121
3.24E-07	6.667741322
-1.35E-07	6.893390308
-1.40E-06	6.90760354
-3.84E-07	6.979573363
-8.12E-07	6.968680845
4.01E-07	6.755400638
-4.53E-08	6.996871559
1.02E-07	6.749281386
-6.56E-07	6.965974361
-4.42E-07	6.964766394
-9.96E-07	7.031756484
3.65E-07	6.811483915
-5.34E-07	7.135747672
4.00E-07	6.819232312
-2.01E-07	7.027079175
1.09E-06	6.86873144
1.49E-07	6.85461653
-2.00E-07	7.147295386
-3.97E-07	7.174347535
4.53E-07	6.910636278
-7.16E-07	7.129970658
-4.86E-07	7.188985809
5.55E-07	6.975752557
6.56E-07	6.975625628
-5.60E-07	7.157003594
9.06E-07	6.920888909
-2.93E-07	7.121020696
-8.82E-07	7.170210533
-1.10E-06	7.189854917
-3.16E-08	7.177451153
1.42E-08	6.979843277
3.58E-07	6.971065932
1.21E-06	6.930591528
8.98E-07	6.904983775
-1.23E-06	7.282669404
1.02E-07	7.03055576
-9.43E-07	7.28083177
-2.48E-07	7.266420221
-4.15E-07	7.276058112
3.47E-07	7.038659474
-7.54E-07	7.287727199
-2.00E-07	7.29061971
-6.05E-07	7.338131277
1.08E-06	7.074162741
-2.95E-07	7.313916816
-7.61E-07	7.348149801
-4.13E-07	7.377217884
-2.15E-08	7.383687269
-1.36E-06	7.418947682
2.35E-07	7.158002556
5.28E-08	7.119389097
2.25E-08	7.186835175
-1.19E-06	7.433368703
4.20E-08	7.238263595
4.14E-07	7.156451727
-2.79E-07	7.513804784
-1.65E-07	7.492689393
2.59E-07	7.262958002
-5.21E-07	7.488105091
-3.54E-07	7.508139332
-5.23E-07	7.559462659
9.26E-07	7.307159896
2.34E-07	7.339111615
8.39E-07	7.358384165
-3.06E-07	7.602637567
1.99E-07	7.352749622
4.19E-07	7.395299411
7.27E-07	7.341551202
-6.88E-07	7.706838935
-2.95E-07	7.607846375
2.75E-07	7.352366894
-6.87E-07	7.684779444
-3.33E-07	7.694541879
8.32E-07	7.360884171
9.66E-07	7.48597563
3.82E-07	7.342052434
8.14E-07	7.406387564
-1.49E-06	7.735600128
-5.38E-07	7.728878537
2.11E-07	7.474677642
-1.16E-07	7.744521183
7.72E-07	7.571406746
-6.88E-07	7.8274877
7.62E-07	7.573595797
2.88E-07	7.467803609
-5.58E-07	7.816290638
-6.25E-07	7.845635744
-4.68E-07	7.908025461
-1.18E-06	7.854287658
2.17E-07	7.606413516
-5.44E-07	7.889523273
1.27E-06	7.626976899
-6.34E-07	7.943800078
6.61E-08	7.736849008
-1.77E-07	7.988699987
8.87E-07	7.725742291
2.49E-07	7.75369023
-5.12E-07	8.03163107
-8.06E-08	8.095848357
-2.08E-07	8.066615451
-7.31E-07	8.114195082
2.50E-07	7.75708383
-6.52E-07	8.035877547
-8.79E-08	8.065626182
1.70E-07	7.765629195
8.18E-09	7.823098774
-4.95E-07	8.149740481
3.35E-08	7.780706752
2.05E-07	7.906907874
-3.07E-07	8.101464356
1.71E-07	7.818029416
4.58E-07	7.785399578
4.99E-07	7.843734035
3.47E-07	7.940812419
-5.71E-07	8.189466154
1.67E-07	7.847559833
-7.24E-07	8.16622124
-1.70E-07	8.24207394
-8.38E-07	8.192714109
5.63E-07	7.95346497
8.84E-07	8.01170627
-5.77E-07	8.345801187
1.64E-07	7.919491715
2.10E-06	8.00995656
-7.13E-07	8.279426967
3.31E-07	8.05558842
-1.48E-07	8.301664477
-1.38E-07	8.373994096
-3.74E-07	8.35388525
1.72E-07	8.084370976
-2.81E-07	8.446892102
4.99E-07	8.121079247
1.01E-07	8.156756628
9.29E-07	8.186190134
-1.30E-06	8.500692352
-1.41E-07	8.421067819
2.09E-07	8.132489125
-1.22E-06	8.51848486
-1.73E-07	8.469831436
-5.32E-07	8.503340756
-1.21E-06	8.531349616
-2.69E-07	8.503916084
4.82E-07	8.268812839
1.63E-07	8.218815401
-2.76E-07	8.565583168
-3.57E-07	8.580657878
2.18E-07	8.246607849
2.06E-08	8.260199949
7.26E-07	8.275464058
-8.95E-07	8.630356233
-8.31E-07	8.635151083
2.80E-07	8.257230717
1.80E-07	8.344387908
-2.93E-07	8.636897636
3.66E-07	8.284521771
-2.04E-06	8.612335716
-1.48E-07	8.657830033
-6.27E-07	8.642317057
-1.45E-08	8.647629971
-2.91E-07	8.658885656
2.29E-07	8.356171842
-3.11E-07	8.724879119
4.93E-07	8.422689116
2.66E-07	8.381020778
-1.68E-08	8.763912487
2.30E-07	8.406588018
-1.47E-06	8.772129147
1.04E-06	8.444243141
-2.89E-07	8.828421755
-1.04E-06	8.803940267
-5.98E-07	8.84512292
-1.20E-07	8.805663614
4.73E-08	8.467826886
9.15E-07	8.451445259
-9.87E-07	8.879365461
1.72E-07	8.540673509
-2.52E-07	8.861619735
3.63E-07	8.55344026
1.20E-07	8.549147996
3.38E-07	8.567586775
-3.08E-07	8.926949699
-8.51E-07	8.871446097
-4.65E-07	8.977780614
4.98E-07	8.557496252
-3.74E-07	8.954509315
-8.57E-07	8.981539334
-6.94E-07	9.017432601
2.14E-07	8.664513297
8.51E-07	8.643284165
2.14E-07	8.664365464
-2.08E-08	9.022209496
5.10E-07	8.661925726
8.86E-07	8.642062585
3.86E-07	8.698863208
7.95E-08	8.693817046
4.48E-07	8.697371025
-1.17E-06	9.091176464
-2.90E-07	9.070422026
-3.83E-07	9.086297774
-3.85E-07	9.160398072
7.21E-07	8.757092625
5.60E-07	8.779989367
7.46E-09	8.758076417
2.30E-07	8.779161656
-6.02E-07	9.180523631
-4.83E-07	9.204009058
9.78E-07	8.824232054
-1.63E-07	9.242515206
-3.09E-08	9.205326867
1.01E-07	8.859356218
-8.26E-07	9.294053507
-1.50E-06	9.294220668
6.12E-07	8.897836842
7.44E-07	8.869449249
4.00E-07	8.905375915
-3.39E-07	9.323789372
-1.04E-06	9.343577732
3.69E-07	8.928243697
1.37E-07	8.978873632
-9.04E-08	9.318381935
-2.15E-07	9.405614699
4.04E-07	8.989367702
-1.05E-06	9.461145753
2.79E-08	9.057261181
1.27E-07	9.069354041
-1.15E-06	9.458107813
-6.31E-07	9.422882949
-9.09E-07	9.404363627
-2.33E-08	9.500247321
-5.90E-07	9.466246638
5.43E-07	9.111226271
1.10E-06	9.102236997
-2.89E-07	9.469025213
-8.23E-07	9.561163477
-4.12E-07	9.47624322
5.05E-07	9.131517656
5.69E-07	9.133530386
-6.24E-07	9.517351626
-5.53E-07	9.534440152
-9.73E-08	9.604594816
-3.56E-07	9.580622064
-4.37E-07	9.670720022
-5.90E-07	9.630001259
-1.43E-06	9.686676929
-8.04E-07	9.691449615
-3.11E-07	9.679145062
-1.08E-06	9.666272894
-1.14E-06	9.682386041
-8.44E-08	9.696824311
1.87E-07	9.310492818
-5.03E-07	9.78581723
-3.00E-07	9.673120353
-5.57E-07	9.70059016
2.42E-07	9.378720749
6.09E-08	9.343746328
-8.60E-07	9.768336001
-1.20E-07	9.768936362
-3.62E-07	9.758570846
7.98E-08	9.399891475
2.73E-07	9.35964541
-1.31E-06	9.856511102
1.05E-06	9.431123406
1.60E-07	9.434102955
8.38E-08	9.436041994
-1.07E-07	9.945656016
5.16E-07	9.486448718
8.95E-07	9.559138938
-9.01E-07	9.928146499
-5.00E-07	9.952966086
2.55E-07	9.607508576
-1.13E-06	9.967274501
-8.25E-07	9.978186408
-1.08E-06	9.969311565
2.93E-07	9.604391997
-9.03E-08	9.947351998
8.60E-07	9.657595593
-4.88E-07	10.03980151
7.25E-07	9.608214858
1.58E-07	9.563153914
-2.55E-07	10.0476265
-5.97E-07	9.98503001
1.51E-06	9.601172735
-3.01E-07	10.06573908
-5.95E-07	10.12396757
-7.51E-07	10.05208743
5.77E-08	9.698557
-5.77E-07	10.08686309
-1.44E-07	10.12707621
-4.71E-07	10.06491549
4.11E-07	9.649672237
1.43E-07	9.740478354
-3.75E-07	10.15988015
-4.58E-07	10.130937
2.54E-07	9.691990309
-4.44E-07	10.14922949
-1.41E-07	10.20394864
3.91E-07	9.782652256
1.21E-06	9.744067779
-5.76E-07	10.22819348
-2.78E-07	10.23315584
2.08E-08	9.87583885
2.60E-07	9.877948397
-7.83E-07	10.29912762
6.41E-08	9.908402537
-2.77E-07	10.30879721
-4.85E-07	10.32072194
-5.83E-07	10.34422585
3.32E-07	9.964652587
-4.82E-07	10.38387932
7.08E-08	10.00415277
-5.39E-07	10.38851
-5.47E-07	10.43919361
5.33E-07	9.994629574
-2.10E-07	10.42555743
-4.38E-07	10.45740221
-2.95E-07	10.48508633
3.97E-07	10.00625966
1.11E-06	10.04998648
-6.09E-07	10.47615975
-1.35E-08	10.46252025
-1.93E-08	10.57173875
6.09E-07	10.15932451
7.92E-07	10.14422219
1.17E-07	10.10488544
-5.00E-07	10.57686295
-3.54E-08	10.60893509
-1.17E-06	10.61479137
9.11E-07	10.19246534
6.79E-07	10.16598279
3.38E-07	10.13796716
1.96E-07	10.22139529
-9.22E-07	10.60685623
-4.95E-07	10.64318174
-8.04E-07	10.72536612
2.17E-07	10.239862
-5.43E-07	10.64271588
-1.56E-07	10.69015453
2.23E-07	10.2165757
-5.85E-07	10.76272537
7.29E-07	10.29614651
-9.80E-07	10.78689864
1.39E-07	10.29929238
7.34E-07	10.30391151
-5.38E-07	10.78169341
1.04E-06	10.32487137
-6.87E-07	10.82845174
1.53E-07	10.3544156
-3.11E-07	10.87729695
8.31E-07	10.36496485
1.27E-06	10.40073359
5.46E-07	10.39668805
-1.31E-06	10.88619732
-1.03E-06	10.95034655
4.08E-07	10.53478659
3.81E-07	10.48739661
-1.20E-06	10.99611103
6.87E-07	10.53256901
2.62E-07	10.49759646
-8.84E-07	10.97734291
6.64E-07	10.54468055
9.99E-08	10.54836386
6.19E-08	10.53605072
-3.44E-07	11.06065201
1.71E-07	10.63464539
-5.08E-07	11.10001986
-5.85E-07	11.06708107
-6.99E-07	11.09175338
1.84E-07	10.57564237
8.46E-07	10.68185676
4.84E-07	10.70879911
-6.23E-07	11.13963526
-3.36E-07	11.08720365
-3.92E-07	11.16101465
4.78E-07	10.70196759
-1.09E-06	11.17082426
-8.94E-07	11.12626807
9.33E-07	10.66152001
-6.68E-07	11.15529022
-6.22E-08	11.13843978
4.68E-07	10.66603841
-1.28E-06	11.15328546
4.33E-07	10.70375571
-1.35E-06	11.19362204
3.18E-07	10.72836239
-6.25E-07	11.22324853
9.18E-07	10.75625888
6.46E-07	10.78528479
-5.14E-07	11.28171923
-1.60E-06	11.21939549
5.84E-07	10.79615156
1.62E-06	10.748192
8.72E-07	10.86031691
-1.76E-07	11.23418902
-6.15E-07	11.30591782
-3.54E-07	11.27017181
8.84E-07	10.86494676
1.70E-07	10.88187393
-1.01E-06	11.42702997
-9.33E-07	11.40384545
-7.92E-07	11.39365739
-1.58E-07	11.3789896
4.69E-07	10.85325527
-5.86E-07	11.39667116
1.09E-06	10.93501583
3.21E-07	10.94415054
7.53E-07	10.9422832
-6.68E-07	11.40987637
-5.45E-07	11.42869781
1.37E-08	10.96667594
2.26E-07	10.94994106
-4.44E-08	11.48729369
-6.60E-08	11.45498155
-2.77E-09	11.44274547
4.78E-07	10.91585786
7.39E-07	10.98320199
1.36E-06	10.92804514
-7.51E-07	11.50266473
-6.68E-08	11.43249321
3.21E-07	10.96232542
-1.63E-08	11.37059219
-1.06E-06	11.46551158
-6.75E-08	11.41875688
5.98E-07	10.90285408
6.00E-07	10.94110095
-1.63E-07	11.43719383
2.27E-07	10.90493217
-1.20E-07	11.32659829
1.18E-06	10.92918543
-5.96E-07	11.40968639
-8.50E-08	11.46673243
4.82E-07	10.90234159
6.20E-10	10.9156445
2.03E-07	10.86985043
9.42E-08	10.87277634
-1.07E-06	11.39693309
3.56E-07	10.96022091
1.39E-07	11.01184735
-5.18E-07	11.52454343
-9.81E-07	11.48168931
-9.41E-07	11.50842688
2.42E-07	11.021146
-1.38E-07	11.5040899
-5.83E-07	11.57384188
-4.59E-07	11.51946245
9.65E-07	10.99670769
-2.48E-07	11.5165687
2.72E-07	11.03079203
-2.23E-07	11.50437205
-2.27E-07	11.56587388
3.25E-07	11.01438911
-1.25E-06	11.59034977
1.97E-07	11.03095242
1.41E-07	11.02246527
-1.27E-07	11.56484009
-9.91E-07	11.57429816
-7.99E-08	11.58686995
1.59E-07	11.08383736
-9.46E-08	11.63441758
-4.05E-07	11.6023455
1.09E-06	11.1259682
2.56E-08	11.08737879
-6.41E-07	11.63565052
-8.48E-07	11.67092215
-8.13E-08	11.66806356
-1.08E-06	11.66925151
-1.05E-06	11.6744344
9.99E-07	11.10434858
-4.98E-07	11.71787594
5.82E-07	11.14322314
8.13E-07	11.23611351
-7.81E-07	11.68953667
9.04E-07	11.23520783
-3.87E-07	11.69170589
1.33E-06	11.22231833
6.95E-07	11.28470601
-3.52E-07	11.78088607
-3.24E-07	11.76974915
-5.14E-07	11.75150267
5.36E-07	11.19010601
1.01E-06	11.18955563
-6.02E-07	11.82596626
7.26E-08	11.2152324
1.86E-07	11.24166992
2.79E-07	11.26639408
-4.73E-07	11.75996762
-2.12E-07	11.77663064
6.55E-07	11.2899302
-1.20E-06	11.90426515
-5.82E-09	11.86623656
-9.49E-08	11.78889962
6.26E-08	11.34177603
-3.65E-08	11.84227804
-4.95E-07	11.81548881
1.63E-07	11.26517938
-7.33E-07	11.80337461
-6.26E-07	11.80981026
-1.68E-07	11.81158583
-8.16E-07	11.82714619
8.50E-07	11.28634325
-2.53E-07	11.85803872
-2.71E-07	11.78404958
-1.00E-06	11.78148425
3.27E-07	11.20999955
-1.42E-06	11.78838067
-4.87E-07	11.80393122
-4.86E-07	11.79955796
-2.05E-07	11.73885491
1.95E-07	11.24358677
1.61E-07	11.21623243
-5.60E-07	11.86981311
6.60E-07	11.27955212
5.83E-07	11.25368587
-1.39E-06	11.83498948
6.18E-07	11.26440641
-1.37E-06	11.82377571
-6.38E-07	11.81543444
-4.93E-08	11.82141907
-1.09E-06	11.83764589
5.53E-08	11.29194444
-7.44E-07	11.78205524
-3.14E-07	11.84298441
6.36E-07	11.24949992
-2.81E-08	11.90487696
1.03E-06	11.33976941
1.25E-07	11.40157316
-4.88E-07	11.92541516
-3.49E-07	11.95977462
3.98E-07	11.35466061
7.16E-07	11.34224919
5.49E-07	11.34190673
9.41E-07	11.38415048
-1.12E-06	11.98516663
-1.37E-06	11.97156596
1.28E-08	11.38752327
5.61E-07	11.44338206
5.83E-07	11.42351577
2.51E-07	11.4188342
3.06E-07	11.38176311
-4.19E-07	12.01416734
8.35E-07	11.42303675
-8.60E-08	11.93729138
-6.48E-07	12.02283922
-1.52E-06	12.05050959
7.68E-07	11.42995087
4.30E-07	11.43354616
3.36E-08	11.53042884
-2.58E-07	12.05716932
5.79E-07	11.46944171
3.98E-07	11.47962917
-4.45E-07	12.10413223
1.33E-06	11.45127246
9.11E-07	11.50356605
-6.31E-07	12.08475037
-5.64E-07	12.11302713
5.51E-07	11.49943117
-2.69E-07	12.08148128
1.48E-06	11.53304075
-6.19E-07	12.11367866
-1.40E-06	12.12783086
1.88E-06	11.4762029
7.77E-09	11.53974374
7.60E-08	11.58792206
4.94E-07	11.52989096
1.46E-08	11.55628419
-6.73E-07	12.18066672
-6.90E-07	12.11272387
-2.32E-07	12.19977661
6.73E-07	11.5637588
-2.27E-08	12.18173382
1.06E-07	11.65751183
-1.22E-06	12.2381702
-7.15E-07	12.25288776
-2.12E-07	12.2829032
3.03E-07	11.5854
1.03E-06	11.66272536
-3.76E-07	12.24659959
-1.78E-07	12.23922019
-1.18E-08	12.21191
-2.00E-07	12.24794542
-5.34E-07	12.22188197
-1.00E-06	12.25909839
-8.26E-07	12.20723153
9.16E-07	11.63204869
4.56E-08	11.63991781
-6.16E-07	12.23308686
4.25E-07	11.71121507
1.00E-07	11.67308122
6.63E-07	11.72223327
2.65E-07	11.7518604
-4.77E-07	12.26123174
