Rotation	Top moment [kN.m]
4.85621352158213e-05	7.87156571176895
4.75692496882048e-05	7.43634875312797
4.73379478147043e-05	6.67449237652974
4.77961467102525e-05	5.84056270662912
4.69616015334365e-05	5.37041867317306
4.75049336426810e-05	5.52282115400144
4.91817982821555e-05	5.51315423996700
4.83924148035991e-05	5.48923846391990
4.80090247904172e-05	5.50335546448873
4.79876645733566e-05	5.45568540286364
4.77354872484817e-05	5.59021855726412
4.80665995015609e-05	5.58375753408557
4.83440023272135e-05	5.56395763284759
4.75595121887732e-05	5.59324435737902
4.75508611628908e-05	5.56208107477638
4.91269892870464e-05	5.58887374081323
4.75972357701634e-05	5.56827147676696
4.81542198981812e-05	5.65746150940359
4.83356751349759e-05	5.62418790108393
4.74461625324860e-05	5.62323000561150
4.74634681945969e-05	5.62835737369756
4.91230051311156e-05	5.64459624833338
4.75861694443452e-05	5.77089854330271
4.79628324960385e-05	5.73546265291609
4.71894293834511e-05	5.79708782388711
4.87059528332598e-05	5.91132953457193
4.73974116775700e-05	5.90272990724935
4.85426865740972e-05	5.92202959458043
4.87177200138891e-05	6.00347992144295
4.84664043118876e-05	6.00598263355834
4.66086620381019e-05	6.07412232117273
4.81253076968872e-05	6.02794717148683
4.74095972102449e-05	6.09032153344873
4.83923541279112e-05	5.98735557209725
4.72603589668503e-05	6.09342874312891
4.73811363584901e-05	6.13469221523224
4.79561688709721e-05	6.09474025290317
4.66630487750695e-05	6.14802215577004
4.87935657801079e-05	6.24123944976991
4.61686960271675e-05	6.24205480564711
4.76024689831315e-05	6.29340607747351
4.74255793952775e-05	6.32336356272194
4.70449603252429e-05	6.37427173597990
4.75302035158856e-05	6.43961159776586
4.83775865997542e-05	6.43017218440260
4.82909381882461e-05	6.42452962089397
4.71428086544904e-05	6.46493050212701
4.72156786269866e-05	6.54986697873312
4.78810045107659e-05	6.57397611060859
4.64095867958378e-05	6.67623339312912
4.79483966331846e-05	6.64463492505827
4.76419490256444e-05	6.75397119287084
4.67623169835331e-05	6.83115402018459
4.78922424563123e-05	6.82659356012465
4.72126984473877e-05	6.88220293314587
4.66541862326445e-05	6.90880814435304
4.68924907031132e-05	6.92199638004407
4.79985315279184e-05	6.97625742400824
4.77050032728488e-05	6.97771760311574
4.74669366010990e-05	7.10591470414964
4.79191748511754e-05	7.03783974196173
4.82749052338903e-05	7.12238232120014
4.73972657612057e-05	7.17184212073185
4.79624537843456e-05	7.36221607871877
4.79960590401117e-05	7.32150625238442
4.86491845411479e-05	7.39821442471975
4.79596834690976e-05	7.39564331416227
4.83406536324387e-05	7.50688124027961
4.65374139755054e-05	7.56779430397513
4.88899830597016e-05	7.64288674123359
4.80270176864563e-05	7.60901393803368
4.68679431242081e-05	7.57112270226742
4.79400783985099e-05	7.54801024775172
4.91010866176897e-05	7.64040927208063
4.81748392065230e-05	7.69322634368733
4.87816676016622e-05	7.66064217764275
4.74894226899929e-05	7.74700144335230
4.74677063002184e-05	7.79625372296318
4.78917086691114e-05	7.90475616964152
4.65151675104837e-05	7.86221968474673
4.78862602250549e-05	8.02317167330469
4.71076143773481e-05	8.01859510514394
4.80065129994014e-05	8.14468909887034
4.78429446498645e-05	8.19093786249978
4.84067066896473e-05	8.21123937905989
4.89028710320930e-05	8.35361966862758
4.83851751117365e-05	8.35657746803968
4.81813896854549e-05	8.43472469839849
4.76322688890439e-05	8.41514936151530
4.66997284479194e-05	8.63721755080794
4.70851361322367e-05	8.51677759740734
4.79729787497708e-05	8.61683697661469
4.79959273083881e-05	8.65314030462463
4.69702277092586e-05	8.73096382694040
4.83833272953398e-05	8.76744292304555
4.69354458492240e-05	8.88233400096638
4.76917093695614e-05	8.96035873447011
4.79717518053798e-05	8.91037588105544
4.81140801973905e-05	8.92900411133513
4.63549861023333e-05	8.98114382232562
4.79648099672662e-05	9.04054498543805
4.80648251713334e-05	9.09214593874335
4.74516359287820e-05	9.19918598687713
4.69759683884695e-05	9.22838363995380
4.84047587658294e-05	9.27701308740409
4.79542761841886e-05	9.30092156243816
4.79440562322957e-05	9.28494882143949
4.71079068773201e-05	9.40771704852894
4.85745864332319e-05	9.43728406359558
4.72904513588805e-05	9.41850634006408
4.87353865593633e-05	9.50548075599625
4.83728258598779e-05	9.61439979460715
4.81597713847748e-05	9.70549454954698
4.76109302383675e-05	9.73977553191793
4.68908212479288e-05	9.69046761715975
4.76555464560711e-05	9.73376952246183
4.71924923368329e-05	9.86421046116090
4.77061255430753e-05	9.77187578479514
4.72942285500943e-05	9.95510641958327
4.72116545656754e-05	9.98099149683294
4.75028353211799e-05	10.1121473673686
4.72199852834393e-05	10.1261690135907
4.78371640663585e-05	10.1470477799126
4.81407414332503e-05	10.1770223824762
4.71573703329809e-05	10.2640677964332
4.80858627854244e-05	10.2185089831233
4.77575295442391e-05	10.2633042438361
4.71586443194289e-05	10.3524089385958
4.72732924724201e-05	10.3254817168057
4.65978824098536e-05	10.4208795792165
4.92871565848778e-05	10.4681454523315
4.78136211996032e-05	10.4777607012514
4.84793470353396e-05	10.5151270288775
4.84763846914929e-05	10.5678539240996
4.86998407586067e-05	10.5980258033712
4.80693554271753e-05	10.6110345434033
4.81488244092692e-05	10.6991412408496
4.81460485008069e-05	10.7768272041581
4.73145509232225e-05	10.8034307725524
4.79969296806081e-05	10.8122885184684
4.79542146619135e-05	10.9155975657724
4.83321748515490e-05	10.9875921946916
4.76391892447782e-05	11.1014597497428
4.71938736451533e-05	11.1372583683444
4.75477851008478e-05	11.1707519986947
4.76955361502693e-05	11.2770028154078
4.72833061248552e-05	11.4121539806076
4.81166176037532e-05	11.3624552621105
4.67114391462139e-05	11.4727706456023
4.79538016784549e-05	11.4588939805323
4.78649726495148e-05	11.5044920626450
4.81372464640731e-05	11.5629461629789
4.78736354322995e-05	11.6548187273567
4.71371208403698e-05	11.6607490406503
4.76051280302284e-05	11.7252052894024
4.81107780760725e-05	11.7178637436127
4.82341303079268e-05	11.7627674831899
5.01091297884207e-05	11.8665434340285
4.75973807598210e-05	11.8084533756067
4.76988946338083e-05	11.9397596940622
4.79193942276954e-05	11.8954361094278
4.86474326897967e-05	12.0308607323084
4.71305679857989e-05	12.0742778391047
4.77600061910702e-05	12.2295333685767
4.71290591275559e-05	12.2153079491248
4.75458172898951e-05	12.2976946319158
4.85793060304817e-05	12.3375080577799
4.82362841047155e-05	12.5153518918063
4.69931120764281e-05	12.5813855289896
4.77567148577147e-05	12.6900093156130
4.75836720047908e-05	12.6862100325885
4.84171439487195e-05	12.8398791028096
4.75350941235673e-05	12.9051764466841
4.69062868038143e-05	12.9147067872468
4.81549199968047e-05	13.0887355943430
4.77689189612335e-05	13.0795749319705
4.69689440902317e-05	13.1260773369440
4.80240224661348e-05	13.3220297354924
4.75303649166709e-05	13.2923233965413
4.78475558037800e-05	13.3137151499663
4.80044939171170e-05	13.4649539919844
4.77874436038477e-05	13.5024593068030
4.72066823913574e-05	13.4632881211021
4.89140335971907e-05	13.5278493428352
4.75157617051979e-05	13.6310225923124
4.80708211471371e-05	13.7832126828489
4.65324179403975e-05	13.6995845711251
4.79721997274002e-05	13.8032033816331
4.80516557445259e-05	13.8435331846195
4.77404284422164e-05	13.8196040790991
4.79248225962123e-05	13.9006575435044
4.74612007946869e-05	13.9879181433109
4.78358074295009e-05	14.0973344675950
4.77651682087911e-05	14.1863236999178
4.77871410813031e-05	14.2150338531102
4.68696255198519e-05	14.2906998699785
