Rotation	Base moment [kN.m]	Axial Disp. [mm]
-0.00001708	24.1775	0.003638
-0.00001672	24.1653	0.005457
-0.00001714	24.153	0.003638
-0.00001798	24.1474	0.003638
-0.00001789	24.1506	0.003638
-0.00001756	24.1602	0.001819
-0.00001786	24.1758	0
-0.00001809	24.1922	-0.001819
-0.00001771	24.2064	-0.003638
-0.00001748	24.217	-0.003638
-0.00001837	24.2193	-0.003638
-0.0000198	24.2171	-0.001819
-0.00001999	24.213	0
-0.0000182	24.2087	0.001819
-0.00001586	24.2096	0.001819
-0.00001412	24.2107	0.001819
-0.00001307	24.2072	0.003638
-0.00001302	24.204	0.003638
-0.00001409	24.2037	0.003638
-0.000015	24.2073	0
-0.00001482	24.2168	0
-0.00001471	24.2301	-0.001819
-0.00001512	24.2386	-0.003638
-0.00001499	24.2341	-0.005457
-0.0000135	24.2237	-0.005457
-0.00001179	24.219	-0.007276
-0.00001172	24.2178	-0.007276
-0.00001253	24.2186	-0.007276
-0.00001301	24.2225	-0.007276
-0.00001349	24.2298	-0.007276
-0.00001351	24.2423	-0.007276
-0.00001311	24.2552	-0.007276
-0.00001363	24.2684	-0.009095
-0.00001525	24.2887	-0.009095
-0.00001752	24.3139	-0.007276
-0.00001951	24.3397	-0.003638
-0.00001986	24.364	-0.001819
-0.0000185	24.3814	0
-0.00001686	24.3922	0.001819
-0.00001569	24.4026	0.001819
-0.00001488	24.4088	0.001819
-0.00001487	24.4071	0.001819
-0.00001511	24.4017	0.001819
-0.00001479	24.3906	0.001819
-0.00001426	24.3718	0.001819
-0.00001393	24.3518	0
-0.00001403	24.3391	0
-0.00001473	24.332	0.001819
-0.00001575	24.3269	0.001819
-0.00001627	24.326	0.001819
-0.00001659	24.3318	0
-0.00001755	24.3423	-0.003638
-0.00001874	24.3512	-0.005457
-0.00001922	24.3535	-0.005457
-0.00001834	24.35	-0.007276
-0.00001624	24.3464	-0.005457
-0.00001369	24.3451	-0.001819
-0.00001144	24.3452	0
-0.0000104	24.3458	0.003638
-0.00001115	24.3419	0.003638
-0.00001342	24.332	0.003638
-0.00001576	24.3275	0.003638
-0.00001646	24.3406	0.003638
-0.00001611	24.3699	0.003638
-0.00001575	24.4093	0
-0.00001589	24.4561	-0.005457
-0.0000171	24.501	-0.010914
-0.00001776	24.5308	-0.014552
-0.00001652	24.5436	-0.01819
-0.00001487	24.548	-0.01819
-0.00001353	24.5518	-0.01819
-0.00001182	24.5572	-0.020009
-0.00001034	24.5628	-0.020009
-0.00001114	24.5694	-0.020009
-0.00001449	24.577	-0.020009
-0.00001767	24.5864	-0.01819
-0.00001983	24.5974	-0.01819
-0.00002171	24.6072	-0.01819
-0.00002196	24.6151	-0.01819
-0.00002054	24.6182	-0.020009
-0.00001937	24.6206	-0.020009
-0.00001879	24.6269	-0.020009
-0.00001801	24.6323	-0.01819
-0.00001694	24.6365	-0.01819
-0.00001618	24.6418	-0.01819
-0.00001623	24.6444	-0.01819
-0.00001691	24.645	-0.020009
-0.00001785	24.6467	-0.023647
-0.00001895	24.6461	-0.023647
-0.00001956	24.6448	-0.023647
-0.0000193	24.6482	-0.021828
-0.00001894	24.6577	-0.020009
-0.00001876	24.6707	-0.021828
-0.00001793	24.6814	-0.021828
-0.00001606	24.687	-0.021828
-0.00001414	24.6937	-0.021828
-0.0000132	24.7043	-0.020009
-0.00001349	24.7154	-0.020009
-0.00001475	24.7272	-0.021828
-0.0000167	24.7372	-0.023647
-0.00001823	24.7397	-0.025466
-0.00001728	24.7362	-0.025466
-0.00001422	24.733	-0.029104
-0.00001127	24.7325	-0.030923
-0.00001015	24.726	-0.032742
-0.00001092	24.7059	-0.032742
-0.00001223	24.6822	-0.034561
-0.00001319	24.6699	-0.038199
-0.00001367	24.6701	-0.041837
-0.00001387	24.6743	-0.041837
-0.00001457	24.6751	-0.041837
-0.00001592	24.6737	-0.038199
-0.00001679	24.6739	-0.038199
-0.00001657	24.6777	-0.038199
-0.00001621	24.6851	-0.040018
-0.00001665	24.6933	-0.040018
-0.00001749	24.7026	-0.043656
-0.0000181	24.7058	-0.045475
-0.00001809	24.6967	-0.047294
-0.00001729	24.6859	-0.049113
-0.0000157	24.683	-0.049113
-0.00001362	24.6867	-0.050932
-0.00001181	24.6906	-0.050932
-0.00001117	24.6889	-0.052751
-0.0000118	24.6843	-0.05457
-0.00001293	24.6789	-0.05457
-0.00001382	24.6675	-0.05457
-0.00001456	24.6548	-0.056389
-0.00001585	24.652	-0.060027
-0.00001725	24.6595	-0.065484
-0.00001804	24.667	-0.067303
-0.00001836	24.6641	-0.069122
-0.00001869	24.6539	-0.069122
-0.00001984	24.6458	-0.069122
-0.00002162	24.6398	-0.070941
-0.00002221	24.6315	-0.07276
-0.00002084	24.6217	-0.07276
-0.00001891	24.6129	-0.074579
-0.00001851	24.6056	-0.074579
-0.0000198	24.6026	-0.076398
-0.00002062	24.6049	-0.074579
-0.00002027	24.6046	-0.074579
-0.0000197	24.5932	-0.074579
-0.00001962	24.5737	-0.076398
-0.00002036	24.5582	-0.078217
-0.00002159	24.5515	-0.080036
-0.00002285	24.55	-0.081855
-0.00002411	24.551	-0.081855
-0.00002517	24.5535	-0.081855
-0.00002572	24.557	-0.083674
-0.00002632	24.5604	-0.085493
-0.00002682	24.5609	-0.087312
-0.0000261	24.5484	-0.089131
-0.00002493	24.5216	-0.09095
-0.00002432	24.4937	-0.092769
-0.00002358	24.4773	-0.092769
-0.00002306	24.4746	-0.09095
-0.00002319	24.4743	-0.09095
-0.00002283	24.4708	-0.092769
-0.00002191	24.4638	-0.092769
-0.00002188	24.4507	-0.092769
-0.00002268	24.4319	-0.092769
-0.00002337	24.4124	-0.092769
-0.00002397	24.3963	-0.092769
-0.00002444	24.387	-0.094588
-0.00002435	24.3877	-0.098226
-0.00002376	24.3955	-0.101864
-0.00002261	24.4063	-0.103683
-0.00002125	24.4149	-0.103683
-0.00002076	24.4181	-0.105502
-0.00002036	24.4171	-0.105502
-0.00001941	24.4112	-0.105502
-0.00001907	24.399	-0.105502
-0.0000196	24.3838	-0.103683
-0.00002029	24.3699	-0.103683
-0.00002047	24.3615	-0.103683
-0.00002001	24.3623	-0.105502
-0.00001955	24.3626	-0.105502
-0.00002002	24.3536	-0.107321
-0.00002228	24.3407	-0.105502
-0.0000262	24.3318	-0.105502
-0.00003039	24.3311	-0.107321
-0.00003343	24.3375	-0.10914
-0.00003478	24.3466	-0.110959
-0.00003475	24.3578	-0.110959
-0.00003406	24.3681	-0.110959
-0.00003337	24.3737	-0.112778
-0.00003291	24.3804	-0.114597
-0.00003237	24.3892	-0.116416
-0.00003172	24.3955	-0.118235
-0.00003098	24.4016	-0.120054
-0.0000298	24.4093	-0.121873
-0.00002856	24.4183	-0.123692
-0.00002889	24.4298	-0.12733
-0.00003157	24.4405	-0.129149
-0.00003478	24.4472	-0.134606
-0.00003601	24.4517	-0.141882
-0.00003539	24.4546	-0.14552
-0.0000347	24.453	-0.147339
-0.00003443	24.4448	-0.149158
-0.0000343	24.4368	-0.149158
-0.00003476	24.4308	-0.150977
-0.00003598	24.4235	-0.150977
-0.00003713	24.4125	-0.149158
-0.00003803	24.3959	-0.147339
-0.00003919	24.3869	-0.14552
-0.00004047	24.3899	-0.147339
-0.00004168	24.3913	-0.147339
-0.00004283	24.387	-0.149158
-0.00004295	24.3785	-0.150977
-0.00004165	24.3635	-0.152796
-0.0000405	24.3416	-0.154615
-0.00004001	24.3165	-0.154615
-0.00003904	24.2929	-0.154615
-0.0000374	24.277	-0.152796
-0.0000357	24.2709	-0.152796
-0.00003476	24.2732	-0.150977
-0.00003479	24.2833	-0.152796
-0.00003466	24.2945	-0.152796
-0.00003433	24.3022	-0.152796
-0.0000348	24.3056	-0.150977
-0.00003661	24.3006	-0.149158
-0.00003975	24.2951	-0.149158
-0.00004306	24.3007	-0.149158
-0.00004531	24.3143	-0.149158
-0.00004612	24.3292	-0.149158
-0.0000463	24.3376	-0.149158
-0.00004658	24.3333	-0.149158
-0.00004646	24.3254	-0.149158
-0.00004582	24.3265	-0.150977
-0.0000452	24.3362	-0.152796
-0.00004486	24.3513	-0.152796
-0.00004517	24.3726	-0.150977
-0.00004586	24.394	-0.149158
-0.00004569	24.4143	-0.147339
-0.0000448	24.4382	-0.14552
-0.00004399	24.4619	-0.147339
-0.00004333	24.4854	-0.147339
-0.00004321	24.512	-0.149158
-0.00004432	24.5398	-0.149158
-0.00004606	24.5674	-0.149158
-0.00004693	24.5951	-0.150977
-0.00004676	24.6257	-0.152796
-0.00004614	24.659	-0.152796
-0.00004521	24.6955	-0.154615
-0.00004392	24.738	-0.152796
-0.00004234	24.7817	-0.150977
-0.00004144	24.8203	-0.149158
-0.00004221	24.8527	-0.149158
-0.00004382	24.879	-0.150977
-0.00004455	24.9031	-0.150977
-0.00004393	24.9293	-0.149158
-0.00004296	24.9543	-0.149158
-0.00004227	24.9774	-0.150977
-0.00004129	25.0014	-0.152796
-0.00003995	25.0238	-0.156434
-0.00003913	25.0386	-0.156434
-0.00003902	25.0477	-0.158253
-0.00003957	25.0562	-0.156434
-0.00004102	25.0631	-0.154615
-0.00004257	25.0674	-0.152796
-0.00004287	25.0669	-0.152796
-0.00004218	25.0586	-0.150977
-0.00004176	25.0492	-0.150977
-0.00004205	25.0472	-0.147339
-0.00004306	25.0518	-0.14552
-0.00004351	25.0556	-0.14552
-0.0000418	25.0526	-0.147339
-0.00003964	25.0437	-0.150977
-0.00003938	25.0318	-0.154615
-0.00004047	25.0204	-0.156434
-0.0000418	25.0062	-0.156434
-0.00004334	24.9881	-0.156434
-0.00004448	24.9705	-0.156434
-0.00004453	24.9505	-0.156434
-0.00004397	24.9272	-0.156434
-0.00004419	24.9077	-0.158253
-0.00004598	24.8938	-0.158253
-0.00004802	24.8806	-0.158253
-0.00004905	24.8708	-0.158253
-0.00004917	24.8725	-0.158253
-0.00004855	24.8806	-0.160072
-0.00004772	24.8826	-0.161891
-0.00004704	24.8784	-0.16371
-0.00004646	24.8722	-0.16371
-0.00004592	24.8578	-0.165529
-0.00004575	24.8317	-0.167348
