Time[sec]	Top_Inplane_Disp[mm]
8.9648437	1.169299125
9.0644531	1.156395534
9.1640625	1.137427054
9.2636719	1.116034109
9.3632812	1.093873638
9.4628906	1.07202027
9.5625	1.061710296
9.6621094	1.035053981
9.7617187	1.019128482
9.8613281	0.997785013
9.9609375	0.982432393
10.0605469	0.960624428
10.1601562	0.939173275
10.2597656	0.927228073
10.359375	0.901173975
10.4589844	0.888813636
10.5585937	0.867138733
10.6582031	0.848288357
10.7578125	0.825761643
10.8574219	0.80586382
10.9570312	0.793940795
11.0566406	0.76668273
11.15625	0.753449742
11.2558594	0.733927125
11.3554687	0.712438603
11.4550781	0.693257083
11.5546875	0.676086289
11.6542969	0.657813973
11.7539062	0.636053795
11.8535156	0.616961857
11.953125	0.593168486
12.0527344	0.584051479
12.1523437	0.560637855
12.2519531	0.539749512
12.3515625	0.52457524
12.4511719	0.503791962
12.5507812	0.487523183
12.6503906	0.465194695
12.75	0.445743004
12.8496094	0.428333471
12.9492187	0.407943968
13.0488281	0.386246364
13.1484375	0.372590846
13.2480469	0.348608475
13.3476562	0.334024808
13.4472656	0.309585361
13.546875	0.297086692
13.6464844	0.26701155
13.7460937	0.256427797
13.8457031	0.23759804
13.9453125	0.223460185
14.0449219	0.198806927
14.1445312	0.177796566
14.2441406	0.15563154
14.34375	0.13935173
14.4433594	0.119738419
14.5429687	0.102857717
14.6425781	0.083686893
14.7421875	0.060104776
14.8417969	0.040048824
14.9414062	0.023267128
15.0410156	0.004999314
15.140625	-0.009831635
15.2402344	-0.022797765
15.3398437	-0.022192648
15.4394531	-0.023213028
15.5390625	-0.028754988
15.6386719	-0.026936124
15.7382812	-0.02660081
15.8378906	-0.027570044
15.9375	-0.030453928
16.0371094	-0.029271172
16.1367187	-0.029700686
16.2363281	-0.030335514
16.3359375	-0.028122031
16.4355469	-0.029328023
16.5351562	-0.028857434
16.6347656	-0.033309447
16.734375	-0.028423248
16.8339844	-0.031017767
16.9335937	-0.029804725
17.0332031	-0.027954447
17.1328125	-0.02835793
17.2324219	-0.029258717
17.3320312	-0.025795869
17.4316406	-0.024680372
17.53125	-0.019515168
17.6308594	-0.027245236
17.7304687	-0.020357091
17.8300781	-0.023329421
17.9296875	-0.024021328
18.0292969	-0.0246285
18.1289062	-0.019668852
18.2285156	-0.021547259
18.328125	-0.018401177
18.4277344	-0.017935674
18.5273437	-0.021329941
18.6269531	-0.014497617
18.7265625	-0.015653181
18.8261719	-0.022534075
18.9257812	-0.023683842
19.0253906	-0.015718882
19.125	-0.019069297
19.2246094	-0.018878145
19.3242187	-0.01519853
19.4238281	-0.020603824
19.5234375	-0.016304046
19.6230469	-0.020562577
19.7226562	-0.012104808
19.8222656	-0.016092787
19.921875	-0.018426017
20.0214844	-0.011043451
20.1210937	-0.019367168
20.2207031	-0.010565154
20.3203125	-0.020022984
20.4199219	-0.011981978
20.5195312	-0.012848404
20.6191406	-0.012506242
20.71875	-0.010463093
20.8183594	-0.014503608
20.9179687	-0.009630507
21.0175781	-0.008906155
21.1171875	-0.009017166
21.2167969	-0.010894355
21.3164062	-0.010446808
21.4160156	-0.008691966
21.515625	-0.008949504
21.6152344	-0.010792945
21.7148437	-0.012733845
21.8144531	-0.010444838
21.9140625	-0.010413899
22.0136719	-0.009593487
22.1132812	-0.009751274
22.2128906	-0.010898288
22.3125	-0.002734086
22.4121094	-0.010444082
22.5117187	-0.005011407
22.6113281	-0.008295752
22.7109375	-0.002720443
22.8105469	-0.007030923
22.9101562	-0.007598394
23.0097656	-0.005873032
23.109375	-0.012050804
23.2089844	-0.008673141
23.3085937	-0.007953409
23.4082031	-0.003586002
23.5078125	-0.004771625
23.6074219	-0.007051584
23.7070312	-0.005768014
23.8066406	-0.007381394
23.90625	-0.007010261
24.0058594	-0.010922023
24.1054687	-0.004825994
24.2050781	-0.004889826
24.3046875	-0.007574007
24.4042969	-0.003755993
24.5039062	-0.004536706
24.6035156	-0.003322522
24.703125	-0.005033456
24.8027344	-0.001426883
24.9023437	-0.003884022
25.0019531	-0.008866279
25.1015625	-0.002018133
25.2011719	-0.009026839
25.3007812	-0.002683295
25.4003906	-0.00835542
25.5	0.001222131
25.5996094	-0.006105302
25.6992187	-0.007314062
25.7988281	-0.004901016
25.8984375	-0.003411286
25.9980469	-0.006517587
26.0976562	-0.003827733
26.1972656	-0.005590911
26.296875	-0.008270036
26.3964844	-0.005525369
26.4960937	0.001276543
26.5957031	-0.005958907
26.6953125	-0.004214256
26.7949219	-0.007409323
26.8945312	-0.00146051
26.9941406	0.00017862
27.09375	-0.004282932
27.1933594	4.58E-05
27.2929687	-0.002804764
27.3925781	-0.00612036
27.4921875	-0.003418848
27.5917969	0.00145748
27.6914062	-0.00588885
27.7910156	-0.002505564
27.890625	-0.002123879
27.9902344	-0.001444411
28.0898437	-0.00089914
28.1894531	-0.004237366
28.2890625	-0.004986317
28.3886719	-0.003287267
28.4882812	-0.000513902
28.5878906	0.001536122
28.6875	-0.005617531
28.7871094	3.14E-05
28.8867187	-0.002138263
28.9863281	-0.001747113
29.0859375	-0.002543294
29.1855469	-0.000166144
29.2851562	-0.001365204
29.3847656	0.001566022
29.484375	-0.002859442
29.5839844	-0.004251304
29.6835937	0.00108116
29.7832031	0.00037201
29.8828125	-0.002433969
29.9824219	0.000280901
30.0820312	-0.000282432
30.1816406	-0.005278373
30.28125	-0.002693745
30.3808594	-0.001354957
30.4804687	-0.000579572
30.5800781	-0.001764751
30.6796875	0.001504126
30.7792969	-0.003309292
30.8789062	-0.000113909
30.9785156	-0.002005984
31.078125	-0.003855948
31.1777344	-0.002131587
31.2773437	-0.003309127
31.3769531	4.19E-05
31.4765625	-0.003934098
31.5761719	-0.002593726
31.6757812	0.000261029
31.7753906	0.000397376
31.875	-0.002603875
31.9746094	-0.008895244
32.0742187	0.000237762
32.1738281	-0.000939024
32.2734375	-0.001441153
32.3730469	0.000407985
32.4726562	-0.001969488
32.5722656	-0.002844402
32.671875	-0.00182518
32.7714844	8.91E-05
32.8710937	0.001692906
32.9707031	-0.001235802
33.0703125	0.00515217
33.1699219	-0.006342337
33.2695312	-0.000994051
33.3691406	-0.001492872
33.46875	0.002259881
33.5683594	-0.002417903
33.6679687	-0.000253471
33.7675781	-0.000578122
33.8671875	-0.00125419
33.9667969	-0.004177746
34.0664062	0.001957782
34.1660156	-0.000930158
34.265625	-0.005152418
34.3652344	0.002295888
34.4648437	-0.001875383
34.5644531	0.001327449
34.6640625	0.000640335
34.7636719	0.002089164
34.8632812	-0.002026306
34.9628906	0.001798634
35.0625	0.001886151
35.1621094	-0.001431651
35.2617187	0.000191949
35.3613281	-0.00200864
35.4609375	-0.000592245
35.5605469	-0.000352034
35.6601562	-0.003980854
35.7597656	0.004283569
35.859375	0.003915439
35.9589844	0.004016938
36.0585937	-0.000237892
36.1582031	-0.001855472
36.2578125	0.000598756
36.3574219	0.003797729
36.4570312	0.001396218
36.5566406	-0.001821409
36.65625	-0.003653431
36.7558594	0.00172301
36.8554687	0.004600376
36.9550781	-0.002998931
37.0546875	0.002558729
37.1542969	-0.000296254
37.2539062	0.002891775
37.3535156	-0.001338046
37.453125	-0.001519559
37.5527344	-0.005874128
37.6523437	-0.000332524
37.7519531	0.001736447
37.8515625	0.000352838
37.9511719	-0.00037877
38.0507812	-0.002620434
38.1503906	0.005112525
38.25	-0.003175714
38.3496094	-0.003020768
38.4492187	-0.001268146
38.5488281	0.004107625
38.6484375	-0.000515709
38.7480469	0.000867251
38.8476562	-0.001869022
38.9472656	0.000190689
39.046875	0.000886147
39.1464844	0.001464335
39.2460937	-0.001213786
39.3457031	-0.004076794
39.4453125	-0.001847034
39.5449219	-0.00229892
39.6445312	0.003518337
39.7441406	-0.003039002
39.84375	0.00217084
39.9433594	-0.003836324
40.0429687	-0.000760372
40.1425781	0.005608098
40.2421875	0.000802161
40.3417969	0.000205848
40.4414062	-0.000155724
40.5410156	-0.002497922
40.640625	-0.00242048
40.7402344	0.004634698
40.8398437	0.003154104
40.9394531	0.001257815
41.0390625	0.002783935
41.1386719	-0.001935044
41.2382812	0.001205076
41.3378906	0.001794348
41.4375	-0.000372379
41.5371094	0.001470569
41.6367187	0.000478115
41.7363281	-0.002200391
41.8359375	-0.000332362
41.9355469	0.002691061
42.0351562	-0.001414426
42.1347656	-0.002349949
42.234375	-0.001550117
42.3339844	0.001765437
42.4335937	0.000971909
42.5332031	2.79E-05
42.6328125	0.001534359
42.7324219	-0.002421362
42.8320312	0.000849069
42.9316406	1.02E-05
43.03125	0.000645201
43.1308594	0.00272674
43.2304687	-0.00162664
43.3300781	0.001164294
43.4296875	0.001681705
43.5292969	1.04E-05
43.6289062	0.003421466
43.7285156	-0.001974481
43.828125	0.002920797
43.9277344	-0.001807759
44.0273437	0.004154047
44.1269531	-0.004262374
44.2265625	-0.001633026
44.3261719	0.001317329
44.4257812	-0.001361401
44.5253906	0.001244743
44.625	-0.002419217
44.7246094	0.003098313
44.8242187	2.26E-05
44.9238281	0.002330346
45.0234375	0.003477222
45.1230469	-0.000242692
45.2226562	0.002967376
45.3222656	-0.000105662
45.421875	-5.02E-05
45.5214844	-0.001294194
45.6210937	0.002196842
45.7207031	5.77E-05
45.8203125	-0.000303212
45.9199219	0.003937808
46.0195312	-0.002566148
46.1191406	-0.001084499
46.21875	0.001770069
46.3183594	0.002647249
46.4179687	9.84E-05
46.5175781	-0.002141312
46.6171875	0.001118637
46.7167969	-0.001835871
46.8164062	-0.001177358
46.9160156	0.001489203
47.015625	-0.001019559
47.1152344	0.001965257
47.2148437	0.000934456
47.3144531	0.00512573
47.4140625	-0.001819785
47.5136719	-0.001985232
47.6132812	0.000182785
47.7128906	0.001407902
47.8125	8.72E-05
47.9121094	0.000784866
48.0117187	0.001066921
48.1113281	-0.000253981
48.2109375	-0.001468297
48.3105469	0.00306488
48.4101562	0.003052504
48.5097656	-0.001204313
48.609375	-4.57E-05
48.7089844	0.00309882
48.8085937	0.000544853
48.9082031	-0.001579735
49.0078125	-0.001693725
49.1074219	-0.000596729
49.2070312	0.001485499
49.3066406	0.002160524
49.40625	0.005860597
49.5058594	-0.00109815
49.6054687	-0.000586927
49.7050781	0.002465908
49.8046875	0.002139449
49.9042969	0.002982876
50.0039062	0.000766624
50.1035156	0.000950233
50.203125	0.002822558
50.3027344	-0.000499795
50.4023437	0.004291554
50.5019531	-0.00206806
50.6015625	0.002543048
50.7011719	-0.003417448
50.8007812	-0.000506754
50.9003906	0.00158148
51	0.002927277
51.0996094	0.005047498
51.1992187	-0.004118357
51.2988281	0.004064615
51.3984375	-0.00027111
51.4980469	0.001967494
51.5976562	-0.000690752
51.6972656	0.000112315
51.796875	0.004537314
51.8964844	-0.000633942
51.9960937	0.003130206
52.0957031	-0.000903571
52.1953125	0.000255094
52.2949219	-0.002589226
52.3945312	0.004458638
52.4941406	0.003505401
52.59375	-0.002490396
52.6933594	0.000552681
52.7929687	-0.005398671
52.8925781	0.002154086
52.9921875	-0.002325558
53.0917969	-0.001536557
53.1914062	-0.000105229
53.2910156	-0.001806906
53.390625	0.001063962
53.4902344	0.002298785
53.5898437	-0.000401028
53.6894531	-0.001601658
53.7890625	4.63E-05
53.8886719	0.005132934
53.9882812	-0.00098516
54.0878906	-0.000182237
54.1875	0.000803032
54.2871094	0.000746049
54.3867187	0.002311591
54.4863281	0.000896059
54.5859375	0.001710617
54.6855469	0.003478375
54.7851562	0.002255441
54.8847656	0.002337241
54.984375	-0.002060865
55.0839844	-0.000158888
55.1835937	0.001249489
55.2832031	0.003068832
55.3828125	-0.002593132
55.4824219	0.002066749
55.5820312	0.000751056
55.6816406	0.000217872
55.78125	0.000112484
55.8808594	-0.003237025
55.9804687	8.06E-06
56.0800781	0.002919724
56.1796875	-0.001730556
56.2792969	0.003089705
56.3789062	0.002487946
56.4785156	-0.002823866
56.578125	0.001626655
56.6777344	-0.00491789
56.7773437	0.00228755
56.8769531	-0.001919145
56.9765625	-0.002582561
57.0761719	8.87E-05
57.1757812	-0.002116444
57.2753906	0.002182308
57.375	0.000203965
57.4746094	-0.001847133
57.5742187	-0.001432094
57.6738281	0.00354762
57.7734375	-0.002957462
57.8730469	-0.003219679
57.9726562	0.00107741
58.0722656	0.000342287
58.171875	-0.001166656
58.2714844	-0.001864671
58.3710937	0.002862703
58.4707031	0.000665185
58.5703125	0.001607787
58.6699219	0.00568563
58.7695312	0.00299931
58.8691406	0.003100193
58.96875	0.000580939
59.0683594	0.003630655
59.1679687	0.000756792
59.2675781	0.000453258
59.3671875	0.003545119
59.4667969	0.002793195
59.5664062	-0.000836066
59.6660156	0.003534874
59.765625	-0.006432376
59.8652344	0.004389206
59.9648437	0.00058532
60.0644531	0.00256926
60.1640625	0.000612819
60.2636719	0.001854001
60.3632812	0.002370025
60.4628906	0.002021015
60.5625	-0.000413577
60.6621094	-0.00014957
60.7617187	0.006480982
60.8613281	-0.003699049
60.9609375	0.001697519
61.0605469	0.001485533
61.1601562	0.001509697
61.2597656	0.003527865
61.359375	0.000334694
61.4589844	0.004966032
61.5585937	-0.003229346
61.6582031	0.003641879
61.7578125	-0.001671519
61.8574219	0.004301111
61.9570312	0.001966641
62.0566406	-0.001311801
62.15625	-0.000370114
62.2558594	-0.001308966
62.3554687	0.002787064
62.4550781	0.000929003
62.5546875	-0.001194844
62.6542969	-0.001653575
62.7539062	0.003211877
62.8535156	3.87E-05
62.953125	0.000887755
63.0527344	-0.000794938
63.1523437	0.004256854
63.2519531	-6.68E-05
63.3515625	0.001793632
63.4511719	0.001415729
63.5507812	0.001855723
63.6503906	0.000108326
63.75	0.003447592
63.8496094	0.004140642
63.9492187	-0.002712859
64.0488281	0.000223025
64.1484375	0.001423539
64.2480469	0.00284366
64.3476562	0.002329816
64.4472656	0.003719388
64.546875	-0.002189928
64.6464844	0.001706481
64.7460937	-0.000810526
64.8457031	0.001888877
64.9453125	-0.00311875
65.0449219	-0.000777465
65.1445312	0.002085273
65.2441406	-0.001093914
65.34375	0.002759625
65.4433594	0.001992741
65.5429687	0.004152999
65.6425781	0.000591525
65.7421875	0.002108934
65.8417969	0.004170055
65.9414062	-0.00046384
66.0410156	0.001175938
66.140625	0.001068714
66.2402344	-0.000609975
66.3398437	0.002291322
66.4394531	0.002080099
66.5390625	0.000993786
66.6386719	-0.002277837
66.7382812	-0.00121123
66.8378906	-0.001062045
66.9375	-0.000282244
67.0371094	-0.002536868
67.1367187	0.003895924
67.2363281	-0.002121591
67.3359375	0.003350097
67.4355469	0.001087187
67.5351562	0.003014465
67.6347656	-0.003003234
67.734375	0.000321994
67.8339844	-0.001928087
67.9335937	0.000533932
68.0332031	0.003173448
68.1328125	-0.000950311
68.2324219	-0.000899803
68.3320312	-0.000144894
68.4316406	0.001627115
68.53125	-0.000379758
68.6308594	0.000875
68.7304687	-0.000595736
68.8300781	0.005240762
68.9296875	-0.001668276
69.0292969	0.003170799
69.1289062	0.002427674
69.2285156	0.001849935
69.328125	0.0011441
69.4277344	-0.003917319
69.5273437	0.009949762
69.6269531	0.000420464
69.7265625	0.003318463
69.8261719	-0.000361994
69.9257812	0.003646371
70.0253906	-0.004564943
70.125	0.00249503
70.2246094	0.001798145
70.3242187	-0.00193384
70.4238281	-0.001380147
70.5234375	0.002474627
70.6230469	-0.004127053
70.7226562	0.005235357
70.8222656	0.002371171
70.921875	0.000845012
71.0214844	0.000159006
71.1210937	0.001479595
71.2207031	0.004000095
71.3203125	-0.002538083
71.4199219	0.004633601
71.5195312	-0.000413582
71.6191406	-0.000116141
71.71875	-0.004824404
71.8183594	0.002459064
71.9179687	-0.001874804
72.0175781	-0.001299813
72.1171875	0.007011254
72.2167969	0.000114928
72.3164062	0.00507329
72.4160156	-0.000915366
72.515625	0.003292125
72.6152344	0.003278465
72.7148437	0.001550004
72.8144531	0.000821455
72.9140625	-0.002559703
73.0136719	0.002242515
73.1132812	0.001268921
73.2128906	-0.000389137
73.3125	0.000807832
73.4121094	0.003799004
73.5117187	8.66E-05
73.6113281	0.008513291
73.7109375	-0.000723891
73.8105469	0.007965821
73.9101562	0.003226701
74.0097656	0.002332876
74.109375	-0.002582705
74.2089844	-0.001160575
74.3085937	-0.000748494
74.4082031	0.002043822
74.5078125	0.000582662
74.6074219	0.004883384
74.7070312	0.00250635
74.8066406	0.002042265
74.90625	0.003415116
75.0058594	0.002200194
75.1054687	0.003461211
75.2050781	0.001672296
75.3046875	0.003645569
75.4042969	-0.001421555
75.5039062	0.006468931
75.6035156	-0.002623899
75.703125	0.00193558
75.8027344	-0.001392822
75.9023437	0.006056638
76.0019531	-0.000499265
76.1015625	0.002607772
76.2011719	-0.000546421
76.3007812	-0.001712735
76.4003906	0.005948879
76.5	0.001280786
76.5996094	0.002093481
76.6992187	0.004314506
76.7988281	0.005855295
76.8984375	0.001038777
76.9980469	-0.002393961
77.0976562	-0.000580629
77.1972656	-0.000474876
77.296875	0.001115499
77.3964844	-0.001645522
77.4960937	0.004473745
77.5957031	0.000654242
77.6953125	0.002308346
77.7949219	0.003089701
77.8945312	0.00706719
77.9941406	-0.001647837
78.09375	0.004785625
78.1933594	0.003308798
78.2929687	-0.004102715
78.3925781	0.002271024
78.4921875	-0.001102344
78.5917969	0.001528767
78.6914062	0.002910823
78.7910156	0.0056023
78.890625	-0.000287013
78.9902344	-0.001448787
79.0898437	0.00287852
79.1894531	0.001103782
79.2890625	0.009338299
79.3886719	-0.003601234
79.4882812	0.002259873
79.5878906	0.001091796
79.6875	0.003626689
79.7871094	-0.004889359
79.8867187	0.001402031
79.9863281	0.003402112
80.0859375	-0.000979666
80.1855469	0.00540973
80.2851562	-0.000450444
80.3847656	0.002910185
80.484375	0.002621801
80.5839844	0.001094255
80.6835937	-0.002517397
80.7832031	0.008287661
80.8828125	-0.000852679
80.9824219	0.00016171
81.0820312	-0.002317107
81.1816406	0.002249992
81.28125	-0.000548876
81.3808594	0.00155794
81.4804687	0.001555506
81.5800781	0.001039631
81.6796875	0.002671011
81.7792969	0.001508911
81.8789062	-0.001906301
81.9785156	-0.001319382
82.078125	0.001822467
82.1777344	0.000906018
82.2773437	-0.000314492
82.3769531	0.0050657
82.4765625	-0.001277377
82.5761719	0.000244153
82.6757812	0.005159119
82.7753906	-0.001690127
82.875	-0.001734348
82.9746094	-0.000378157
83.0742187	0.002591672
83.1738281	1.12E-05
83.2734375	0.001535627
83.3730469	-0.00068125
83.4726562	0.002523189
83.5722656	0.001853958
83.671875	0.000428156
83.7714844	0.00509729
83.8710937	-0.000424485
83.9707031	0.000688898
84.0703125	-0.001334648
84.1699219	-0.000318895
84.2695312	0.001716881
84.3691406	-4.16E-05
84.46875	0.001740965
84.5683594	0.004993959
84.6679687	0.000527822
84.7675781	0.002765799
84.8671875	-0.001315909
84.9667969	0.005430903
85.0664062	-0.001042254
85.1660156	-0.000340153
85.265625	-0.001489464
85.3652344	0.001682222
85.4648437	0.001756891
85.5644531	0.000944266
85.6640625	-0.000369891
85.7636719	0.004712979
85.8632812	0.001998148
85.9628906	0.006010559
86.0625	-0.000523208
86.1621094	0.001229898
86.2617187	-0.000293726
86.3613281	0.003734612
86.4609375	0.000224241
86.5605469	0.003448915
86.6601562	0.005267742
86.7597656	0.001693076
86.859375	0.001872819
86.9589844	0.001114662
87.0585937	-0.000156579
87.1582031	0.000946949
87.2578125	0.001214596
87.3574219	-0.000676142
87.4570312	-0.00120014
87.5566406	-0.000669457
87.65625	-0.005809715
87.7558594	-0.001040774
87.8554687	0.002954218
87.9550781	0.000115009
88.0546875	-0.003441545
88.1542969	0.000241819
88.2539062	0.000651598
88.3535156	0.000700939
88.453125	0.000203359
88.5527344	0.002788074
88.6523437	0.002334313
88.7519531	0.000317429
88.8515625	0.001112823
88.9511719	-0.001589444
89.0507812	0.008213491
89.1503906	0.000909887
89.25	0.000358387
89.3496094	0.002265957
89.4492187	-0.000299191
89.5488281	-0.001094829
89.6484375	0.000578391
89.7480469	0.000497703
89.8476562	0.00302435
89.9472656	0.004533325
90.046875	0.000165297
90.1464844	0.001781928
90.2460937	0.000665792
90.3457031	0.004074041
90.4453125	0.003571132
90.5449219	-0.003886174
90.6445312	-0.004307171
90.7441406	0.005113802
90.84375	-0.0016218
90.9433594	0.001592256
91.0429687	-0.002995451
91.1425781	0.002391269
91.2421875	-0.000677695
91.3417969	0.005424527
91.4414062	-0.001389333
91.5410156	0.000627854
91.640625	-0.001100597
91.7402344	0.002294925
91.8398437	0.000310731
91.9394531	0.002293634
92.0390625	0.000606452
92.1386719	0.000527823
92.2382812	0.007095667
92.3378906	0.00344713
92.4375	0.004394946
92.5371094	-0.001670453
92.6367187	0.005019653
92.7363281	4.00E-05
92.8359375	0.003168499
92.9355469	-0.002491334
93.0351562	-0.000279275
93.1347656	-0.001516271
93.234375	0.00174227
93.3339844	0.003833388
93.4335937	0.004357114
93.5332031	0.001542817
93.6328125	0.002829565
93.7324219	-0.000192113
93.8320312	0.002165919
93.9316406	0.003790722
94.03125	0.001494667
94.1308594	-0.000644632
94.2304687	0.003716186
94.3300781	0.005712679
94.4296875	0.002114785
94.5292969	0.00420067
94.6289062	-0.000456672
94.7285156	0.00350148
94.828125	0.00226226
94.9277344	0.002279248
95.0273437	-0.001641758
95.1269531	0.000361019
95.2265625	-0.000224833
95.3261719	0.00454813
95.4257812	-0.001124531
95.5253906	0.002422744
95.625	-0.002395955
95.7246094	0.000717488
95.8242187	-0.001816003
95.9238281	0.001051401
96.0234375	0.00050132
96.1230469	0.002729792
96.2226562	0.001801041
96.3222656	0.004026248
96.421875	0.002123207
96.5214844	0.000797902
96.6210937	0.000583227
96.7207031	-0.000879929
96.8203125	-0.00383927
96.9199219	0.002927364
97.0195312	0.001946795
97.1191406	-0.000642749
97.21875	0.004433367
97.3183594	0.001626852
97.4179687	0.004003179
97.5175781	0.000160536
97.6171875	0.005637597
97.7167969	0.000750184
97.8164062	0.000994821
97.9160156	-0.000360268
98.015625	0.002960521
98.1152344	0.00187097
98.2148437	0.006900619
98.3144531	0.001423484
98.4140625	-0.000316877
98.5136719	-0.002976518
98.6132812	-0.000567707
98.7128906	-6.41E-05
98.8125	-0.000143224
98.9121094	-0.000532884
99.0117187	0.003262148
99.1113281	0.002353915
99.2109375	-0.001827667
99.3105469	0.002919214
99.4101562	0.00179509
99.5097656	0.000188216
99.609375	0.003608751
99.7089844	0.004780305
99.8085937	0.00013917
99.9082031	0.000517487
100.0078125	0.001141723
100.1074219	0.001563423
100.2070312	0.003360954
100.3066406	0.002295067
100.40625	-0.000471872
100.5058594	0.007231969
100.6054687	0.000304002
100.7050781	0.003700658
100.8046875	0.003577155
100.9042969	0.004485492
101.0039062	0.00065267
101.1035156	0.003731016
101.203125	0.000542391
101.3027344	0.001753456
101.4023437	0.001415734
101.5019531	0.004626806
101.6015625	0.005175998
101.7011719	0.003541706
101.8007812	0.002660233
101.9003906	0.001031554
102	0.005774997
102.0996094	0.003633102
102.1992187	0.003057621
102.2988281	-3.85E-05
102.3984375	-0.00114587
102.4980469	-0.004056742
102.5976562	-0.001001318
102.6972656	-0.000617882
102.796875	-0.00048516
102.8964844	0.000314486
102.9960937	6.87E-05
103.0957031	-0.002477461
103.1953125	-0.002926284
103.2949219	-0.001807775
103.3945312	0.002580064
103.4941406	-0.001134616
103.59375	0.001446512
103.6933594	-0.000836108
103.7929687	0.005037805
103.8925781	0.002518713
103.9921875	0.003035727
104.0917969	-0.002152505
104.1914062	0.006187471
104.2910156	0.001704745
104.390625	0.003187673
104.4902344	-0.002275091
104.5898437	0.002883277
104.6894531	0.004069762
104.7890625	0.006068941
104.8886719	0.000582262
104.9882812	0.002793368
105.0878906	0.00078422
105.1875	0.00047713
105.2871094	0.00493433
105.3867187	0.004457132
105.4863281	-0.001667133
105.5859375	-0.000702355
105.6855469	0.002603448
105.7851562	-0.00062965
105.8847656	-1.25E-05
105.984375	-0.001593264
106.0839844	0.000354265
106.1835937	0.000358197
106.2832031	0.002834456
106.3828125	-0.001095436
106.4824219	-0.000632666
106.5820312	0.000552368
106.6816406	0.00158011
106.78125	-0.000658504
106.8808594	0.004251052
106.9804687	0.002340692
107.0800781	0.001650963
107.1796875	0.003414999
107.2792969	-0.000260915
107.3789062	-0.004529744
107.4785156	0.002693416
107.578125	0.00156164
107.6777344	-0.001679889
107.7773437	0.002126634
107.8769531	0.000670034
107.9765625	0.003484892
108.0761719	-0.00485403
108.1757812	0.003702638
108.2753906	0.002016633
108.375	0.000975669
108.4746094	-0.000537446
108.5742187	0.00061743
108.6738281	-0.002714944
108.7734375	-0.000508606
108.8730469	0.003996404
108.9726562	0.002281995
109.0722656	-0.000643158
109.171875	0.002501413
109.2714844	0.002397043
109.3710937	-0.00355043
109.4707031	0.001371926
109.5703125	0.000377928
109.6699219	0.002286924
109.7695312	0.003674911
109.8691406	0.002013854
109.96875	7.03E-05
110.0683594	-0.000878299
110.1679687	0.002140087
110.2675781	-0.000769733
110.3671875	0.0022892
110.4667969	-0.000267461
110.5664062	0.00303932
110.6660156	0.003897376
110.765625	-0.001195016
110.8652344	-0.001657002
110.9648437	0.004118703
111.0644531	-0.001220692
111.1640625	0.001765524
111.2636719	0.000993149
111.3632812	0.000590369
111.4628906	-0.003538532
111.5625	-0.003353147
111.6621094	0.004112324
111.7617187	0.001446699
111.8613281	0.002787158
111.9609375	0.001122865
112.0605469	-0.001105705
112.1601562	0.002234553
112.2597656	0.00282679
112.359375	0.003234843
112.4589844	0.003821329
112.5585937	0.003112782
112.6582031	-0.001179802
112.7578125	0.000570064
112.8574219	-0.000599654
112.9570312	-0.000589418
113.0566406	0.001067207
