Time[sec]	Top_Inplane_Disp[mm]	Top_Inplane_Rotation[rad]
1413.357422	180.0805777	-2.1782399
1413.457032	180.0225973	-2.1769611
1413.556641	179.9595803	-2.1756712
1413.65625	179.9053997	-2.1743522
1413.75586	179.8421144	-2.173024
1413.855469	179.7853261	-2.171743
1413.955078	179.7242463	-2.1704127
1414.054688	179.6636432	-2.1691638
1414.154297	179.6034425	-2.1678313
1414.253907	179.5434654	-2.1665466
1414.353516	179.4855744	-2.1652685
1414.453125	179.4259548	-2.1639507
1414.552735	179.3649644	-2.1626282
1414.652344	179.3017089	-2.1613152
1414.751953	179.2463362	-2.1600602
1414.851563	179.1836172	-2.1587902
1414.951172	179.1216284	-2.1574521
1415.050782	179.0667176	-2.1561214
1415.150391	179.0086925	-2.1548388
1415.25	178.9446771	-2.1535746
1415.34961	178.8849384	-2.1522447
1415.449219	178.828001	-2.150944
1415.548828	178.7665486	-2.1496305
1415.648438	178.7051558	-2.1483721
1415.748047	178.64573	-2.1470403
1415.847657	178.5866618	-2.1457064
1415.947266	178.5261929	-2.1444054
1416.046875	178.4656048	-2.1431352
1416.146485	178.4038544	-2.1418403
1416.246094	178.3493459	-2.1405652
1416.345703	178.2849729	-2.1392501
1416.445313	178.229481	-2.1379705
1416.544922	178.1660914	-2.1366368
1416.644532	178.1060994	-2.1353784
1416.744141	178.0445129	-2.1340746
1416.84375	177.9890656	-2.132783
1416.94336	177.9265702	-2.1314231
1417.042969	177.86479	-2.13015
1417.142578	177.8088063	-2.1288778
1417.242188	177.744031	-2.1275423
1417.341797	177.6872873	-2.1262446
1417.441407	177.6265651	-2.1249357
1417.541016	177.5697768	-2.1236607
1417.640625	177.4997264	-2.1223882
1417.740235	177.4493903	-2.1210398
1417.839844	177.3865968	-2.1197641
1417.939453	177.327618	-2.1184595
1418.039063	177.2657186	-2.1171839
1418.138672	177.2105843	-2.1158797
1418.238282	177.1478057	-2.1145611
1418.337891	177.0927757	-2.1132284
1418.4375	177.0271659	-2.1119626
1418.53711	176.9675314	-2.110641
1418.636719	176.903531	-2.1093502
1418.736328	176.8496931	-2.1080711
1418.835938	176.788494	-2.1067444
1418.935547	176.7291427	-2.1055094
1419.035157	176.6724586	-2.1041132
1419.134766	176.6070575	-2.1028254
1419.234375	176.5489429	-2.1015396
1419.333985	176.4858514	-2.1002694
1419.433594	176.4270514	-2.0989689
1419.533203	176.3746738	-2.0976448
1419.632813	176.3117015	-2.0963685
1419.732422	176.2533039	-2.0950969
1419.832032	176.1875749	-2.0937938
1419.931641	176.1311144	-2.0924594
1420.03125	176.0697365	-2.09116
1420.13086	176.0123819	-2.0898355
1420.230469	175.9536266	-2.0885571
1420.330078	175.8851409	-2.087309
1420.429688	175.8348793	-2.0859688
1420.529297	175.7729948	-2.0846828
1420.628907	175.7097393	-2.0833374
1420.728516	175.6573021	-2.0820774
1420.828125	175.5909324	-2.0807465
1420.927735	175.5319983	-2.079505
1421.027344	175.4732281	-2.0781637
1421.126953	175.4103899	-2.0768687
1421.226563	175.3498465	-2.0756002
1421.326172	175.2945781	-2.0742673
1421.425782	175.2350628	-2.0729649
1421.525391	175.1704961	-2.0716648
1421.625	175.1157343	-2.0703852
1421.72461	175.0505269	-2.0690804
1421.824219	174.99578	-2.0677758
1421.923828	174.9347299	-2.0664494
1422.023438	174.8698056	-2.0651882
1422.123047	174.8099476	-2.0638873
1422.222657	174.753055	-2.0625602
1422.322266	174.6934205	-2.0612746
1422.421875	174.6377796	-2.0599633
1422.521485	174.5755374	-2.0587226
1422.621094	174.5139509	-2.0573738
1422.720703	174.453333	-2.0561145
1422.820313	174.3970662	-2.0547946
1422.919922	174.3396521	-2.0534893
1423.019532	174.2740273	-2.0522024
1423.119141	174.2203087	-2.0508969
1423.21875	174.1579026	-2.0495883
1423.31836	174.0943044	-2.0482942
1423.417969	174.0352362	-2.0470254
1423.517578	173.9745736	-2.0456906
1423.617188	173.9173681	-2.0443623
1423.716797	173.8570929	-2.0430747
1423.816407	173.7938821	-2.0417531
1423.916016	173.734948	-2.0405078
1424.015625	173.6782789	-2.0391844
1424.115235	173.6180484	-2.0378831
1424.214844	173.5577285	-2.0365815
1424.314453	173.4983176	-2.0353043
1424.414063	173.439905	-2.0339775
1424.513672	173.3815521	-2.0327024
1424.613282	173.3210385	-2.0314039
1424.712891	173.2583195	-2.0301112
1424.8125	173.1984615	-2.0288018
1424.91211	173.1454581	-2.0275061
1425.011719	173.0846167	-2.026233
1425.111328	173.0212569	-2.0249077
1425.210938	172.9586273	-2.0236218
1425.310547	172.9001254	-2.0222658
1425.410157	172.8372723	-2.0210116
1425.509766	172.7781445	-2.0196892
1425.609375	172.724992	-2.0184129
1425.708985	172.6581156	-2.0170856
1425.808594	172.5984663	-2.0157981
1425.908203	172.5408584	-2.0144827
1426.007813	172.47428	-2.0132042
1426.107422	172.4207103	-2.0119281
1426.207032	172.3576784	-2.0106123
1426.306641	172.3069102	-2.0093321
1426.40625	172.2393632	-2.0080186
1426.50586	172.1775234	-2.0067106
1426.605469	172.1202135	-2.0054031
1426.705078	172.0580906	-2.0041048
1426.804688	172.0040888	-2.0028041
1426.904297	171.9398946	-2.0015055
1427.003907	171.8847603	-2.0002504
1427.103516	171.8217283	-1.9989402
1427.203125	171.7628688	-1.9976585
1427.302735	171.7051566	-1.9963135
1427.402344	171.6430187	-1.9950207
1427.501953	171.5822518	-1.9937146
1427.601563	171.5269834	-1.992388
1427.701172	171.4672744	-1.9911497
1427.800782	171.4011878	-1.9898181
1427.900391	171.3492125	-1.9885167
1428	171.2850779	-1.9872486
1428.09961	171.2254137	-1.9859205
1428.199219	171.1649895	-1.9846692
1428.298828	171.1069942	-1.9833167
1428.398438	171.0435003	-1.9820691
1428.498047	170.9859222	-1.9807353
1428.597657	170.9242016	-1.9794683
1428.697266	170.8659679	-1.9781328
1428.796875	170.8024889	-1.9768383
1428.896485	170.7473248	-1.9755348
1428.996094	170.6832796	-1.9742494
1429.095703	170.6268638	-1.9729625
1429.195313	170.5636829	-1.9716299
1429.294922	170.5063134	-1.9703253
1429.394532	170.4483926	-1.9690533
1429.494141	170.387879	-1.9677774
1429.59375	170.3237444	-1.9664756
1429.69336	170.2708006	-1.9651396
1429.792969	170.2049375	-1.963846
1429.892578	170.1458544	-1.9626011
1429.992188	170.0818837	-1.9612787
1430.091797	170.0259596	-1.959988
1430.191407	169.965893	-1.9586637
1430.291016	169.9090749	-1.9573721
1430.390625	169.849664	-1.9561262
1430.490235	169.7836369	-1.9547933
1430.589844	169.7298288	-1.9534647
1430.689453	169.6714163	-1.9521878
1430.789063	169.6129739	-1.9509198
1430.888672	169.5558876	-1.9495628
1430.988282	169.4975197	-1.9482629
1431.087891	169.4298685	-1.9469583
1431.1875	169.3684608	-1.9456921
1431.28711	169.3088561	-1.9444091
1431.386719	169.2499667	-1.9430857
1431.486328	169.1906303	-1.9417859
1431.585938	169.1292375	-1.9404768
1431.685547	169.0710634	-1.9391864
1431.785157	169.0106839	-1.9378781
1431.884766	168.9454764	-1.9366318
1431.984375	168.8920707	-1.9353343
1432.083985	168.8265651	-1.9340067
1432.183594	168.7745899	-1.9327502
1432.283203	168.7100679	-1.9314296
1432.382813	168.6531454	-1.9301304
1432.482422	168.588981	-1.928802
1432.582032	168.5303301	-1.927513
1432.681641	168.4737056	-1.926222
1432.78125	168.4152037	-1.9249211
1432.88086	168.3502346	-1.9236273
1432.980469	168.2998836	-1.9223496
1433.080078	168.2320684	-1.9210774
1433.179688	168.1702733	-1.9197253
1433.279297	168.1162268	-1.9184544
1433.378907	168.0550277	-1.917161
1433.478516	167.994529	-1.915845
1433.578125	167.9337919	-1.9145524
1433.677735	167.8746045	-1.9132725
1433.777344	167.8127497	-1.9119368
1433.876953	167.7575856	-1.9106721
1433.976563	167.6968634	-1.9093669
1434.076172	167.6345617	-1.9080573
1434.175782	167.5739884	-1.9067635
1434.275391	167.5181091	-1.9054848
1434.375	167.4568355	-1.9041502
1434.47461	167.3997492	-1.9028719
1434.574219	167.3375964	-1.9015624
1434.673828	167.2791541	-1.900291
1434.773438	167.2192067	-1.8989791
1434.873047	167.1575606	-1.8976827
1434.972657	167.1028286	-1.8963934
1435.072266	167.0444459	-1.8950834
1435.171875	166.9758707	-1.8937891
1435.271485	166.9187248	-1.8925212
1435.371094	166.8599844	-1.8912125
1435.470703	166.8039709	-1.8898749
1435.570313	166.7389572	-1.8886176
1435.669922	166.6794866	-1.8873115
1435.769532	166.6175425	-1.8860155
1435.869141	166.5611118	-1.8847066
1435.96875	166.4993018	-1.8834048
1436.06836	166.4435118	-1.8821356
1436.167969	166.3780957	-1.8808001
1436.267578	166.3231999	-1.879513
1436.367188	166.2590653	-1.8782043
1436.466797	166.2055701	-1.8769394
1436.566407	166.1432385	-1.8756279
1436.666016	166.0828292	-1.8743339
1436.765625	166.0220772	-1.8730115
1436.865235	165.9584641	-1.8717273
1436.964844	165.905267	-1.8704686
1437.064453	165.8369899	-1.8691643
1437.164063	165.7784134	-1.8678163
1437.263672	165.7244265	-1.8665818
1437.363282	165.6638533	-1.8652504
1437.462891	165.6048745	-1.8639605
1437.5625	165.546909	-1.8626524
1437.66211	165.4796451	-1.8613884
1437.761719	165.4257625	-1.8600502
1437.861328	165.3630435	-1.8587494
1437.960938	165.3047204	-1.8574502
1438.060547	165.2470678	-1.8561463
1438.160157	165.1845127	-1.854884
1438.259766	165.1239246	-1.8535921
1438.359375	165.0615484	-1.8523048
1438.458985	165.0039405	-1.851006
1438.558594	164.9442464	-1.8497038
1438.658203	164.8848653	-1.8483694
1438.757813	164.8247689	-1.8471294
1438.857422	164.7671014	-1.8458021
1438.957032	164.7053659	-1.8444962
1439.056641	164.6437049	-1.8431976
1439.15625	164.5854414	-1.8419299
1439.25586	164.5272821	-1.8405897
1439.355469	164.4679755	-1.8393151
1439.455078	164.4052714	-1.837979
1439.554688	164.3472761	-1.8367214
1439.654297	164.2915756	-1.83543
1439.753907	164.2263085	-1.8341177
1439.853516	164.1690731	-1.8328377
1439.953125	164.1083956	-1.8315194
1440.052735	164.0518457	-1.8302257
1440.152344	163.9855206	-1.8289431
1440.251953	163.9289558	-1.827646
1440.351563	163.8685912	-1.8263177
1440.451172	163.8084948	-1.8250623
1440.550782	163.7477279	-1.8237512
1440.650391	163.6875719	-1.822422
1440.75	163.6280864	-1.8211386
1440.84961	163.5674387	-1.8198709
1440.949219	163.5110974	-1.8185831
1441.048828	163.4501368	-1.8172358
1441.148438	163.3921117	-1.8159588
1441.248047	163.3283049	-1.8147228
1441.347657	163.2727683	-1.8134143
1441.447266	163.210243	-1.8120543
1441.546875	163.154304	-1.8107509
1441.646485	163.0909592	-1.8094533
1441.746094	163.0343646	-1.8082059
1441.845703	162.9678011	-1.8068732
1441.945313	162.9135907	-1.8055815
1442.044922	162.8516167	-1.8042906
1442.144532	162.7934873	-1.8029821
1442.244141	162.7331525	-1.8017131
1442.34375	162.6715064	-1.8004286
1442.44336	162.612915	-1.7991237
1442.542969	162.554577	-1.7978284
1442.642578	162.4942124	-1.7965225
1442.742188	162.4350697	-1.795227
1442.841797	162.3775959	-1.7939206
1442.941407	162.3103619	-1.7925977
1443.041016	162.2542739	-1.7913265
1443.140625	162.1948481	-1.7900572
1443.240235	162.1367037	-1.7887355
1443.339844	162.0770693	-1.787432
1443.439453	162.0121002	-1.7861198
1443.539063	161.9537473	-1.7848729
1443.638672	161.8928313	-1.7835227
1443.738282	161.8351638	-1.7822461
1443.837891	161.7775857	-1.7809379
1443.9375	161.7135704	-1.7796644
1444.03711	161.6547406	-1.7783798
1444.136719	161.6004854	-1.7770426
1444.236328	161.5462452	-1.77576
1444.335938	161.4800692	-1.7744367
1444.435547	161.4143848	-1.7732271
1444.535157	161.3523513	-1.7718748
1444.634766	161.2967998	-1.7705768
1444.734375	161.2422317	-1.7692752
1444.833985	161.1754745	-1.7680266
1444.933594	161.1204892	-1.7666965
1445.033203	161.0565335	-1.7654061
1445.132813	160.9980613	-1.7640896
1445.232422	160.9399617	-1.7627915
1445.332032	160.8792394	-1.7614792
1445.431641	160.819158	-1.7601877
1445.53125	160.7552618	-1.7589149
1445.63086	160.7029289	-1.7575779
1445.730469	160.6399417	-1.7563169
1445.830078	160.5777293	-1.7550352
1445.929688	160.5216861	-1.7537368
1446.029297	160.4624838	-1.7524413
1446.128907	160.398528	-1.7511322
1446.228516	160.3436172	-1.7498267
1446.328125	160.2788121	-1.748551
1446.427735	160.2217406	-1.7472822
1446.527344	160.1634622	-1.7459565
1446.626953	160.1038277	-1.7446322
1446.726563	160.0428969	-1.743325
1446.826172	159.9854231	-1.7420576
1446.925782	159.9234045	-1.7407264
1447.025391	159.8633379	-1.7394617
1447.125	159.8021984	-1.7381355
1447.22461	159.7437263	-1.736856
1447.324219	159.6889496	-1.7355572
1447.423828	159.6292257	-1.7342826
1447.523438	159.564063	-1.7329735
1447.623047	159.5049202	-1.7316812
1447.722657	159.4447494	-1.7304191
1447.822266	159.3862772	-1.7290798
1447.921875	159.3215764	-1.7278078
1448.021485	159.2654437	-1.7265003
1448.121094	159.2063606	-1.7251709
1448.220703	159.1463536	-1.7238978
1448.320313	159.0870768	-1.722639
1448.419922	159.0237021	-1.7213184
1448.519532	158.9708477	-1.7200277
1448.619141	158.9080542	-1.7187224
1448.71875	158.8460207	-1.7174651
1448.81836	158.7881595	-1.7161311
1448.917969	158.7278694	-1.7148118
1449.017578	158.6695313	-1.7134897
1449.117188	158.6097926	-1.7122281
1449.216797	158.5456878	-1.7109522
1449.316407	158.4880799	-1.7096569
1449.416016	158.4268361	-1.7083557
1449.515625	158.3689302	-1.7070215
1449.615235	158.3052576	-1.7057586
1449.714844	158.2473218	-1.7044842
1449.814453	158.1865698	-1.7031498
1449.914063	158.1285745	-1.7018712
1450.013672	158.0679417	-1.7005465
1450.113282	158.0085009	-1.699277
1450.212891	157.951653	-1.6979444
1450.3125	157.8935087	-1.6966709
1450.41211	157.8339338	-1.6953904
1450.511719	157.7778459	-1.694074
1450.611328	157.7110887	-1.6927843
1450.710938	157.6523781	-1.6914425
1450.810547	157.5924456	-1.6901699
1450.910157	157.533884	-1.6888448
1451.009766	157.4746221	-1.6875661
1451.109375	157.4106663	-1.6862984
1451.208985	157.3543698	-1.6849635
1451.308594	157.2944224	-1.6836956
1451.408203	157.2328806	-1.6823602
1451.507813	157.1745574	-1.6811141
1451.607422	157.1169794	-1.6798233
1451.707032	157.0515484	-1.6784895
1451.806641	156.9939703	-1.677223
1451.90625	156.935662	-1.6758883
1452.00586	156.8722874	-1.6746189
1452.105469	156.8168402	-1.6733422
1452.205078	156.752795	-1.6720136
1452.304688	156.6942483	-1.6707504
1452.404297	156.6327512	-1.6694398
1452.503907	156.5786004	-1.6681549
1452.603516	156.5174013	-1.6668746
1452.703125	156.4555019	-1.665526
1452.802735	156.3987881	-1.6642676
1452.902344	156.336695	-1.6629569
1453.001953	156.2761962	-1.6616484
1453.101563	156.2227011	-1.6603946
1453.201172	156.1553031	-1.6590561
1453.300782	156.0985595	-1.6577863
1453.400391	156.0388803	-1.6564814
1453.5	155.9743583	-1.6551764
1453.59961	155.9159905	-1.6538807
1453.699219	155.8595598	-1.6525858
1453.798828	155.7995081	-1.6512837
1453.898438	155.7362527	-1.6499619
1453.998047	155.6824446	-1.6487149
1454.097657	155.6176096	-1.647355
1454.197266	155.5606872	-1.6461213
1454.296875	155.5014402	-1.6447856
1454.396485	155.4403454	-1.6435077
1454.496094	155.3779542	-1.642207
1454.595703	155.3166658	-1.6408825
1454.695313	155.2629322	-1.6396159
1454.794922	155.2020013	-1.638345
1454.894532	155.1425606	-1.6370395
1454.994141	155.0824493	-1.635716
1455.09375	155.0242156	-1.6344148
1455.19336	154.9600214	-1.6331059
1455.292969	154.9053937	-1.6318615
1455.392578	154.8410654	-1.6305308
1455.492188	154.7790766	-1.6292692
1455.591797	154.724896	-1.6279047
1455.691407	154.6637565	-1.6266366
1455.791016	154.6037346	-1.6253266
1455.890625	154.5437872	-1.624057
1455.990235	154.4800997	-1.6227366
1456.089844	154.4263363	-1.6214666
1456.189453	154.366076	-1.6201643
1456.289063	154.3065757	-1.6188913
1456.388672	154.2437226	-1.6175849
1456.488282	154.1814506	-1.6162793
1456.587891	154.1231275	-1.6149878
1456.6875	154.0692449	-1.6137184
1456.78711	154.0012211	-1.6123829
1456.886719	153.9429575	-1.611063
1456.986328	153.8891941	-1.6097674
1457.085938	153.8225263	-1.6085253
1457.185547	153.7686288	-1.6072325
1457.285157	153.7079513	-1.6058811
1457.384766	153.647244	-1.6045808
1457.484375	153.5859108	-1.6032956
1457.583985	153.5307318	-1.6019988
1457.683594	153.4672678	-1.6007402
1457.783203	153.4103155	-1.5994062
1457.882813	153.3456892	-1.598104
1457.982422	153.2903463	-1.5968043
1458.082032	153.2286257	-1.5955282
1458.181641	153.1662792	-1.594218
1458.28125	153.1075686	-1.5929214
1458.38086	153.0535221	-1.5916332
1458.480469	152.9903114	-1.5903413
1458.580078	152.9317498	-1.5890573
1458.679688	152.8701335	-1.5877311
1458.779297	152.8099924	-1.5864597
1458.878907	152.7512968	-1.5851829
1458.978516	152.6892632	-1.583844
1459.078125	152.6393592	-1.5825835
1459.177735	152.5707394	-1.58126
1459.277344	152.509436	-1.5799688
1459.376953	152.4494588	-1.57867
1459.476563	152.3915231	-1.5773919
1459.576172	152.3331255	-1.5760796
1459.675782	152.2716582	-1.5747863
1459.775391	152.2108614	-1.5735164
1459.875	152.1564722	-1.5722033
1459.97461	152.0921886	-1.5709053
1460.074219	152.0282924	-1.5695799
1460.173828	151.973173	-1.568315
1460.273438	151.913628	-1.567001
1460.373047	151.8553942	-1.5657001
1460.472657	151.7935097	-1.5644011
1460.572266	151.7365575	-1.5631413
1460.671875	151.6756564	-1.5618356
1460.771485	151.6184211	-1.5605117
1460.871094	151.5535712	-1.5592397
1460.970703	151.4935195	-1.5579622
1461.070313	151.4395773	-1.5566305
1461.169922	151.3739526	-1.5553375
1461.269532	151.3121128	-1.5540289
1461.369141	151.2556374	-1.5527317
1461.46875	151.1953473	-1.5514649
1461.56836	151.1371434	-1.5501632
1461.667969	151.0814726	-1.5488623
1461.767578	151.018545	-1.5475165
1461.867188	150.9597898	-1.5462643
1461.966797	150.9007663	-1.5449968
1462.066407	150.8362144	-1.5436297
1462.166016	150.7778466	-1.5423571
1462.265625	150.7225186	-1.5410682
1462.365235	150.6584883	-1.5397664
1462.464844	150.5978554	-1.5385107
1462.564453	150.5386084	-1.5371535
1462.664063	150.481835	-1.5358956
1462.763672	150.4234821	-1.5345937
1462.863282	150.3633112	-1.5333149
1462.962891	150.2996236	-1.5319964
1463.0625	150.2382159	-1.5306827
1463.16211	150.1826793	-1.529384
1463.261719	150.1203924	-1.5281199
1463.361328	150.0599086	-1.5268446
1463.460938	150.0020176	-1.5255314
1463.560547	149.9425769	-1.5242416
1463.660157	149.8862207	-1.5229211
1463.759766	149.8193592	-1.5216384
1463.859375	149.7636139	-1.5203608
1463.958985	149.7016251	-1.5190672
1464.058594	149.6400088	-1.5177335
1464.158203	149.5822668	-1.5164564
1464.257813	149.5199651	-1.5151573
1464.357422	149.4612992	-1.5138273
1464.457032	149.3973583	-1.5125539
1464.556641	149.3441015	-1.5112727
1464.65625	149.2843777	-1.5099794
1464.75586	149.2276341	-1.5086939
1464.855469	149.1685808	-1.5073951
1464.955078	149.1025239	-1.5060614
1465.054688	149.0405798	-1.5047831
1465.154297	148.9882171	-1.5034367
1465.253907	148.927182	-1.5022112
1465.353516	148.8672197	-1.5009078
1465.453125	148.8031298	-1.499609
1465.552735	148.7469226	-1.4982626
1465.652344	148.6895531	-1.4969758
1465.751953	148.625955	-1.4956828
1465.851563	148.5703439	-1.4944151
1465.951172	148.5091299	-1.4930936
1466.050782	148.4478861	-1.4918036
1466.150391	148.3882517	-1.4904865
1466.25	148.3250856	-1.489243
1466.34961	148.2656002	-1.4879199
1466.449219	148.2107639	-1.4866142
1466.548828	148.1449306	-1.4853346
1466.648438	148.0902582	-1.4840429
1466.748047	148.0278522	-1.482766
1466.847657	147.9676962	-1.4814571
1466.947266	147.9076743	-1.4801339
1467.046875	147.8448063	-1.4788625
1467.146485	147.7908045	-1.4775801
1467.246094	147.7238834	-1.4762334
1467.345703	147.6695836	-1.4749621
1467.445313	147.6103216	-1.4736943
1467.544922	147.5504339	-1.472397
1467.644532	147.4863589	-1.4710708
1467.744141	147.4367529	-1.4698135
1467.84375	147.3763287	-1.4684946
1467.94336	147.313565	-1.4671934
1468.042969	147.2502798	-1.4658925
1468.142578	147.1914351	-1.4646187
1468.242188	147.1326947	-1.4633131
1468.341797	147.077173	-1.4619803
1468.441407	147.0167786	-1.4607041
1468.541016	146.956712	-1.4594104
1468.640625	146.9038129	-1.4581139
1468.740235	146.832794	-1.4568462
1468.839844	146.7794925	-1.4555014
1468.939453	146.7141807	-1.4542133
1469.039063	146.6538459	-1.4529338
1469.138672	146.5983391	-1.4516358
1469.238282	146.5364546	-1.4503525
1469.337891	146.4782208	-1.4490059
1469.4375	146.4152932	-1.4477041
1469.53711	146.358341	-1.4464614
1469.636719	146.2974697	-1.4451632
1469.736328	146.2370753	-1.4438842
1469.835938	146.173805	-1.4425648
1469.935547	146.1171806	-1.4412665
1470.035157	146.0558474	-1.4399953
1470.134766	145.9967196	-1.4386623
1470.234375	145.9344327	-1.437375
1470.333985	145.8776742	-1.4360939
1470.433594	145.8135247	-1.4348073
1470.533203	145.7598507	-1.4334941
1470.632813	145.6959546	-1.4321963
1470.732422	145.6374377	-1.4308819
1470.832032	145.5789059	-1.4295924
1470.931641	145.5187201	-1.4283228
1471.03125	145.4632729	-1.4270391
1471.13086	145.4025656	-1.4256911
1471.230469	145.3375667	-1.4244126
1471.330078	145.2767998	-1.4231259
1471.429688	145.2192962	-1.421862
1471.529297	145.1672167	-1.4205461
1471.628907	145.1026499	-1.4192665
1471.728516	145.0423151	-1.4179097
1471.828125	144.9847519	-1.4166312
1471.927735	144.9178755	-1.4153485
1472.027344	144.8589712	-1.4140618
1472.126953	144.7977126	-1.41277
1472.226563	144.7388679	-1.4114804
1472.326172	144.683674	-1.4101681
1472.425782	144.6245015	-1.4088934
1472.525391	144.5648521	-1.4075701
1472.625	144.5005536	-1.4062972
1472.72461	144.4465369	-1.4049985
1472.824219	144.3807483	-1.4036446
1472.923828	144.3207264	-1.4023628
1473.023438	144.2650557	-1.4011257
1473.123047	144.2071348	-1.3997944
1473.222657	144.1438943	-1.3985223
1473.322266	144.0851092	-1.3972045
1473.421875	144.0267414	-1.3959135
1473.521485	143.9655125	-1.3946425
1473.621094	143.9044029	-1.3933429
1473.720703	143.8458115	-1.3920185
1473.820313	143.7853724	-1.3907258
1473.919922	143.7253207	-1.3894549
1474.019532	143.6640322	-1.3881145
1474.119141	143.6099261	-1.3868474
1474.21875	143.54752	-1.3855447
1474.31836	143.4879154	-1.3842504
1474.417969	143.431589	-1.382946
1474.517578	143.3635056	-1.381641
1474.617188	143.3056593	-1.380325
1474.716797	143.2490051	-1.379076
1474.816407	143.1922466	-1.3777712
1474.916016	143.1279033	-1.3764705
1475.015625	143.0687159	-1.3751676
1475.115235	143.011719	-1.3738897
1475.214844	142.9497749	-1.3725713
1475.314453	142.8960264	-1.3712894
1475.414063	142.8245306	-1.369996
1475.513672	142.7689195	-1.3687182
1475.613282	142.7081823	-1.3673944
1475.712891	142.6519752	-1.3661611
1475.8125	142.5928622	-1.3647862
1475.91211	142.5283849	-1.3634855
1476.011719	142.4699575	-1.3621732
1476.111328	142.4113065	-1.3609212
1476.210938	142.3505247	-1.3596444
1476.310547	142.2909051	-1.3583305
1476.410157	142.2338635	-1.3570431
1476.509766	142.171979	-1.3557707
1476.609375	142.107442	-1.3544157
1476.708985	142.0552731	-1.3531211
1476.808594	141.9927478	-1.351819
1476.908203	141.9309527	-1.3505699
1477.007813	141.8703794	-1.3492408
1477.107422	141.8139637	-1.3479685
1477.207032	141.7550296	-1.3466674
1477.306641	141.6951716	-1.345368
1477.40625	141.6295469	-1.3440675
1477.50586	141.5764987	-1.3427443
1477.605469	141.5123045	-1.3414717
1477.705078	141.4508224	-1.3401821
1477.804688	141.3927227	-1.3388934
1477.904297	141.3279474	-1.3376152
1478.003907	141.2743777	-1.3362436
1478.103516	141.2168592	-1.3349672
1478.203125	141.1567628	-1.3336984
1478.302735	141.0966367	-1.3324308
1478.402344	141.035378	-1.3311087
1478.501953	140.9771591	-1.3297877
1478.601563	140.9154534	-1.3284945
1478.701172	140.8564597	-1.3272075
1478.800782	140.7978535	-1.3259126
1478.900391	140.7361478	-1.3246181
1479	140.6759471	-1.323319
1479.09961	140.6216621	-1.322031
1479.199219	140.5577362	-1.3207304
1479.298828	140.4996216	-1.3194238
1479.398438	140.4368877	-1.3181539
1479.498047	140.3823942	-1.3168546
1479.597657	140.3200179	-1.3155425
1479.697266	140.2599514	-1.3142552
1479.796875	140.1965767	-1.3129346
1479.896485	140.1419491	-1.3116236
1479.996094	140.0766969	-1.3103516
1480.095703	140.0181055	-1.3090729
1480.195313	139.9614066	-1.3077522
1480.294922	139.896974	-1.3064794
1480.394532	139.8410797	-1.3051903
1480.494141	139.7827864	-1.3038786
1480.59375	139.7204846	-1.30259
1480.69336	139.6626979	-1.3012828
1480.792969	139.6013647	-1.3000087
1480.892578	139.5404488	-1.2987131
1480.992188	139.4822001	-1.2974075
1481.091797	139.4257098	-1.2961056
1481.191407	139.3649727	-1.294833
1481.291016	139.303118	-1.2935084
1481.390625	139.2423958	-1.2922031
1481.490235	139.1873658	-1.290899
1481.589844	139.1205043	-1.289639
1481.689453	139.0654147	-1.2883365
1481.789063	139.0096545	-1.2870293
1481.888672	138.9434338	-1.2857259
1481.988282	138.8849765	-1.2844217
1482.087891	138.8260275	-1.2831468
1482.1875	138.7651712	-1.2818367
1482.28711	138.7012601	-1.2805438
1482.386719	138.642922	-1.2792628
1482.486328	138.5872215	-1.2779882
1482.585938	138.5280192	-1.2766997
1482.685547	138.4643912	-1.2753403
1482.785157	138.4081095	-1.2740656
1482.884766	138.3497566	-1.2727863
1482.984375	138.2892579	-1.2714954
1483.083985	138.224557	-1.2701838
1483.183594	138.1653547	-1.2688824
1483.283203	138.1082088	-1.2675948
1483.382813	138.0452812	-1.2662932
1483.482422	137.985602	-1.2650244
1483.582032	137.9257739	-1.2637033
1483.681641	137.8680617	-1.2624343
1483.78125	137.8081441	-1.261115
1483.88086	137.7478242	-1.259798
1483.980469	137.6878917	-1.2585557
1484.080078	137.6319677	-1.2572217
1484.179688	137.5696063	-1.2559167
1484.279297	137.5091821	-1.254617
1484.378907	137.449652	-1.2533258
1484.478516	137.3894513	-1.2520392
1484.578125	137.3280436	-1.2507474
1484.677735	137.2693628	-1.2494454
1484.777344	137.2106969	-1.2481349
1484.876953	137.1500492	-1.2468482
1484.976563	137.0909363	-1.2455787
1485.076172	137.0328069	-1.2442672
1485.175782	136.976108	-1.2429461
1485.275391	136.9137466	-1.2416511
1485.375	136.8553042	-1.2403761
1485.47461	136.7850006	-1.2390733
1485.574219	136.7334872	-1.2378072
1485.673828	136.6744339	-1.2364742
1485.773438	136.6139352	-1.2351724
1485.873047	136.5549713	-1.2339189
1485.972657	136.49638	-1.2326517
1486.072266	136.4341378	-1.231301
1486.171875	136.3745779	-1.2300078
1486.271485	136.3112032	-1.2287251
1486.371094	136.2536252	-1.2273979
1486.470703	136.1934543	-1.2261466
1486.570313	136.1357719	-1.2248025
1486.669922	136.0742301	-1.2235027
1486.769532	136.0148042	-1.2222561
1486.869141	135.9593868	-1.2209329
1486.96875	135.8914226	-1.219634
1487.06836	135.8330846	-1.2183531
1487.167969	135.7772499	-1.2170618
1487.267578	135.7139647	-1.2157506
