Time[sec]	Top_Inplane_Disp[mm]	Top_Inplane_Rotation[rad]
4078.351172	285.5399847	-1.3162952
4078.451172	285.4676843	-1.3149582
4078.551172	285.3966057	-1.3135859
4078.651172	285.3292525	-1.3122389
4078.751172	285.2554321	-1.3109461
4078.851172	285.1880193	-1.3096097
4078.951172	285.1191759	-1.308247
4079.051172	285.0470245	-1.3069056
4079.151172	284.9767208	-1.3055585
4079.251172	284.9102914	-1.3041836
4079.351172	284.8437428	-1.3028829
4079.451172	284.771502	-1.3015039
4079.551172	284.7002447	-1.3001685
4079.651172	284.6280038	-1.2988085
4079.751172	284.5570743	-1.2974623
4079.851172	284.489423	-1.2961094
4079.951172	284.4255865	-1.2947962
4080.051172	284.3479812	-1.2934337
4080.151172	284.2841446	-1.2921
4080.251172	284.2118144	-1.2907343
4080.351172	284.1424048	-1.2893967
4080.451172	284.0791643	-1.2880508
4080.551172	284.001559	-1.2866948
4080.651172	283.9287519	-1.2853822
4080.751172	283.8623226	-1.2840334
4080.851172	283.795476	-1.2826564
4080.951172	283.7218344	-1.2813471
4081.051172	283.6456895	-1.2799925
4081.151172	283.5773826	-1.2786379
4081.251172	283.5141718	-1.2772923
4081.351172	283.4419906	-1.2759644
4081.451172	283.3725512	-1.2746037
4081.551172	283.3032608	-1.2732578
4081.651172	283.2319438	-1.2719269
4081.751172	283.1671536	-1.2705489
4081.851172	283.0961943	-1.269219
4081.951172	283.0266654	-1.2678729
4082.051172	282.959044	-1.2665351
4082.151172	282.8859091	-1.2651936
4082.251172	282.8160226	-1.2638119
4082.351172	282.7470601	-1.2624917
4082.451172	282.6718986	-1.2611229
4082.551172	282.6051116	-1.259779
4082.651172	282.5348675	-1.2584637
4082.751172	282.4629843	-1.2570739
4082.851172	282.3980451	-1.2557512
4082.951172	282.32342	-1.2544243
4083.051172	282.2586596	-1.2531
4083.151172	282.1897566	-1.2517713
4083.251172	282.1176052	-1.2503776
4083.351172	282.0467949	-1.2490405
4083.451172	281.97366	-1.2476878
4083.551172	281.9105387	-1.2463423
4083.651172	281.8389833	-1.2449927
4083.751172	281.7632854	-1.2436373
4083.851172	281.6987932	-1.2423368
4083.951172	281.6236317	-1.2409836
4084.051172	281.5571427	-1.2396043
4084.151172	281.4904749	-1.2382769
4084.251172	281.4216614	-1.2369255
4084.351172	281.3470364	-1.2355503
4084.451172	281.2785804	-1.2342478
4084.551172	281.2102437	-1.2329022
4084.651172	281.1411321	-1.2315385
4084.751172	281.0710669	-1.2301982
4084.851172	281.0006738	-1.2288275
4084.951172	280.9333503	-1.227512
4085.051172	280.8657885	-1.2261746
4085.151172	280.7890177	-1.2247815
4085.251172	280.7238996	-1.2234533
4085.351172	280.6527317	-1.2221281
4085.451172	280.5814147	-1.220774
4085.551172	280.51579	-1.2194226
4085.651172	280.4427445	-1.2180863
4085.751172	280.3764939	-1.216748
4085.851172	280.303508	-1.2153766
4085.951172	280.2279294	-1.2140502
4086.051172	280.164063	-1.2127037
4086.151172	280.09516	-1.2113528
4086.251172	280.0258398	-1.2100244
4086.351172	279.9555063	-1.2086506
4086.451172	279.884845	-1.2073441
4086.551172	279.8160613	-1.2059852
4086.651172	279.7474265	-1.2046064
4086.751172	279.6763778	-1.203262
4086.851172	279.6076238	-1.2019603
4086.951172	279.5342803	-1.2005905
4087.051172	279.468745	-1.1992376
4087.151172	279.3933451	-1.1978811
4087.251172	279.327333	-1.19657
4087.351172	279.2586386	-1.1952536
4087.451172	279.1856527	-1.1938258
4087.551172	279.1143656	-1.1925203
4087.651172	279.0453434	-1.1912028
4087.751172	278.9808214	-1.1898187
4087.851172	278.9092958	-1.1884972
4087.951172	278.8403332	-1.187133
4088.051172	278.7692249	-1.185793
4088.151172	278.6997557	-1.1844666
4088.251172	278.6324024	-1.1830897
4088.351172	278.5578072	-1.1817444
4088.451172	278.4871757	-1.18044
4088.551172	278.4156799	-1.1790627
4088.651172	278.3481777	-1.1776977
4088.751172	278.2802284	-1.1763936
4088.851172	278.2064676	-1.1750788
4088.951172	278.1399488	-1.1736989
4089.051172	278.0701816	-1.1723503
4089.151172	277.9974937	-1.1710154
4089.251172	277.9301405	-1.1696956
4089.351172	277.8593302	-1.1682906
4089.451172	277.7950466	-1.1669714
4089.551172	277.7171731	-1.1656172
4089.651172	277.6522934	-1.1642734
4089.751172	277.5822878	-1.1629122
4089.851172	277.5112391	-1.1615978
4089.951172	277.4398923	-1.1602588
4090.051172	277.3747742	-1.1588864
4090.151172	277.3010433	-1.1575475
4090.251172	277.2306204	-1.1561833
4090.351172	277.1636546	-1.154879
4090.451172	277.0905495	-1.1535366
4090.551172	277.0222425	-1.1521652
4090.651172	276.9571543	-1.15084
4090.751172	276.8855095	-1.1494981
4090.851172	276.8146694	-1.1481814
4090.951172	276.7481208	-1.1468029
4091.051172	276.67588	-1.1454318
4091.151172	276.6049802	-1.1441118
4091.251172	276.5369713	-1.1427309
4091.351172	276.4662206	-1.1413763
4091.451172	276.3972282	-1.1401037
4091.551172	276.3283551	-1.138694
4091.651172	276.2584984	-1.1373769
4091.751172	276.1860788	-1.1360267
4091.851172	276.1164606	-1.1346762
4091.951172	276.0481834	-1.1333418
4092.051172	275.9701908	-1.1320068
4092.151172	275.9072781	-1.130664
4092.251172	275.8351862	-1.1292947
4092.351172	275.7674754	-1.1279703
4092.451172	275.6996453	-1.1265872
4092.551172	275.62958	-1.1252871
4092.651172	275.5560577	-1.1239052
4092.751172	275.4950225	-1.1225974
4092.851172	275.4213512	-1.1212683
4092.951172	275.3523886	-1.1198934
4093.051172	275.2812207	-1.1185907
4093.151172	275.2096653	-1.1171883
4093.251172	275.1424611	-1.1158458
4093.351172	275.0685215	-1.1145035
4093.451172	275.0034034	-1.1131714
4093.551172	274.9317586	-1.1118132
4093.651172	274.8674452	-1.1105199
4093.751172	274.7963071	-1.109154
4093.851172	274.7235894	-1.1078181
4093.951172	274.6528685	-1.1064198
4094.051172	274.5836675	-1.105089
4094.151172	274.5117545	-1.1037626
4094.251172	274.4440436	-1.1024248
4094.351172	274.376899	-1.101062
4094.451172	274.3066549	-1.0997241
4094.551172	274.2338181	-1.0983997
4094.651172	274.1603553	-1.097039
4094.751172	274.0932405	-1.0956755
4094.851172	274.0263343	-1.0943531
4094.951172	273.9545405	-1.0929676
4095.051172	273.8840282	-1.0916611
4095.151172	273.819834	-1.090324
4095.251172	273.7450302	-1.0889571
4095.351172	273.6807168	-1.0876522
4095.451172	273.6044824	-1.0862755
4095.551172	273.5403478	-1.0849039
4095.651172	273.4656334	-1.0835767
4095.751172	273.3965516	-1.0822671
4095.851172	273.3221948	-1.0808616
4095.951172	273.2560933	-1.079558
4096.051172	273.1852233	-1.07821
4096.151172	273.1183171	-1.0768728
4096.251172	273.0485499	-1.0755376
4096.351172	272.9793191	-1.074191
4096.451172	272.9116678	-1.0728266
4096.551172	272.8416026	-1.0715079
4096.651172	272.7760375	-1.0701521
4096.751172	272.7044821	-1.0687958
4096.851172	272.6269364	-1.06746
4096.951172	272.5638747	-1.0661083
4097.051172	272.4888623	-1.0647713
4097.151172	272.4217772	-1.0634629
4097.251172	272.3506987	-1.062085
4097.351172	272.2843885	-1.060722
4097.451172	272.2106576	-1.0593769
4097.551172	272.146374	-1.0580441
4097.651172	272.075206	-1.0566764
4097.751172	272.0017135	-1.0553681
4097.851172	271.9369531	-1.053987
4097.951172	271.8622684	-1.0526665
4098.051172	271.7984021	-1.0513438
4098.151172	271.7211843	-1.0499993
4098.251172	271.6585696	-1.0486179
4098.351172	271.5853155	-1.0472777
4098.451172	271.5153098	-1.0459371
4098.551172	271.4462876	-1.0446215
4098.651172	271.3766694	-1.0432484
4098.751172	271.3046968	-1.0419049
4098.851172	271.2395191	-1.0406084
4098.951172	271.1711824	-1.0392133
4099.051172	271.0922062	-1.0378599
4099.151172	271.0296214	-1.0365063
4099.251172	270.953089	-1.0352007
4099.351172	270.8900869	-1.0338447
4099.451172	270.8215117	-1.0325016
4099.551172	270.7441747	-1.0311409
4099.651172	270.6808746	-1.0298445
4099.751172	270.6084549	-1.028488
4099.851172	270.5376744	-1.0271079
4099.951172	270.4693973	-1.0257755
4100.051172	270.3959346	-1.0244487
4100.151172	270.3270614	-1.0230553
4100.251172	270.2600062	-1.0217528
4100.351172	270.188719	-1.0203812
4100.451172	270.1222599	-1.0190679
4100.551172	270.0503469	-1.0177041
4100.651172	269.9774504	-1.0163678
4100.751172	269.9137032	-1.0150488
4100.851172	269.8401809	-1.0136886
4100.951172	269.7717249	-1.0123007
4101.051172	269.7049379	-1.010981
4101.151172	269.6307302	-1.0096597
4101.251172	269.5626616	-1.0082885
4101.351172	269.4914043	-1.0069625
4101.451172	269.4246471	-1.0056011
4101.551172	269.3554163	-1.0042329
4101.651172	269.2842185	-1.0029328
4101.751172	269.2183256	-1.0015525
4101.851172	269.1408992	-1.0002464
4101.951172	269.0752447	-0.9988762
4102.051172	269.0069675	-0.9975707
4102.151172	268.9359188	-0.9962076
4102.251172	268.8683569	-0.9948599
4102.351172	268.7936723	-0.9935024
4102.451172	268.7260807	-0.9921627
4102.551172	268.653512	-0.9908396
4102.651172	268.5902417	-0.9894924
4102.751172	268.5167193	-0.9881542
4102.851172	268.446207	-0.9868336
4102.951172	268.3751583	-0.9854666
4103.051172	268.3083415	-0.9840983
4103.151172	268.2348192	-0.9827851
4103.251172	268.1669593	-0.9814126
4103.351172	268.1021094	-0.9800802
4103.451172	268.0273652	-0.9787243
4103.551172	267.9586411	-0.9773773
4103.651172	267.8901553	-0.9760009
4103.751172	267.8156495	-0.9746481
4103.851172	267.7506208	-0.9733753
4103.951172	267.6839828	-0.9719968
4104.051172	267.6118612	-0.9706288
4104.151172	267.5400078	-0.9693195
4104.251172	267.4699426	-0.9679954
4104.351172	267.4013376	-0.9666291
4104.451172	267.3325837	-0.9652791
4104.551172	267.2589421	-0.963923
4104.651172	267.1861053	-0.9626018
4104.751172	267.1195269	-0.9612388
4104.851172	267.0524418	-0.9599198
4104.951172	266.9866085	-0.9585518
4105.051172	266.9144571	-0.9571989
4105.151172	266.8420374	-0.9558435
4105.251172	266.7688727	-0.954557
4105.351172	266.7061985	-0.9531651
4105.451172	266.636163	-0.9518472
4105.551172	266.5620446	-0.9504656
4105.651172	266.4978504	-0.949152
4105.751172	266.4259672	-0.9478331
4105.851172	266.3578391	-0.9464776
4105.951172	266.2841678	-0.9451168
4106.051172	266.218096	-0.9437956
4106.151172	266.1450505	-0.9424328
4106.251172	266.0757899	-0.9410646
4106.351172	266.0063803	-0.9397265
4106.451172	265.9368515	-0.938396
4106.551172	265.8668458	-0.9370469
4106.651172	265.7990754	-0.9357117
4106.751172	265.7296956	-0.9343739
4106.851172	265.6590939	-0.9330353
4106.951172	265.589118	-0.9316973
4107.051172	265.5212581	-0.930358
4107.151172	265.4465437	-0.9289556
4107.251172	265.3823197	-0.9276469
4107.351172	265.3109431	-0.9263112
4107.451172	265.2421892	-0.9249529
4107.551172	265.1694417	-0.9236376
4107.651172	265.1025057	-0.9222376
4107.751172	265.0316656	-0.9209105
4107.851172	264.9632692	-0.9196147
4107.951172	264.891237	-0.9182198
4108.051172	264.8217678	-0.9168755
4108.151172	264.7512853	-0.9155753
4108.251172	264.6819353	-0.9142259
4108.351172	264.6188736	-0.9128688
4108.451172	264.539212	-0.9115006
4108.551172	264.4732594	-0.9102014
4108.651172	264.4014359	-0.9088245
4108.751172	264.3347681	-0.9075092
4108.851172	264.262557	-0.9061175
4108.951172	264.1874254	-0.9047818
4109.051172	264.1236484	-0.9034701
4109.151172	264.054209	-0.9021225
4109.251172	263.9777958	-0.9007299
4109.351172	263.9160156	-0.8994486
4109.451172	263.8480663	-0.8980577
4109.551172	263.774991	-0.8967546
4109.651172	263.7046576	-0.8953722
4109.751172	263.6312246	-0.8940706
4109.851172	263.5641694	-0.8927076
4109.951172	263.4948492	-0.89136
4110.051172	263.4241581	-0.8900226
4110.151172	263.3537054	-0.8886865
4110.251172	263.2863224	-0.8873045
4110.351172	263.2142901	-0.8860057
4110.451172	263.1450593	-0.8846168
4110.551172	263.0741	-0.883342
4110.651172	263.0080283	-0.8819617
4110.751172	262.9401088	-0.8806024
4110.851172	262.8712952	-0.8792756
4110.951172	262.798965	-0.8779417
4111.051172	262.7287507	-0.8765967
4111.151172	262.6546323	-0.8752314
4111.251172	262.5931203	-0.8739312
4111.351172	262.5194788	-0.8725453
4111.451172	262.4455094	-0.8712014
4111.551172	262.3810768	-0.8698445
4111.651172	262.3102665	-0.8685333
4111.751172	262.2402906	-0.8671577
4111.851172	262.1655762	-0.8658246
4111.951172	262.1005774	-0.8645012
4112.051172	262.0336115	-0.8631424
4112.151172	261.9657815	-0.8618197
4112.251172	261.8963122	-0.8604491
4112.351172	261.8259192	-0.8591135
4112.451172	261.7509663	-0.8577668
4112.551172	261.6817951	-0.8564316
4112.651172	261.6179883	-0.8550856
4112.751172	261.5452409	-0.8537283
4112.851172	261.4708245	-0.8524344
4112.951172	261.4020705	-0.8510593
4113.051172	261.3369226	-0.8496989
4113.151172	261.2664998	-0.8483772
4113.251172	261.1960471	-0.846993
4113.351172	261.1224353	-0.8456907
4113.451172	261.0594928	-0.8443062
4113.551172	260.987848	-0.8429568
4113.651172	260.9126568	-0.8416559
4113.751172	260.8501315	-0.840269
4113.851172	260.774076	-0.838936
4113.951172	260.7074678	-0.8376147
4114.051172	260.6373429	-0.8362744
4114.151172	260.5676055	-0.8349255
4114.251172	260.4964972	-0.8335681
4114.351172	260.430187	-0.8322447
4114.451172	260.3574097	-0.8309152
4114.551172	260.2888942	-0.8295432
4114.651172	260.2206171	-0.8281742
4114.751172	260.1467669	-0.826851
4114.851172	260.0797713	-0.825457
4114.951172	260.0054145	-0.8241712
4115.051172	259.9374056	-0.822855
4115.151172	259.8704994	-0.8214962
4115.251172	259.8016262	-0.8201619
4115.351172	259.7305179	-0.818847
4115.451172	259.6605122	-0.8174628
4115.551172	259.5861256	-0.8161147
4115.651172	259.5183253	-0.8148006
4115.751172	259.4446838	-0.8134364
4115.851172	259.3813837	-0.8120671
4115.951172	259.3095601	-0.8107003
4116.051172	259.239614	-0.8093841
4116.151172	259.1658831	-0.8080289
4116.251172	259.0955496	-0.8066801
4116.351172	259.0350509	-0.8053809
4116.451172	258.967936	-0.8040101
4116.551172	258.8905692	-0.8026709
4116.651172	258.818835	-0.8013238
4116.751172	258.7510645	-0.7999357
4116.851172	258.6820722	-0.7986212
4116.951172	258.6122751	-0.7973057
4117.051172	258.5428655	-0.7959244
4117.151172	258.4785223	-0.7946155
4117.251172	258.4027052	-0.7932482
4117.351172	258.3311498	-0.7919312
4117.451172	258.2666278	-0.7905745
4117.551172	258.1955492	-0.7892517
4117.651172	258.1278086	-0.7879185
4117.751172	258.053571	-0.7865248
4117.851172	257.9875886	-0.7852091
4117.951172	257.9203844	-0.7838615
4118.051172	257.8465044	-0.7825163
4118.151172	257.7731311	-0.7811657
4118.251172	257.7099204	-0.7798051
4118.351172	257.6306462	-0.7784999
4118.451172	257.5677633	-0.7771642
4118.551172	257.4980259	-0.7757708
4118.651172	257.42805	-0.7744276
4118.751172	257.3581636	-0.7731087
4118.851172	257.2870851	-0.771747
4118.951172	257.2155595	-0.770411
4119.051172	257.1482956	-0.769061
4119.151172	257.0831478	-0.7677336
4119.251172	257.0081949	-0.7663963
4119.351172	256.9394112	-0.7650026
4119.451172	256.872952	-0.7637024
4119.551172	256.8000257	-0.7623569
4119.651172	256.7331791	-0.7609974
4119.751172	256.6584945	-0.7595829
4119.851172	256.5946579	-0.7583087
4119.951172	256.5204203	-0.7569868
4120.051172	256.4517558	-0.7556009
4120.151172	256.3823164	-0.7542896
4120.251172	256.3118339	-0.7529306
4120.351172	256.2434673	-0.7515904
4120.451172	256.1728656	-0.7502554
4120.551172	256.1043501	-0.7488895
4120.651172	256.0357749	-0.7475464
4120.751172	255.9673488	-0.746197
4120.851172	255.8954954	-0.7448602
4120.951172	255.8242977	-0.7435134
4121.051172	255.7587326	-0.7421633
4121.151172	255.6855381	-0.7408599
4121.251172	255.6118965	-0.739505
4121.351172	255.5469871	-0.7381294
4121.451172	255.4732263	-0.7368189
4121.551172	255.4034591	-0.7354717
4121.651172	255.3398311	-0.734106
4121.751172	255.2675903	-0.7327929
4121.851172	255.1944554	-0.7314289
4121.951172	255.1279366	-0.7300354
4122.051172	255.0560236	-0.7287499
4122.151172	254.992187	-0.7274044
4122.251172	254.9165189	-0.7260639
4122.351172	254.8428178	-0.7246964
4122.451172	254.7786534	-0.7233733
4122.551172	254.7082305	-0.7219746
4122.651172	254.6358705	-0.7206493
4122.751172	254.5734048	-0.7193226
4122.851172	254.5002103	-0.7179953
4122.951172	254.4332147	-0.716633
4123.051172	254.3571889	-0.7152874
4123.151172	254.2848289	-0.7139489
4123.251172	254.2207837	-0.7126144
4123.351172	254.1502714	-0.7112524
4123.451172	254.080385	-0.7099326
4123.551172	254.0108562	-0.7086023
4123.651172	253.945291	-0.7072309
4123.751172	253.8705468	-0.7059199
4123.851172	253.8047135	-0.7045403
4123.951172	253.7377477	-0.7031878
4124.051172	253.6619902	-0.7018491
4124.151172	253.5968125	-0.7005179
4124.251172	253.52332	-0.699148
4124.351172	253.4582019	-0.6978114
4124.451172	253.3841133	-0.6964832
4124.551172	253.3138394	-0.6951039
4124.651172	253.244251	-0.6937751
4124.751172	253.1769574	-0.6924543
4124.851172	253.1017363	-0.6911237
4124.951172	253.0367672	-0.6897559
4125.051172	252.9668808	-0.6884164
4125.151172	252.8944016	-0.6870678
4125.251172	252.8230548	-0.6857438
4125.351172	252.7545691	-0.6844067
4125.451172	252.6907623	-0.6830329
4125.551172	252.6192367	-0.681673
4125.651172	252.5498569	-0.6803584
4125.751172	252.48155	-0.6789954
4125.851172	252.4077594	-0.6776014
4125.951172	252.3423433	-0.6762911
4126.051172	252.2707283	-0.6749293
4126.151172	252.196908	-0.6736148
4126.251172	252.1345019	-0.6722696
4126.351172	252.0629764	-0.670901
4126.451172	251.9908249	-0.6695953
4126.551172	251.9203126	-0.6682075
4126.651172	251.8530786	-0.6669049
4126.751172	251.7789006	-0.6655305
4126.851172	251.7137229	-0.664219
4126.951172	251.6463399	-0.6628285
4127.051172	251.5723407	-0.6615244
4127.151172	251.5027821	-0.6601493
4127.251172	251.4312863	-0.6588511
4127.351172	251.3609231	-0.6575081
4127.451172	251.2926757	-0.6561391
4127.551172	251.2290776	-0.654759
4127.651172	251.1487901	-0.6534676
4127.751172	251.0811687	-0.652127
4127.851172	251.014024	-0.6507351
4127.951172	250.9431839	-0.6494053
4128.051172	250.8755624	-0.6480528
4128.151172	250.8076131	-0.6466977
4128.251172	250.739783	-0.6453808
4128.351172	250.6687343	-0.6440747
4128.451172	250.5948544	-0.6426856
4128.551172	250.5270243	-0.6413431
4128.651172	250.4564226	-0.6400344
4128.751172	250.385493	-0.6386671
4128.851172	250.3185272	-0.6373055
4128.951172	250.2495348	-0.6359711
4129.051172	250.1820028	-0.6345404
4129.151172	250.1099408	-0.6332648
4129.251172	250.0384152	-0.6319275
4129.351172	249.9683052	-0.6305661
4129.451172	249.9020547	-0.6292462
4129.551172	249.8328239	-0.6278879
4129.651172	249.7632354	-0.6265287
4129.751172	249.6935278	-0.6252026
4129.851172	249.6237457	-0.6238763
4129.951172	249.5502979	-0.6225008
4130.051172	249.4825274	-0.6211962
4130.151172	249.4101077	-0.6198067
4130.251172	249.3436635	-0.6184999
4130.351172	249.2699027	-0.6171356
4130.451172	249.2025346	-0.6157945
4130.551172	249.1365671	-0.6144319
4130.651172	249.0621209	-0.6131213
4130.751172	248.9942461	-0.6117645
4130.851172	248.9205301	-0.6104105
4130.951172	248.854056	-0.6091124
4131.051172	248.7849295	-0.6077533
4131.151172	248.713389	-0.6064011
4131.251172	248.6432046	-0.6050362
4131.351172	248.572439	-0.6037352
4131.451172	248.5048324	-0.6023919
4131.551172	248.4320998	-0.6010154
4131.651172	248.3647764	-0.5996952
4131.751172	248.2946664	-0.5983272
4131.851172	248.2197732	-0.5969775
4131.951172	248.1570691	-0.5956537
4132.051172	248.0895072	-0.5943368
4132.151172	248.0191588	-0.5929473
4132.251172	247.9440421	-0.5916606
4132.351172	247.8780448	-0.5903011
4132.451172	247.8026301	-0.5889606
4132.551172	247.7324605	-0.5876007
4132.651172	247.6677001	-0.5862882
4132.751172	247.5961447	-0.5848957
4132.851172	247.5272566	-0.583547
4132.951172	247.4600524	-0.5822278
4133.051172	247.3919541	-0.5808977
4133.151172	247.3208159	-0.5795383
4133.251172	247.2496331	-0.5782419
4133.351172	247.1847981	-0.5768494
4133.451172	247.1105903	-0.5755126
4133.551172	247.0379323	-0.5741468
4133.651172	246.9717115	-0.5728437
4133.751172	246.9025105	-0.5714963
4133.851172	246.8328625	-0.570099
4133.951172	246.7679232	-0.5688223
4134.051172	246.6906607	-0.5674569
4134.151172	246.6204464	-0.5661058
4134.251172	246.5518862	-0.5647577
4134.351172	246.4829385	-0.5634144
4134.451172	246.4176714	-0.562056
4134.551172	246.3425398	-0.5607525
4134.651172	246.2689281	-0.5594338
4134.751172	246.2014705	-0.5580265
4134.851172	246.1340129	-0.5567245
4134.951172	246.0674793	-0.5553906
4135.051172	245.9902912	-0.5540037
4135.151172	245.9244728	-0.5526976
4135.251172	245.8549291	-0.5513184
4135.351172	245.7831353	-0.5499997
4135.451172	245.7166016	-0.5486447
4135.551172	245.6521392	-0.5473197
4135.651172	245.5749214	-0.5459516
4135.751172	245.5082834	-0.5446182
4135.851172	245.4376817	-0.5432501
4135.951172	245.362699	-0.5419205
4136.051172	245.2978343	-0.5405942
4136.151172	245.2286035	-0.5392378
4136.251172	245.1615185	-0.5378924
4136.351172	245.0900376	-0.5365242
4136.451172	245.0172305	-0.5351919
4136.551172	244.9506074	-0.5338922
4136.651172	244.8788732	-0.5324934
4136.751172	244.8082417	-0.5311519
4136.851172	244.7425425	-0.5298485
4136.951172	244.6703017	-0.5284809
4137.051172	244.592905	-0.5271473
4137.151172	244.5267737	-0.5258096
4137.251172	244.4648445	-0.5244639
4137.351172	244.3924695	-0.5230936
4137.451172	244.3238199	-0.5217871
4137.551172	244.2494482	-0.520454
4137.651172	244.1799045	-0.5190936
4137.751172	244.1081107	-0.5177375
4137.851172	244.0423071	-0.5163668
4137.951172	243.9750582	-0.5150334
4138.051172	243.9021617	-0.5137707
4138.151172	243.8336015	-0.512377
4138.251172	243.7633723	-0.5110355
4138.351172	243.696034	-0.509653
4138.451172	243.6256707	-0.5083379
4138.551172	243.5507923	-0.507036
4138.651172	243.4893101	-0.5056608
4138.751172	243.4140891	-0.5042624
4138.851172	243.3487922	-0.5029567
4138.951172	243.2735562	-0.5016015
4139.051172	243.2039231	-0.5003074
4139.151172	243.1361079	-0.4989441
4139.251172	243.0659384	-0.4975485
4139.351172	242.9945022	-0.4962426
4139.451172	242.9222763	-0.4949217
4139.551172	242.8579926	-0.4935758
4139.651172	242.789194	-0.4922027
4139.751172	242.7190989	-0.4908851
4139.851172	242.6471263	-0.4894967
4139.951172	242.5769418	-0.4881806
4140.051172	242.5024211	-0.486827
4140.151172	242.4398065	-0.4854946
4140.251172	242.3689663	-0.4841369
4140.351172	242.3010916	-0.4828202
4140.451172	242.2330678	-0.4814437
4140.551172	242.1655506	-0.480114
4140.651172	242.0905828	-0.4787715
4140.751172	242.020756	-0.4774248
4140.851172	241.9530898	-0.4760792
4140.951172	241.880998	-0.4747307
4141.051172	241.8124229	-0.4734173
4141.151172	241.7415231	-0.4720336
4141.251172	241.6706234	-0.4706606
4141.351172	241.598025	-0.4693556
4141.451172	241.5346056	-0.468037
4141.551172	241.4653003	-0.4666787
4141.651172	241.3877249	-0.4653124
4141.751172	241.321072	-0.4639754
4141.851172	241.2492484	-0.462649
4141.951172	241.1831468	-0.4612678
4142.051172	241.1152273	-0.4599474
4142.151172	241.0439998	-0.458638
4142.251172	240.9729511	-0.4572904
4142.351172	240.9002781	-0.4559708
4142.451172	240.8365607	-0.454591
4142.551172	240.7666147	-0.4532167
4142.651172	240.6975627	-0.4519037
4142.751172	240.6261414	-0.4505586
4142.851172	240.5534238	-0.4491786
4142.951172	240.4828072	-0.4478365
4143.051172	240.4152453	-0.446507
4143.151172	240.3498739	-0.4451777
4143.251172	240.2810901	-0.4438334
4143.351172	240.2101457	-0.4424611
4143.451172	240.1403487	-0.4411281
4143.551172	240.0652766	-0.4398263
4143.651172	240.0004715	-0.4384843
4143.751172	239.9317175	-0.4371151
4143.851172	239.856571	-0.4357453
4143.951172	239.7890985	-0.4344078
4144.051172	239.7195995	-0.4330658
4144.151172	239.6494001	-0.4317359
4144.251172	239.5813167	-0.4303898
4144.351172	239.5070642	-0.4290142
4144.451172	239.441514	-0.4276931
4144.551172	239.3666208	-0.4263495
4144.651172	239.2986119	-0.4250037
4144.751172	239.2319888	-0.4236877
4144.851172	239.1623259	-0.4223185
4144.951172	239.0945703	-0.4209723
4145.051172	239.0215993	-0.4196194
4145.151172	238.94687	-0.4183047
4145.251172	238.8813943	-0.4169723
4145.351172	238.8127446	-0.4155754
4145.451172	238.7447506	-0.4142525
4145.551172	238.6714518	-0.4128906
4145.651172	238.604039	-0.411573
4145.751172	238.5327965	-0.4102435
4145.851172	238.4632826	-0.4088834
4145.951172	238.3922189	-0.4075401
4146.051172	238.3263558	-0.4062132
4146.151172	238.2513136	-0.4048637
4146.251172	238.1913364	-0.403509
4146.351172	238.1155342	-0.4021683
4146.451172	238.0484045	-0.4008191
4146.551172	237.9763275	-0.3994849
4146.651172	237.9062325	-0.3981263
4146.751172	237.8354222	-0.3967908
4146.851172	237.7693504	-0.3954534
4146.951172	237.696901	-0.3941254
4147.051172	237.6218885	-0.3927487
4147.151172	237.5606149	-0.3914061
4147.251172	237.4874651	-0.3900516
4147.351172	237.4176681	-0.3887583
4147.451172	237.351343	-0.3873881
4147.551172	237.276718	-0.3860326
4147.651172	237.2082323	-0.3846601
4147.751172	237.1357679	-0.3833497
4147.851172	237.0674014	-0.3820049
4147.951172	236.9941622	-0.3806796
4148.051172	236.9289845	-0.3793398
4148.151172	236.8578464	-0.3780192
4148.251172	236.7885262	-0.3766313
4148.351172	236.7183715	-0.3752872
4148.451172	236.6505861	-0.373932
4148.551172	236.5799844	-0.3725924
4148.651172	236.5075648	-0.3712911
4148.751172	236.4442199	-0.369922
4148.851172	236.3731861	-0.3685627
4148.951172	236.2987697	-0.3672473
4149.051172	236.2318784	-0.3659256
4149.151172	236.1658067	-0.3645219
4149.251172	236.0943705	-0.3632292
4149.351172	236.0222042	-0.3618391
4149.451172	235.9512001	-0.3605239
4149.551172	235.8853221	-0.3591622
4149.651172	235.8128577	-0.3578478
4149.751172	235.7439548	-0.3564943
4149.851172	235.6729954	-0.3551592
4149.951172	235.6075644	-0.3538158
4150.051172	235.5327606	-0.3524666
4150.151172	235.4636639	-0.351132
4150.251172	235.3951782	-0.3497841
4150.351172	235.3231758	-0.3484054
4150.451172	235.2605313	-0.3470999
4150.551172	235.1854444	-0.3457487
4150.651172	235.1136506	-0.3443937
4150.751172	235.0477129	-0.3430688
4150.851172	234.9790633	-0.3417211
4150.951172	234.9087745	-0.3403587
4151.051172	234.8362505	-0.3390102
4151.151172	234.7642332	-0.3377077
4151.251172	234.699145	-0.3363411
4151.351172	234.6259654	-0.3350113
4151.451172	234.5572859	-0.3336346
4151.551172	234.4880253	-0.3323197
4151.651172	234.4177067	-0.3309722
4151.751172	234.3536168	-0.3296161
4151.851172	234.283492	-0.3282511
4151.951172	234.20766	-0.3269496
4152.051172	234.139815	-0.3256416
4152.151172	234.0681851	-0.3242766
4152.251172	233.9984775	-0.3229044
4152.351172	233.9293361	-0.3215764
4152.451172	233.8556498	-0.3202315
