Time[sec]	Top_Inplane_Disp[mm]	Top_Outofplane_Disp[mm]	Top_Inplane_Rotation[rad]
4078.007813	92.29668488	81.55851811	-0.005022077
4078.107422	92.35910585	81.53000474	-0.005036706
4078.207031	92.41399428	81.50254935	-0.005051275
4078.306641	92.47745832	81.47057891	-0.005065836
4078.40625	92.53507366	81.44536614	-0.005080672
4078.505859	92.5971817	81.41194284	-0.005095018
4078.605469	92.66331305	81.38130605	-0.005109828
4078.705078	92.72369256	81.35551959	-0.005124235
4078.804688	92.78698524	81.32574707	-0.005138529
4078.904297	92.84736475	81.29551262	-0.005153311
4079.003906	92.91042646	81.2683031	-0.005167743
4079.103516	92.97032168	81.24064654	-0.005182797
4079.203125	93.03339084	81.20891452	-0.005196812
4079.302734	93.09626629	81.18035644	-0.005211167
4079.402344	93.15817317	81.15462959	-0.005225719
4079.501953	93.21926793	81.11963421	-0.005240409
4079.601563	93.27745696	81.09180629	-0.005254776
4079.701172	93.34618857	81.06081188	-0.005269317
4079.800781	93.41021141	81.0379833	-0.00528428
4079.900391	93.46833339	81.00904524	-0.005298444
4080	93.53246053	80.97405732	-0.005312955
4080.099609	93.59167775	80.94994724	-0.005327523
4080.199219	93.65567078	80.91731369	-0.005341892
4080.298828	93.71711572	80.88544756	-0.005357048
4080.398438	93.78347059	80.86071908	-0.005370838
4080.498047	93.84388735	80.83290607	-0.005385318
4080.597656	93.90362611	80.79824597	-0.00540048
4080.697266	93.96503379	80.7691887	-0.005414408
4080.796875	94.0253984	80.74489236	-0.005428672
4080.896484	94.08585986	80.71505278	-0.005442993
4080.996094	94.14270034	80.68776876	-0.005456934
4081.095703	94.19490656	80.65627515	-0.005470895
4081.195313	94.25813963	80.62766492	-0.005485094
4081.294922	94.31182852	80.58767021	-0.005498956
4081.394531	94.37509885	80.56803048	-0.005513278
4081.494141	94.43123897	80.54509759	-0.005527336
4081.59375	94.49271371	80.50937206	-0.005541407
4081.693359	94.55111136	80.4771781	-0.005555823
4081.792969	94.60391363	80.45185357	-0.005569614
4081.892578	94.66058274	80.4277584	-0.005584029
4081.992188	94.72007563	80.38846403	-0.005598082
4082.091797	94.78217622	80.36527783	-0.00561196
4082.191406	94.83542552	80.3341791	-0.005626122
4082.291016	94.89789119	80.30590415	-0.005640337
4082.390625	94.95207181	80.27499169	-0.005654802
4082.490234	95.0128909	80.25047928	-0.005668676
4082.589844	95.07306924	80.21874726	-0.005682671
4082.689453	95.12663891	80.19051701	-0.005696658
4082.789063	95.18694391	80.16192168	-0.005711165
4082.888672	95.24161627	80.13089746	-0.005724943
4082.988281	95.30117621	80.10196686	-0.005739119
4083.087891	95.36533316	80.07653803	-0.005753302
4083.1875	95.42436411	80.04441857	-0.005767366
4083.287109	95.48092892	80.01741767	-0.005781852
4083.386719	95.55309524	79.98626679	-0.005795797
4083.486328	95.61571737	79.95548844	-0.005809734
4083.585938	95.6718128	79.93087173	-0.005823939
4083.685547	95.73560467	79.90001142	-0.005837936
4083.785156	95.79787662	79.87315208	-0.005852212
4083.884766	95.85947802	79.83567566	-0.005866414
4083.984375	95.9221374	79.81281728	-0.005880206
4084.083984	95.98353019	79.77857441	-0.005894455
4084.183594	96.0478436	79.75261658	-0.005908629
4084.283203	96.10735884	79.72379029	-0.005922305
4084.382813	96.17220124	79.69118655	-0.005937023
4084.482422	96.23363873	79.66268808	-0.005951021
4084.582031	96.29772117	79.63684201	-0.005965011
4084.681641	96.35687878	79.61025834	-0.005979016
4084.78125	96.41849508	79.57883179	-0.00599316
4084.880859	96.48201128	79.54836637	-0.006007585
4084.980469	96.5496253	79.52260226	-0.006021636
4085.080078	96.60344829	79.49692011	-0.006035327
4085.179688	96.67200109	79.46037501	-0.006049618
4085.279297	96.73306605	79.42885906	-0.006063481
4085.378906	96.79626187	79.40728962	-0.006077771
4085.478516	96.85743114	79.37818021	-0.006091754
4085.578125	96.91564997	79.35486734	-0.006105647
4085.677734	96.98075315	79.33740318	-0.006119526
4085.777344	97.03935196	79.31990921	-0.006133422
4085.876953	97.10416456	79.3017894	-0.006147198
4085.976563	97.16443976	79.28614318	-0.006160856
4086.076172	97.22320249	79.26848531	-0.00617503
4086.175781	97.28485604	79.25474644	-0.006188193
4086.275391	97.35075643	79.24105227	-0.006202296
4086.375	97.41176178	79.22308892	-0.006216299
4086.474609	97.46707489	79.20897007	-0.006229996
4086.574219	97.53015151	79.19497788	-0.00624341
4086.673828	97.59179761	79.18263227	-0.006257353
4086.773438	97.65613338	79.17106897	-0.006271386
4086.873047	97.71001598	79.16353643	-0.006285708
4086.972656	97.76698311	79.16435599	-0.006299336
4087.072266	97.82440474	79.17389274	-0.006313805
4087.171875	97.88167735	79.20070738	-0.006327767
4087.271484	97.93712457	79.21732217	-0.006342264
4087.371094	97.99912085	79.24113423	-0.006355985
4087.470703	98.05778673	79.25961167	-0.006370346
4087.570313	98.1145527	79.27568257	-0.006384383
4087.669922	98.17133357	79.3018043	-0.006399048
4087.769531	98.23012611	79.32028919	-0.006412796
4087.869141	98.28874727	79.34431732	-0.006427011
4087.96875	98.34262987	79.36408371	-0.006441305
4088.068359	98.40469321	79.38822359	-0.00645544
4088.167969	98.45968594	79.41219211	-0.006469224
4088.267578	98.51617625	79.43558693	-0.006483669
4088.367188	98.57967009	79.45363224	-0.006498118
4088.466797	98.63179436	79.47377115	-0.006511659
4088.566406	98.69116058	79.50291783	-0.006526165
4088.666016	98.74869397	79.52143997	-0.006540515
4088.765625	98.81206115	79.55250889	-0.006554374
4088.865234	98.87361785	79.5872286	-0.006568656
4088.964844	98.93496593	79.61517572	-0.006582812
4089.064453	98.99786373	79.64351773	-0.006596876
4089.164063	99.05948748	79.68272269	-0.006610843
4089.263672	99.12007561	79.71290499	-0.006625049
4089.363281	99.18508937	79.74675298	-0.006639498
4089.462891	99.2457222	79.78354394	-0.006653493
4089.5625	99.3067201	79.81234789	-0.006667456
4089.662109	99.37087705	79.84723896	-0.006680948
4089.761719	99.43670293	79.88899201	-0.006695614
4089.861328	99.49510803	79.91972566	-0.006709717
4089.960938	99.55904146	79.95089889	-0.006723577
4090.060547	99.61895158	79.98718321	-0.006738307
4090.160156	99.68517234	80.02200723	-0.006751893
4090.259766	99.74576046	80.056943	-0.006766022
4090.359375	99.80663171	80.09034395	-0.006780275
4090.458984	99.87262895	80.12517542	-0.006794387
4090.558594	99.92891064	80.16402274	-0.006808279
4090.658203	99.9913167	80.19073308	-0.006822575
4090.757813	100.0548031	80.22676408	-0.006836283
4090.857422	100.1115244	80.26595414	-0.006850944
4090.957031	100.1797046	80.29091358	-0.006864914
4091.056641	100.2440031	80.33066243	-0.006879003
4091.15625	100.3024678	80.36197722	-0.006892973
4091.255859	100.3636893	80.39464802	-0.006907209
4091.355469	100.4184212	80.42125404	-0.006921465
4091.455078	100.47477	80.45195788	-0.006935163
4091.554688	100.5331974	80.4830119	-0.006949063
4091.654297	100.5940091	80.51195741	-0.006963555
4091.753906	100.6492402	80.53716272	-0.006977655
4091.853516	100.7090386	80.57320118	-0.006991928
4091.953125	100.7663186	80.60438931	-0.007005966
4092.052734	100.8209761	80.63041419	-0.007019712
4092.152344	100.881825	80.65567911	-0.007034125
4092.251953	100.9426068	80.692105	-0.007048726
4092.351563	100.9999763	80.72363585	-0.007062494
4092.451172	101.05859	80.74877411	-0.007076391
4092.550781	101.118679	80.77661693	-0.007091004
4092.650391	101.1712577	80.80721647	-0.007104544
4092.75	101.2341406	80.83651215	-0.007118739
4092.849609	101.2946393	80.86744696	-0.007132712
4092.949219	101.3451915	80.89662343	-0.007146852
4093.048828	101.4087077	80.9256956	-0.007161076
4093.148438	101.4646914	80.95927536	-0.007175273
4093.248047	101.5245493	80.98455518	-0.007189368
4093.347656	101.5823509	81.02169633	-0.007203456
4093.447266	101.6378652	81.04886115	-0.007217485
4093.546875	101.7000478	81.07636869	-0.007231759
4093.646484	101.7648902	81.10281825	-0.007245849
4093.746094	101.8287342	81.13747835	-0.007259956
4093.845703	101.8868636	81.17026091	-0.007273981
4093.945313	101.9515868	81.20040596	-0.007288416
4094.044922	102.0115193	81.23128116	-0.007301938
4094.144531	102.0748641	81.25454187	-0.007316354
4094.244141	102.1315407	81.28691465	-0.007330441
4094.34375	102.1960329	81.31683618	-0.007344758
4094.443359	102.2647869	81.34054393	-0.007358325
4094.542969	102.3215975	81.37303591	-0.007372933
4094.642578	102.3835566	81.41047508	-0.007386757
4094.742188	102.4479668	81.43425733	-0.007400789
4094.841797	102.5116693	81.46381378	-0.007415489
4094.941406	102.5754761	81.4948827	-0.007428985
4095.041016	102.6384111	81.52130991	-0.007443383
4095.140625	102.6950877	81.55662566	-0.007457288
4095.240234	102.7590733	81.5847069	-0.007471389
4095.339844	102.8226118	81.60838485	-0.007485998
4095.439453	102.8857108	81.64361864	-0.007499886
4095.539063	102.9473569	81.67285472	-0.007513904
4095.638672	103.008027	81.70455694	-0.007527892
4095.738281	103.0712452	81.7258209	-0.007542083
4095.837891	103.1331669	81.75675571	-0.00755634
4095.9375	103.1931665	81.78874105	-0.007570088
4096.037109	103.2561015	81.81869239	-0.00758461
4096.136719	103.3194314	81.85266703	-0.007598406
4096.236328	103.3786263	81.88062161	-0.007612791
4096.335938	103.4399222	81.91007376	-0.007627052
4096.435547	103.4997355	81.94150031	-0.007640583
4096.535156	103.5714622	81.96484298	-0.007654922
4096.634766	103.6282804	81.99778944	-0.007669184
4096.734375	103.6912154	82.0273459	-0.007682948
4096.833984	103.7558343	82.05988258	-0.007697202
4096.933594	103.8111921	82.08800107	-0.007711238
4097.033203	103.8794618	82.11965114	-0.007725318
4097.132813	103.9442893	82.13797212	-0.007739448
4097.232422	104.0002133	82.17722178	-0.007754064
4097.332031	104.0667619	82.20142126	-0.007767642
4097.431641	104.1323494	82.2378844	-0.007781956
4097.53125	104.1861202	82.26418495	-0.007796163
4097.630859	104.2513203	82.28956163	-0.007810131
4097.730469	104.3169971	82.32289553	-0.007824248
4097.830078	104.3766912	82.35347271	-0.007838339
4097.929688	104.4406619	82.38182962	-0.007852125
4098.029297	104.5018088	82.41092414	-0.007866536
4098.128906	104.5685585	82.43807405	-0.007880695
4098.228516	104.6249222	82.46859163	-0.007894862
4098.328125	104.6845939	82.49461651	-0.00790822
4098.427734	104.7389831	82.52632618	-0.007922137
4098.527344	104.7956895	82.55235106	-0.007935526
4098.626953	104.8508834	82.57377893	-0.007949227
4098.726563	104.9084093	82.59789646	-0.007962782
4098.826172	104.9638938	82.61985332	-0.007976181
4098.925781	105.0199743	82.64669776	-0.00798963
4099.025391	105.0703551	82.67244697	-0.008003582
4099.125	105.129103	82.69641548	-0.008017405
4099.224609	105.1861074	82.71738887	-0.008030347
4099.324219	105.2416961	82.74819702	-0.00804367
4099.423828	105.2969496	82.76919276	-0.008057436
4099.523438	105.3512867	82.79155195	-0.008070927
4099.623047	105.4101463	82.8204304	-0.008084858
4099.722656	105.4635446	82.83597976	-0.008098023
4099.822266	105.5220466	82.86548406	-0.008111887
4099.921875	105.5790882	82.88682997	-0.008125321
4100.021484	105.6304078	82.91307837	-0.008139088
4100.121094	105.6888651	82.94066787	-0.00815253
4100.220703	105.7424571	82.95917511	-0.008165943
4100.320313	105.7976361	82.98575133	-0.008179367
4100.419922	105.8573004	83.01240206	-0.008192757
4100.519531	105.9088137	83.03780109	-0.008206817
4100.619141	105.9651848	83.0597654	-0.008220202
4100.71875	106.0214665	83.08300376	-0.008233686
4100.818359	106.0850348	83.10617507	-0.008246815
4100.917969	106.1429929	83.13897252	-0.008260189
4101.017578	106.1975013	83.16403627	-0.008273262
4101.117188	106.2596764	83.1894502	-0.008286641
4101.216797	106.3178208	83.22174102	-0.008299507
4101.316406	106.3811954	83.24249834	-0.008312486
4101.416016	106.4402189	83.27411115	-0.008326046
4101.515625	106.4943027	83.2991302	-0.008339125
4101.615234	106.5584373	83.33392441	-0.00835209
4101.714844	106.6185858	83.3568871	-0.008365184
4101.814453	106.6780489	83.38656276	-0.008378352
4101.914063	106.7378621	83.41359347	-0.008391372
4102.013672	106.7975264	83.43765885	-0.008404588
4102.113281	106.8608638	83.47287774	-0.008417687
4102.212891	106.9205951	83.49499851	-0.008431098
4102.3125	106.9752078	83.52823555	-0.008444182
4102.412109	107.0353787	83.5519135	-0.008457179
4102.511719	107.098813	83.58068019	-0.008470343
4102.611328	107.1552735	83.61656219	-0.008483811
4102.710938	107.215422	83.64327252	-0.008496897
4102.810547	107.2755556	83.66392553	-0.008509356
4102.910156	107.333767	83.69348198	-0.008523003
4103.009766	107.3940497	83.7238431	-0.008536397
4103.109375	107.4561428	83.748959	-0.008549677
4103.208984	107.5128194	83.77628028	-0.008562148
4103.308594	107.5733404	83.80716294	-0.008575608
4103.408203	107.6382499	83.8322714	-0.008589014
4103.507813	107.6907467	83.86554569	-0.0086031
4103.607422	107.7561777	83.89528096	-0.008616472
4103.707031	107.8141209	83.91939104	-0.008630031
4103.806641	107.8769814	83.94852281	-0.008643376
4103.90625	107.9315644	83.97553861	-0.00865705
4104.005859	107.9899695	84.00550485	-0.008670665
4104.105469	108.0534708	84.03136581	-0.008684104
4104.205078	108.1145506	84.06291902	-0.008697754
4104.304688	108.1762563	84.09111202	-0.008711318
4104.404297	108.2385953	84.1190666	-0.008724664
4104.503906	108.291189	84.14694667	-0.008737913
4104.603516	108.3509575	84.17396247	-0.008751918
4104.703125	108.4111508	84.20471847	-0.008765642
4104.802734	108.4762316	84.23123509	-0.008778746
4104.902344	108.5267018	84.26053077	-0.008792334
4105.001953	108.5901808	84.28902179	-0.00880587
4105.101563	108.6485412	84.31369811	-0.008819436
4105.201172	108.7102692	84.34301615	-0.008832998
4105.300781	108.7658878	84.37583596	-0.008846493
4105.400391	108.8379424	84.3969211	-0.008859893
4105.5	108.8877346	84.42667127	-0.00887393
4105.599609	108.9486431	84.45474505	-0.008887297
4105.699219	109.0076964	84.4822973	-0.008900509
4105.798828	109.072956	84.50832218	-0.008914495
4105.898438	109.1276508	84.53438431	-0.008927984
4105.998047	109.1888722	84.56411958	-0.00894131
4106.097656	109.2487003	84.58666503	-0.008954756
4106.197266	109.3078132	84.61284637	-0.008968611
4106.296875	109.3652498	84.63477343	-0.008982039
4106.396484	109.4302635	84.66108143	-0.008995532
4106.496094	109.4877671	84.68466997	-0.009009042
4106.595703	109.5419179	84.7067982	-0.009022858
4106.695313	109.6065592	84.73496884	-0.009036239
4106.794922	109.6705448	84.75771546	-0.009049905
4106.894531	109.7205456	84.78081971	-0.009063452
4106.994141	109.7864162	84.80735868	-0.009076901
4107.09375	109.8440986	84.82886851	-0.009090465
4107.193359	109.9065345	84.85080302	-0.009104079
4107.292969	109.9649098	84.87934619	-0.009117077
4107.392578	110.0238587	84.90027487	-0.00913098
4107.492188	110.0857135	84.92512256	-0.009144416
4107.591797	110.1453181	84.94665474	-0.009158096
4107.691406	110.2069568	84.97259766	-0.009171475
4107.791016	110.265563	84.99736339	-0.009185291
4107.890625	110.3226568	85.02081782	-0.009199202
4107.990234	110.3856738	85.04635096	-0.009212623
4108.089844	110.4482066	85.06828547	-0.009226006
4108.189453	110.4996901	85.09390801	-0.009239764
4108.289063	110.5636757	85.1137042	-0.009252862
4108.388672	110.6225129	85.14141291	-0.009266009
4108.488281	110.6840472	85.16281843	-0.009280132
4108.587891	110.7407834	85.18562466	-0.00929355
4108.6875	110.8013939	85.21205932	-0.009307244
4108.787109	110.8607601	85.23941785	-0.009320801
4108.886719	110.9218176	85.26075631	-0.009334151
4108.986328	110.9827932	85.28390527	-0.009347714
4109.085938	111.0440146	85.30375361	-0.009361507
4109.185547	111.1020844	85.33319831	-0.009374685
4109.285156	111.1597817	85.35280079	-0.00938833
4109.384766	111.221182	85.37730575	-0.009401822
4109.484375	111.2779703	85.40314436	-0.009415553
4109.583984	111.3395195	85.4260847	-0.009428835
4109.683594	111.3984983	85.45342088	-0.009442619
4109.783203	111.4622157	85.47328413	-0.009455888
4109.882813	111.5184005	85.49825102	-0.009469801
4109.982422	111.5815516	85.52134782	-0.009483164
4110.082031	111.6409626	85.54609865	-0.009496682
4110.181641	111.6958212	85.57387441	-0.009510151
4110.28125	111.7568936	85.60052514	-0.009523846
4110.380859	111.8199404	85.61710268	-0.009537152
4110.480469	111.8801337	85.64526588	-0.009550694
4110.580078	111.9343068	85.67034453	-0.009564617
4110.679688	111.9994547	85.68702638	-0.009578028
4110.779297	112.054969	85.71542054	-0.009591825
4110.878906	112.1183436	85.74259281	-0.009605106
4110.978516	112.18221	85.76088399	-0.009618974
4111.078125	112.2328739	85.79208702	-0.009632418
4111.177734	112.2945424	85.81470698	-0.009645563
4111.277344	112.3582076	85.83411574	-0.0096592
4111.376953	112.4182071	85.85809916	-0.00967291
4111.476563	112.4738034	85.87802202	-0.009686646
4111.576172	112.5351067	85.90789884	-0.009699923
4111.675781	112.5962909	85.93083918	-0.009713405
4111.775391	112.6529377	85.95794439	-0.00972708
4111.875	112.7131905	85.97897738	-0.009740713
4111.974609	112.7766769	86.00269258	-0.009754302
4112.074219	112.8329512	86.02712303	-0.009767738
4112.173828	112.894329	86.05062217	-0.009781148
4112.273438	112.9560571	86.07576042	-0.009794529
4112.373047	113.0110573	86.10218763	-0.009808509
4112.472656	113.0737837	86.12332493	-0.009822122
4112.572266	113.1349381	86.14868671	-0.009835476
4112.671875	113.1940286	86.17081493	-0.009848978
4112.771484	113.2496174	86.19666845	-0.009862772
4112.871094	113.3093338	86.2217769	-0.009876128
4112.970703	113.3725893	86.24239266	-0.009889967
4113.070313	113.4342875	86.26643568	-0.009903324
4113.169922	113.4950321	86.28880233	-0.009916621
4113.269531	113.547216	86.31502837	-0.009930314
4113.369141	113.6120509	86.33618057	-0.009943828
4113.46875	113.6718418	86.3647908	-0.009957642
4113.568359	113.7305449	86.39100939	-0.009970861
4113.667969	113.792802	86.41284704	-0.009984389
4113.767578	113.8546046	86.43825352	-0.009998176
4113.867188	113.9098432	86.45770699	-0.01001158
4113.966797	113.967913	86.48233116	-0.010024996
4114.066406	114.0315484	86.50677651	-0.010038804
4114.166016	114.0866305	86.53084934	-0.010052399
4114.265625	114.1507055	86.55181527	-0.010065599
4114.365234	114.212821	86.57634258	-0.010079058
4114.464844	114.2663609	86.60106361	-0.01009317
4114.564453	114.3307265	86.62929386	-0.010106476
4114.664063	114.3827241	86.65273339	-0.010119572
4114.763672	114.4489672	86.67425811	-0.010133273
4114.863281	114.5069401	86.69506758	-0.010147165
4114.962891	114.5705383	86.72410995	-0.010161006
4115.0625	114.6283995	86.74626052	-0.01017439
4115.162109	114.6899488	86.77128702	-0.010187483
4115.261719	114.7462081	86.79680526	-0.010201436
4115.361328	114.8092102	86.82077378	-0.010214773
4115.460938	114.8652162	86.84097975	-0.010228147
4115.560547	114.9266612	86.86385304	-0.010241515
4115.660156	114.9851557	86.89108491	-0.010255612
4115.759766	115.0437992	86.9147554	-0.010269075
4115.859375	115.1107576	86.94274724	-0.010282399
4115.958984	115.1763823	86.95612848	-0.010295974
4116.058594	115.2382444	86.98806912	-0.010309538
4116.158203	115.2978342	87.01277524	-0.010323537
4116.257813	115.3652843	87.03685552	-0.010336541
4116.357422	115.4292177	87.05916256	-0.010350257
4116.457031	115.4958855	87.07900345	-0.010363812
4116.556641	115.5579638	87.10708469	-0.010377128
4116.65625	115.6187977	87.13141084	-0.010390646
4116.755859	115.6856891	87.1520862	-0.010404361
4116.855469	115.7429021	87.17588335	-0.010418393
4116.955078	115.8123936	87.20427006	-0.010431755
4117.054688	115.8778246	87.22209185	-0.010444826
4117.154297	115.9408863	87.25325018	-0.010458551
4117.253906	116.0022046	87.27393299	-0.010471924
4117.353516	116.0685371	87.29876578	-0.01048579
4117.453125	116.1304813	87.31686324	-0.010499048
4117.552734	116.1953237	87.34513819	-0.010512862
4117.652344	116.2578862	87.36863732	-0.010526516
4117.751953	116.3263868	87.39553392	-0.010539392
4117.851563	116.3851794	87.42099255	-0.01055307
4117.951172	116.4482932	87.4389261	-0.010566891
4118.050781	116.5095296	87.46607602	-0.010580542
4118.150391	116.5766295	87.49072254	-0.01059382
4118.25	116.643111	87.50919253	-0.010607385
4118.349609	116.6949894	87.5319019	-0.010620973
4118.449219	116.7554211	87.55609393	-0.010634344
4118.548828	116.8139901	87.57826686	-0.010647709
4118.648438	116.8679174	87.60991693	-0.010661145
4118.748047	116.9291686	87.6288265	-0.010674205
4118.847656	116.9846084	87.65429258	-0.010687991
4118.947266	117.0417767	87.67575771	-0.010701185
4119.046875	117.1011355	87.69999444	-0.010714954
4119.146484	117.1553235	87.72359788	-0.010728162
4119.246094	117.2136392	87.74160594	-0.010741799
4119.345703	117.2653164	87.77003735	-0.010755267
4119.445313	117.3294958	87.78953552	-0.010768249
4119.544922	117.3852633	87.80718595	-0.010781695
4119.644531	117.4407329	87.83738315	-0.010795379
4119.744141	117.5025206	87.8617838	-0.010808796
4119.84375	117.5608884	87.8796801	-0.01082224
4119.943359	117.6144432	87.90727705	-0.010835662
4120.042969	117.6711496	87.92923391	-0.010849092
4120.142578	117.7349638	87.94906735	-0.010862141
4120.242188	117.7879821	87.97656	-0.010875443
4120.341797	117.842498	87.99649775	-0.010889108
4120.441406	117.9057013	88.0222097	-0.010902441
4120.541016	117.9624077	88.0426988	-0.010915877
4120.640625	118.014368	88.07120472	-0.010929369
4120.740234	118.0726539	88.08882535	-0.010942776
4120.839844	118.1355815	88.11479807	-0.010956362
4120.939453	118.1961026	88.13139796	-0.010969453
4121.039063	118.2509165	88.15482259	-0.010982234
4121.138672	118.3156993	88.17878366	-0.010995355
4121.238281	118.3802362	88.18996698	-0.011008374
4121.337891	118.4372704	88.21254969	-0.011021351
4121.4375	118.4969123	88.23341876	-0.011034588
4121.537109	118.5631927	88.25051039	-0.011047318
4121.636719	118.6289068	88.27338368	-0.011060292
4121.736328	118.6827745	88.29115331	-0.011073671
4121.835938	118.744294	88.30969781	-0.011086446
4121.935547	118.8087787	88.32449466	-0.011099817
4122.035156	118.8718702	88.34856004	-0.011112591
4122.134766	118.9277123	88.36749196	-0.011125674
4122.234375	118.9897086	88.38876337	-0.011138666
4122.333984	119.0526064	88.40728551	-0.011151703
4122.433594	119.1112797	88.42109144	-0.011164782
4122.533203	119.1765766	88.44803274	-0.011177903
4122.632813	119.2316439	88.46481889	-0.011190732
4122.732422	119.2948695	88.48474175	-0.011203651
4122.832031	119.3565901	88.49787712	-0.011216872
4122.931641	119.418266	88.52434903	-0.011230011
4123.03125	119.4792937	88.53963017	-0.011242931
4123.130859	119.5469674	88.55897188	-0.011255776
4123.230469	119.6040611	88.57744187	-0.011268759
4123.330078	119.6668323	88.59741688	-0.011281467
4123.429688	119.7262432	88.6189267	-0.0112946
4123.529297	119.7830613	88.63612264	-0.011307636
4123.628906	119.8436942	88.66018802	-0.011320787
4123.728516	119.9010487	88.67844194	-0.011334075
4123.828125	119.9571442	88.70536834	-0.011346885
4123.927734	120.0149905	88.72561157	-0.011359998
4124.027344	120.0736563	88.74427527	-0.011373191
4124.126953	120.1303702	88.76726031	-0.011385798
4124.226563	120.1929029	88.7972638	-0.011398923
4124.326172	120.2474486	88.82258087	-0.011411985
4124.425781	120.2995505	88.83950859	-0.011425062
4124.525391	120.3598331	88.86115253	-0.011438143
4124.625	120.4166736	88.88722956	-0.011450985
4124.724609	120.4769116	88.90968561	-0.011464293
4124.824219	120.5316808	88.93271536	-0.011476977
4124.923828	120.5897283	88.95180374	-0.011489991
4125.023438	120.6491317	88.97727728	-0.011503147
4125.123047	120.7040947	88.99957687	-0.0115159
4125.222656	120.7622763	89.02852237	-0.011529244
4125.322266	120.8193328	89.04507011	-0.011542129
4125.421875	120.8763893	89.067325	-0.011555414
4125.521484	120.9319185	89.09169585	-0.011568214
4125.621094	120.9934156	89.11757916	-0.01158106
4125.720703	121.0509937	89.14043009	-0.011594174
4125.820313	121.1088922	89.16596323	-0.011607379
4125.919922	121.1639147	89.18422461	-0.011620618
4126.019531	121.2240483	89.20799941	-0.011633679
4126.119141	121.2853145	89.22617882	-0.011646639
4126.21875	121.3436227	89.24300969	-0.011660025
4126.318359	121.4067738	89.27380294	-0.011673688
4126.417969	121.4647393	89.29086477	-0.0116865
4126.517578	121.5241428	89.31282908	-0.011700034
4126.617188	121.5871226	89.32623267	-0.011713417
4126.716797	121.6491412	89.34605867	-0.011727085
4126.816406	121.7085447	89.36589211	-0.011740549
4126.916016	121.7704069	89.38851207	-0.01175389
4127.015625	121.8362476	89.40324187	-0.011767249
4127.115234	121.892127	89.42536265	-0.011780692
4127.214844	121.9582807	89.43916112	-0.011793862
4127.314453	122.0155757	89.45891261	-0.011807173
4127.414063	122.0751356	89.47986364	-0.011820856
4127.513672	122.1372884	89.50235695	-0.011834296
4127.613281	122.1972804	89.52049911	-0.011847859
4127.712891	122.2613927	89.53981847	-0.011860945
4127.8125	122.318941	89.56135064	-0.011874979
4127.912109	122.3850574	89.57154304	-0.011887507
4128.011719	122.4475529	89.59382772	-0.01190128
4128.111328	122.5094076	89.61580694	-0.011914409
4128.210938	122.5692656	89.63588625	-0.011928168
4128.310547	122.6309266	89.65355903	-0.011941744
4128.410156	122.6930123	89.67123926	-0.011955122
4128.509766	122.7462094	89.69438076	-0.011968294
4128.609375	122.8129964	89.71191943	-0.011981765
4128.708984	122.8757899	89.72850442	-0.011995401
4128.808594	122.937816	89.75011855	-0.012008154
4128.908203	123.0011087	89.77159858	-0.012021033
4129.007813	123.0587389	89.79032934	-0.012034114
4129.107422	123.1210183	89.80469406	-0.012047292
4129.207031	123.1835287	89.82932568	-0.01206019
4129.306641	123.2424777	89.84573185	-0.012073359
4129.40625	123.2977982	89.85907584	-0.012086819
4129.505859	123.3630951	89.88133818	-0.012099246
4129.605469	123.4274532	89.90368247	-0.012112141
4129.705078	123.486812	89.92001414	-0.01212518
4129.804688	123.5503059	89.94210511	-0.012138447
4129.904297	123.6147385	89.95997906	-0.012151436
4130.003906	123.6668404	89.98137712	-0.012164487
4130.103516	123.7278532	89.99848366	-0.012177438
4130.203125	123.7967562	90.02100676	-0.012190514
4130.302734	123.8586332	90.02831578	-0.012203061
4130.402344	123.9187892	90.05686641	-0.012216236
4130.501953	123.9762109	90.06914496	-0.012229307
4130.601563	124.0363594	90.0881961	-0.01224274
4130.701172	124.1033476	90.11318535	-0.012255487
4130.800781	124.1663199	90.1344493	-0.012268513
4130.900391	124.224792	90.1504755	-0.012281922
4131	124.2852237	90.17063677	-0.012294858
4131.099609	124.3432786	90.18591791	-0.012307376
4131.199219	124.405409	90.20698816	-0.012320734
4131.298828	124.469715	90.2261436	-0.012333876
4131.398438	124.5281275	90.24679661	-0.012347133
4131.498047	124.5771747	90.26179463	-0.012360446
4131.597656	124.6366229	90.28558433	-0.012374065
4131.697266	124.6973973	90.30000865	-0.012387469
4131.796875	124.7548561	90.32188356	-0.012401009
4131.896484	124.8095285	90.34325927	-0.012414285
4131.996094	124.8679485	90.35848826	-0.012427486
4132.095703	124.9271806	90.37987888	-0.012441037
4132.195313	124.9873739	90.39752185	-0.012454445
4132.294922	125.0441845	90.42003751	-0.01246772
4132.394531	125.1008685	90.43470025	-0.012481371
4132.494141	125.1588639	90.45633674	-0.012494945
4132.59375	125.2146091	90.47457576	-0.012507959
4132.693359	125.2713825	90.49144387	-0.012521323
4132.792969	125.3322389	90.5155614	-0.012534621
4132.892578	125.3908451	90.52695334	-0.012548256
4132.992188	125.4476335	90.55411816	-0.01256158
4133.091797	125.5054202	90.57027847	-0.012574728
4133.191406	125.5567249	90.58795124	-0.012588101
4133.291016	125.6169554	90.61187506	-0.012601971
4133.390625	125.6763961	90.62710404	-0.012615241
4133.490234	125.7304277	90.64808488	-0.012628779
4133.589844	125.7886018	90.66367149	-0.012642363
