Time[sec]	Top_Inplane_Disp[mm]	Top_Outofplane_Disp[mm]	Top_Inplane_Rotation[rad]
589.1894531	-23.74864111	-26.0232538	0.007402727
589.2890625	-23.79142048	-25.98773316	0.007410675
589.3886719	-23.82975931	-25.95662139	0.007418759
589.4882813	-23.87134286	-25.92262998	0.007426913
589.5878906	-23.91291524	-25.88902414	0.007435081
589.6875	-23.95026872	-25.8511845	0.007442771
589.7871094	-23.99309466	-25.81916377	0.00745087
589.8867188	-24.03607147	-25.78472532	0.007459102
589.9863281	-24.06907382	-25.75340867	0.007467555
590.0859375	-24.11493587	-25.72227828	0.0074756
590.1855469	-24.15505911	-25.68573691	0.007483575
590.2851563	-24.19611739	-25.64934455	0.007491816
590.3847656	-24.23828209	-25.6148316	0.007499577
590.484375	-24.27567283	-25.5779475	0.007507872
590.5839844	-24.31992555	-25.54314025	0.007516081
590.6835938	-24.35697915	-25.51134303	0.007523799
590.7832031	-24.39950707	-25.47783218	0.007532002
590.8828125	-24.43568895	-25.44358186	0.007540252
590.9824219	-24.47933073	-25.41052364	0.007548431
591.0820313	-24.51990472	-25.37938394	0.007556633
591.1816406	-24.55984915	-25.33839829	0.007564741
591.28125	-24.60331025	-25.30992962	0.007572573
591.3808594	-24.64216689	-25.26987158	0.007580361
591.4804688	-24.68107568	-25.23315512	0.007589038
591.5800781	-24.72082267	-25.19661002	0.007596683
591.6796875	-24.76116756	-25.16625822	0.007605083
591.7792969	-24.80829249	-25.12075938	0.007613215
591.8789063	-24.84132836	-25.08943342	0.007621114
591.9785156	-24.88475221	-25.05332418	0.007629407
592.078125	-24.92351758	-25.01277998	0.007637301
592.1777344	-24.9677256	-24.97413941	0.007645218
592.2773438	-25.00302272	-24.93594028	0.00765346
592.3769531	-25.04849548	-24.89828691	0.007661445
592.4765625	-25.08473697	-24.85820837	0.007669386
592.5761719	-25.12453983	-24.82535876	0.007677599
592.6757813	-25.16538205	-24.78766628	0.007685758
592.7753906	-25.21004269	-24.74891581	0.007693702
592.875	-25.24699198	-24.71254393	0.007701837
592.9746094	-25.28940069	-24.67178181	0.007709856
593.0742188	-25.32851996	-24.63776991	0.007717986
593.1738281	-25.37050026	-24.59745109	0.007726587
593.2734375	-25.41093083	-24.56060424	0.007734423
593.3730469	-25.45391323	-24.52061512	0.007742136
593.4726563	-25.49102458	-24.4873371	0.007750604
593.5722656	-25.52892195	-24.44734238	0.007758446
593.671875	-25.57489017	-24.41335469	0.007766678
593.7714844	-25.6135084	-24.37154762	0.007775121
593.8710938	-25.65044837	-24.33504537	0.007782701
593.9707031	-25.68956765	-24.30484071	0.007791044
594.0703125	-25.73154049	-24.26264621	0.007798802
594.1699219	-25.77660906	-24.22893606	0.007807067
594.2695313	-25.81361236	-24.1906438	0.007814912
594.3691406	-25.85659476	-24.15208705	0.007823402
594.46875	-25.89506584	-24.11206812	0.007831287
594.5683594	-25.93606452	-24.07637611	0.007839584
594.6679688	-25.97867811	-24.03774112	0.007847314
594.7675781	-26.0186393	-24.00315367	0.007855792
594.8671875	-26.05453993	-23.9709001	0.007863781
594.9667969	-26.09674374	-23.93405326	0.007872047
595.0664063	-26.13846885	-23.89560267	0.007880023
595.1660156	-26.17704051	-23.86881225	0.0078879
595.265625	-26.21690298	-23.82822149	0.007895838
595.3652344	-26.26190821	-23.80242385	0.00790435
595.4648438	-26.30265916	-23.76780286	0.007912505
595.5644531	-26.3396811	-23.73230271	0.007920451
595.6640625	-26.37897173	-23.69605005	0.007928519
595.7636719	-26.42131897	-23.65938202	0.007936912
595.8632813	-26.46328995	-23.62824976	0.007944544
595.9628906	-26.50191376	-23.59237149	0.007953103
596.0625	-26.54231826	-23.55647087	0.007961006
596.1621094	-26.58603268	-23.5225521	0.007969133
596.2617188	-26.62118825	-23.48776162	0.007977142
596.3613281	-26.66596996	-23.45735021	0.007985372
596.4609375	-26.70491601	-23.42271619	0.007993312
596.5605469	-26.74484367	-23.39231595	0.008001219
596.6601563	-26.78797135	-23.35183881	0.008009658
596.7597656	-26.82811508	-23.31725694	0.008017697
596.859375	-26.86470861	-23.28205667	0.008025991
596.9589844	-26.90709869	-23.25416543	0.008033802
597.0585938	-26.94894674	-23.21769483	0.008041764
597.1582031	-26.9912828	-23.18369225	0.008049644
597.2578125	-27.02564301	-23.14579673	0.008057972
597.3574219	-27.06485914	-23.11485447	0.008066308
597.4570313	-27.10868718	-23.0789315	0.008074626
597.5566406	-27.14968214	-23.04842137	0.008082287
597.65625	-27.18851829	-23.00832793	0.008090431
597.7558594	-27.22989695	-22.97354117	0.008098393
597.8554688	-27.26852076	-22.94230834	0.008106322
597.9550781	-27.30820442	-22.90263586	0.008114506
598.0546875	-27.34371947	-22.86840975	0.008122464
598.1542969	-27.38585996	-22.82832377	0.008130897
598.2539063	-27.42603163	-22.7887705	0.00813893
598.3535156	-27.45440344	-22.74699509	0.008147014
598.453125	-27.50042009	-22.7105692	0.008154565
598.5527344	-27.53948907	-22.67057076	0.008162503
598.6523438	-27.57722812	-22.63242006	0.008171069
598.7519531	-27.61279719	-22.59032987	0.00817889
598.8515625	-27.65040214	-22.55003899	0.008186854
598.9511719	-27.69297289	-22.51886018	0.008194841
599.0507813	-27.72994081	-22.47494087	0.008202945
599.1503906	-27.77496839	-22.43885957	0.008210774
599.25	-27.810042	-22.40297757	0.008218966
599.3496094	-27.84726138	-22.36129344	0.00822673
599.4492188	-27.89008359	-22.32443914	0.008234841
599.5488281	-27.92578677	-22.28937484	0.008242972
599.6484375	-27.96678545	-22.24953659	0.008250918
599.7480469	-28.00454313	-22.21088856	0.008258972
599.8476563	-28.04311293	-22.17072435	0.008266874
599.9472656	-28.0816585	-22.13069052	0.008275309
600.046875	-28.11676191	-22.09448814	0.008283069
600.1464844	-28.15877388	-22.05683105	0.008291315
600.2460938	-28.19754856	-22.01717906	0.008299083
600.3457031	-28.23225709	-21.97806165	0.008307504
600.4453125	-28.27145273	-21.93588391	0.008314902
600.5449219	-28.31049191	-21.90099284	0.008323512
600.6445313	-28.34823283	-21.86120301	0.008331364
600.7441406	-28.38683615	-21.82410471	0.008339549
600.84375	-28.42585484	-21.78408392	0.008347783
600.9433594	-28.46735457	-21.74098603	0.008355699
601.0429688	-28.50811297	-21.70669287	0.008363667
601.1425781	-28.55026836	-21.66656218	0.008371611
601.2421875	-28.5946049	-21.63308114	0.008379472
601.3417969	-28.63453815	-21.59351297	0.008387788
601.4414063	-28.67275777	-21.55248262	0.008395851
601.5410156	-28.71095503	-21.51103504	0.008403796
601.640625	-28.76249628	-21.47534117	0.008411954
601.7402344	-28.80118342	-21.43638954	0.008419865
601.8398438	-28.84523684	-21.39656246	0.008427823
601.9394531	-28.88629699	-21.36234567	0.008436041
602.0390625	-28.92980839	-21.3217847	0.008444067
602.1386719	-28.96620261	-21.27774805	0.008451863
602.2382813	-29.01654618	-21.23889886	0.008459867
602.3378906	-29.05424426	-21.20065875	0.008467653
602.4375	-29.08901612	-21.16394788	0.008476109
602.5371094	-29.13003529	-21.12564072	0.008484306
602.6367188	-29.17723099	-21.08955756	0.008491932
602.7363281	-29.21720522	-21.05048485	0.008500512
602.8359375	-29.2616945	-21.01249248	0.008508024
602.9355469	-29.298424	-20.97256668	0.008516249
603.0351563	-29.34417988	-20.93139477	0.008524181
603.1347656	-29.38663701	-20.89306898	0.00853236
603.234375	-29.42551414	-20.86305991	0.008540289
603.3339844	-29.47147118	-20.81984468	0.00854835
603.4335938	-29.51001862	-20.78123577	0.008556421
603.5332031	-29.55278682	-20.74097097	0.008564084
603.6328125	-29.59414685	-20.70396207	0.00857247
603.7324219	-29.63994557	-20.66036873	0.008580392
603.8320313	-29.68240271	-20.62248252	0.008588591
603.9316406	-29.72282583	-20.58207057	0.008596413
604.03125	-29.75965033	-20.54861002	0.008604805
604.1308594	-29.80213726	-20.50792985	0.008612456
604.2304688	-29.83871589	-20.47262527	0.008620894
604.3300781	-29.87603398	-20.43104917	0.008628442
604.4296875	-29.91573068	-20.39074525	0.008636657
604.5292969	-29.95218264	-20.35091631	0.008644546
604.6289063	-29.98719851	-20.31519078	0.00865287
604.7285156	-30.02833689	-20.2767197	0.008660911
604.828125	-30.0680876	-20.23767121	0.008668964
604.9277344	-30.10606321	-20.19835822	0.008676788
605.0273438	-30.14847564	-20.16597241	0.008685028
605.1269531	-30.18432783	-20.12377046	0.008692604
605.2265625	-30.22313418	-20.08457109	0.008700811
605.3261719	-30.26251795	-20.04534565	0.008708916
605.4257813	-30.29879297	-20.00630647	0.00871693
605.5253906	-30.33894973	-19.96998489	0.008724839
605.625	-30.37673908	-19.92934383	0.008733061
605.7246094	-30.41557337	-19.89027485	0.008740941
605.8242188	-30.45441324	-19.85317096	0.008748836
605.9238281	-30.4911297	-19.81076971	0.008757383
606.0234375	-30.53389976	-19.76864785	0.008765033
606.1230469	-30.56935335	-19.73644458	0.008772941
606.2226563	-30.60935738	-19.69794929	0.008781079
606.3222656	-30.65089809	-19.66221072	0.008789293
606.421875	-30.68389671	-19.61927861	0.008797365
606.5214844	-30.72522322	-19.58039589	0.008805085
606.6210938	-30.763644	-19.54381168	0.008813326
606.7207031	-30.79719024	-19.50264536	0.008821547
606.8203125	-30.83499262	-19.46405321	0.008829262
606.9199219	-30.87760436	-19.42820475	0.008837004
607.0195313	-30.91797719	-19.3921309	0.008845235
607.1191406	-30.96003572	-19.34784651	0.008853437
607.21875	-30.99470141	-19.30982061	0.008861551
607.3183594	-31.03863562	-19.2767065	0.008869586
607.4179688	-31.07447105	-19.22985911	0.008877457
607.5175781	-31.11552188	-19.19195801	0.008885304
607.6171875	-31.15419412	-19.15401407	0.008893547
607.7167969	-31.19578885	-19.11088452	0.008901403
607.8164063	-31.23691606	-19.0778356	0.008909119
607.9160156	-31.27624581	-19.02764663	0.008917218
608.015625	-31.31451572	-18.99392903	0.008925015
608.1152344	-31.35733048	-18.94866303	0.008933025
608.2148438	-31.39346952	-18.91252398	0.008941174
608.3144531	-31.43361697	-18.87205616	0.008948807
608.4140625	-31.47143239	-18.83360371	0.008957032
608.5136719	-31.5132525	-18.79078895	0.008965038
608.6132813	-31.5529343	-18.75521615	0.008972845
608.7128906	-31.59131224	-18.71187054	0.008980697
608.8125	-31.63354958	-18.6702963	0.008988891
608.9121094	-31.67660276	-18.63760687	0.008996638
609.0117188	-31.71072269	-18.59449595	0.009005083
609.1113281	-31.74924219	-18.55386235	0.009012673
609.2109375	-31.79446349	-18.51279661	0.009021024
609.3105469	-31.82911987	-18.47627386	0.009028804
609.4101563	-31.87500427	-18.43725145	0.009036857
609.5097656	-31.91014866	-18.39382388	0.009044587
609.609375	-31.95083255	-18.35478656	0.00905288
609.7089844	-31.98829407	-18.31611991	0.009060774
609.8085938	-32.03366066	-18.27348769	0.009068498
609.9082031	-32.0701536	-18.2379391	0.009076719
610.0078125	-32.1127672	-18.19120347	0.009084603
610.1074219	-32.15522433	-18.14971119	0.009092102
610.2070313	-32.18558172	-18.11344735	0.009100389
610.3066406	-32.22986052	-18.07587221	0.009108687
610.40625	-32.26496393	-18.03561673	0.009116808
610.5058594	-32.30138982	-18.00281368	0.009124614
610.6054688	-32.34715874	-17.96193421	0.009132641
610.7050781	-32.37830216	-17.9159306	0.009140925
610.8046875	-32.42190669	-17.88050868	0.009148704
610.9042969	-32.45748321	-17.84366556	0.009156317
611.0039063	-32.49633054	-17.8042613	0.00916448
611.1035156	-32.539868	-17.77234487	0.009173109
611.203125	-32.57469202	-17.73126982	0.009181259
611.3027344	-32.61157984	-17.68809184	0.009188883
611.4023438	-32.64805043	-17.64836721	0.00919677
611.5019531	-32.69704545	-17.61745848	0.009197071
611.6015625	-32.73037562	-17.57527329	0.009213579
611.7011719	-32.7653114	-17.53709093	0.009221336
611.8007813	-32.80522788	-17.49573648	0.009229232
611.9003906	-32.84653018	-17.46135205	0.009237595
612	-32.88002799	-17.41306297	0.009245691
612.0996094	-32.92172516	-17.38266274	0.009253172
612.1992188	-32.96354154	-17.33937673	0.009261602
612.2988281	-32.9995353	-17.30796508	0.009269504
612.3984375	-33.0380995	-17.27063209	0.009277781
612.4980469	-33.07747955	-17.23070443	0.009285682
612.5976563	-33.11400229	-17.19052158	0.00929381
612.6972656	-33.15333391	-17.15008914	0.009301532
612.796875	-33.1923526	-17.11159013	0.009309585
612.8964844	-33.22978804	-17.06826314	0.009317519
612.9960938	-33.26618413	-17.03565754	0.009326069
613.0957031	-33.30383936	-16.99493639	0.009333975
613.1953125	-33.34634865	-16.96317457	0.009341473
613.2949219	-33.38075543	-16.91572927	0.009348884
613.3945313	-33.42708314	-16.88330434	0.009356466
613.4941406	-33.46015627	-16.84455201	0.009363893
613.59375	-33.50282202	-16.80189185	0.00937112
613.6933594	-33.53900576	-16.764028	0.009378891
613.7929688	-33.57518951	-16.72575809	0.009386241
613.8925781	-33.61398468	-16.68780297	0.009393806
613.9921875	-33.65216146	-16.65124483	0.009400794
614.0917969	-33.69421626	-16.6097004	0.009408185
614.1914063	-33.73385707	-16.56848751	0.009415807
614.2910156	-33.76733626	-16.53079502	0.009423004
614.390625	-33.80870933	-16.49440266	0.009430666
614.4902344	-33.84980673	-16.45417698	0.009438165
614.5898438	-33.88577814	-16.41826518	0.009445401
614.6894531	-33.92275164	-16.37777314	0.009453177
614.7890625	-33.9601163	-16.33884571	0.009460264
614.8886719	-33.99953733	-16.30505361	0.009467402
614.9882813	-34.03887267	-16.26141742	0.009474814
615.0878906	-34.07621125	-16.22468419	0.009482198
615.1875	-34.11742786	-16.18697122	0.009489434
615.2871094	-34.15305281	-16.14776999	0.009496956
615.3867188	-34.19506664	-16.11047238	0.00950422
615.4863281	-34.23095608	-16.06900804	0.009511395
615.5859375	-34.27093217	-16.03548042	0.009519229
615.6855469	-34.30719043	-15.99405333	0.009526561
615.7851563	-34.34705476	-15.94876312	0.009534095
615.8847656	-34.38492233	-15.91811143	0.009541346
615.984375	-34.42398945	-15.8781372	0.009548879
616.0839844	-34.46313108	-15.83969034	0.009555796
616.1835938	-34.49701632	-15.80203511	0.009563038
616.2832031	-34.53871722	-15.76537453	0.009570712
616.3828125	-34.57959483	-15.72382823	0.009578364
616.4824219	-34.60800017	-15.67835733	0.009585975
616.5820313	-34.65057278	-15.64353518	0.009593269
616.6816406	-34.6909363	-15.60001913	0.009600686
616.78125	-34.72764904	-15.55723511	0.009608175
616.8808594	-34.7659562	-15.52315708	0.009615052
616.9804688	-34.80515743	-15.47376998	0.009622803
617.0800781	-34.83885641	-15.44135343	0.009630447
617.1796875	-34.87304712	-15.39659407	0.00963778
617.2792969	-34.91370866	-15.35991859	0.009645169
617.3789063	-34.94882325	-15.31996951	0.009653348
617.4785156	-34.98634065	-15.27861413	0.009660314
617.578125	-35.02678613	-15.23748785	0.009667496
617.6777344	-35.06284321	-15.19584656	0.009675007
617.7773438	-35.10374317	-15.15345648	0.009682798
617.8769531	-35.13839955	-15.1176583	0.009690589
617.9765625	-35.17253438	-15.07643983	0.009697827
618.0761719	-35.20851696	-15.03770053	0.009705229
618.1757813	-35.2481764	-14.99456633	0.009712956
618.2753906	-35.28836111	-14.95736558	0.009720143
618.375	-35.31956787	-14.91480786	0.009727594
618.4746094	-35.3639696	-14.86845128	0.009735351
618.5742188	-35.39803366	-14.83282447	0.009742298
618.6738281	-35.43367351	-14.79090657	0.009750119
618.7734375	-35.47188754	-14.74752091	0.009757478
618.8730469	-35.51492209	-14.70817719	0.009765037
618.9726563	-35.55040548	-14.67090473	0.009772362
619.0722656	-35.58680902	-14.62657284	0.009779691
619.171875	-35.61692799	-14.58661538	0.009787456
619.2714844	-35.66054369	-14.54847958	0.009794597
619.3710938	-35.69899241	-14.50874191	0.009802179
619.4707031	-35.73425228	-14.46667407	0.009809721
619.5703125	-35.77191497	-14.42790963	0.009817059
619.6699219	-35.8022053	-14.38707858	0.009823884
619.7695313	-35.83988661	-14.34520818	0.009831055
619.8691406	-35.87410713	-14.30863328	0.009838261
619.96875	-35.90464333	-14.26698081	0.009845821
620.0683594	-35.93580539	-14.22178373	0.009853031
620.1679688	-35.9777	-14.18640744	0.009859965
620.2675781	-36.01021061	-14.14406113	0.009866908
620.3671875	-36.04306022	-14.09982145	0.009874118
620.4667969	-36.07692311	-14.06344492	0.009881367
620.5664063	-36.11269707	-14.01979104	0.009888151
620.6660156	-36.14233548	-13.98540754	0.0098954
620.765625	-36.17761398	-13.94375693	0.009902886
620.8652344	-36.21289621	-13.90501671	0.009909728
620.9648438	-36.2499852	-13.8595039	0.009916841
621.0644531	-36.28250325	-13.82136252	0.009924606
621.1640625	-36.32013241	-13.78404628	0.009931175
621.2636719	-36.34875009	-13.73919006	0.009938385
621.3632813	-36.38436387	-13.69529683	0.009945694
621.4628906	-36.41926984	-13.65791354	0.009953246
621.5625	-36.45828853	-13.61497771	0.00995992
621.6621094	-36.4868466	-13.57520558	0.00996759
621.7617188	-36.52219216	-13.53191398	0.009974515
621.8613281	-36.56023855	-13.49297352	0.009981048
621.9609375	-36.59091631	-13.46117444	0.009988686
622.0605469	-36.62813941	-13.41624092	0.009995817
622.1601563	-36.66064257	-13.37077655	0.010002782
622.2597656	-36.69113035	-13.33968807	0.010010306
622.359375	-36.73135976	-13.29737436	0.010017192
622.4589844	-36.76056976	-13.25114444	0.01002444
622.5585938	-36.79616863	-13.20836879	0.010031263
622.6582031	-36.83067972	-13.1745087	0.010038739
622.7578125	-36.86961273	-13.12909927	0.010046007
622.8574219	-36.9038854	-13.08911294	0.010053022
622.9570313	-36.93881745	-13.05061951	0.010060488
623.0566406	-36.97937096	-13.00988719	0.010067062
623.15625	-37.01673935	-12.96624728	0.01007417
623.2558594	-37.0545883	-12.92912383	0.010081622
623.3554688	-37.09525356	-12.88445666	0.010088827
623.4550781	-37.12941448	-12.85058539	0.010095927
623.5546875	-37.16725225	-12.81155087	0.010103316
623.6542969	-37.20222527	-12.76609581	0.010110152
623.7539063	-37.23769004	-12.72851508	0.010117586
623.8535156	-37.27943564	-12.6848584	0.010124528
623.953125	-37.32091302	-12.6430979	0.010132047
624.0527344	-37.34991441	-12.60362193	0.010138609
624.1523438	-37.39011402	-12.56565657	0.010145958
624.2519531	-37.42662559	-12.52142712	0.010153607
624.3515625	-37.46383006	-12.48268411	0.010160237
624.4511719	-37.49848644	-12.43972033	0.010167575
624.5507813	-37.54114101	-12.39657868	0.010174689
624.6503906	-37.58075575	-12.36277446	0.01018182
624.75	-37.61287148	-12.32292503	0.010189051
624.8496094	-37.6510855	-12.27255818	0.01019633
624.9492188	-37.6907971	-12.23970205	0.010203181
625.0488281	-37.72680575	-12.20393833	0.010210599
625.1484375	-37.76292617	-12.15842087	0.010217808
625.2480469	-37.8009055	-12.11899612	0.010224915
625.3476563	-37.83945853	-12.07274757	0.010232159
625.4472656	-37.88106257	-12.03937177	0.010239065
625.546875	-37.91757787	-11.99636795	0.010246184
625.6464844	-37.9510049	-11.95586007	0.010253142
625.7460938	-37.98947225	-11.9143771	0.010260144
625.8457031	-38.027012	-11.87897474	0.010267667
625.9453125	-38.05673236	-11.83728501	0.010274714
626.0449219	-38.08923552	-11.79919764	0.010281635
626.1445313	-38.12607492	-11.75977569	0.010288965
626.2441406	-38.15805281	-11.71997469	0.010295818
626.34375	-38.19202001	-11.67750079	0.01030241
626.4433594	-38.22117785	-11.63982507	0.010309319
626.5429688	-38.25714926	-11.5996087	0.010315989
626.6425781	-38.29199935	-11.56220399	0.010323311
626.7421875	-38.32417095	-11.51958946	0.010330432
626.8417969	-38.3578066	-11.47829928	0.010337195
626.9414063	-38.38746364	-11.4420671	0.010344197
627.0410156	-38.42363993	-11.40314434	0.010350869
627.140625	-38.45739106	-11.36189606	0.010357886
627.2402344	-38.49170843	-11.32214349	0.010364777
627.3398438	-38.52481509	-11.28714532	0.010371674
627.4394531	-38.55662534	-11.24027092	0.010378524
627.5390625	-38.59258185	-11.20861713	0.010385782
627.6386719	-38.61780579	-11.16413902	0.010392766
627.7382813	-38.65760679	-11.12383883	0.010399539
627.8378906	-38.69354839	-11.09240297	0.010406565
627.9375	-38.72334699	-11.04583777	0.010413919
628.0371094	-38.75412533	-11.01170667	0.010420753
628.1367188	-38.79026438	-10.96936502	0.010427146
628.2363281	-38.82547209	-10.93471702	0.010434227
628.3359375	-38.85803858	-10.89346502	0.010440937
628.4355469	-38.88730074	-10.84890869	0.010448138
628.5351563	-38.91514356	-10.81262436	0.010455135
628.6347656	-38.95363698	-10.77802666	0.010462075
628.734375	-38.98648287	-10.73485985	0.010468938
628.8339844	-39.02218977	-10.70071105	0.010476157
628.9335938	-39.05464823	-10.65531466	0.01048295
629.0332031	-39.08933813	-10.61318722	0.01049
629.1328125	-39.12382687	-10.57956927	0.010496586
629.2324219	-39.1582262	-10.54311637	0.010503307
629.3320313	-39.18878476	-10.50230954	0.010510203
629.4316406	-39.22215218	-10.46085916	0.010517043
629.53125	-39.25113866	-10.41858178	0.010523778
629.6308594	-39.28567211	-10.38413867	0.010530208
629.7304688	-39.31885699	-10.34260727	0.010537049
629.8300781	-39.35300673	-10.30567102	0.0105432
629.9296875	-39.3896077	-10.2685811	0.0105499
630.0292969	-39.41849361	-10.2241151	0.010557096
630.1289063	-39.45214788	-10.18664334	0.010563294
630.2285156	-39.48880846	-10.14788635	0.010570006
630.328125	-39.51842824	-10.10778267	0.010576457
630.4277344	-39.55346832	-10.06724872	0.010582613
630.5273438	-39.58385924	-10.03019139	0.010589573
630.6269531	-39.61134443	-9.99298878	0.010596394
630.7265625	-39.65533266	-9.949901141	0.010602852
630.8261719	-39.68354429	-9.912460111	0.010609915
630.9257813	-39.71716876	-9.871587157	0.010616563
631.0253906	-39.75090126	-9.832853451	0.010623395
631.125	-39.78285307	-9.792025201	0.010629591
631.2246094	-39.81926406	-9.750627913	0.010636255
631.3242188	-39.85508645	-9.712401778	0.010642955
631.4238281	-39.88571951	-9.680820629	0.0106494
631.5234375	-39.92206345	-9.638427757	0.010656137
631.6230469	-39.95003665	-9.594485164	0.010663069
631.7226563	-39.98570631	-9.558309801	0.010669695
631.8222656	-40.01487905	-9.518267587	0.010676174
631.921875	-40.04947955	-9.480383247	0.010683215
632.0214844	-40.08399809	-9.439510293	0.010689295
632.1210938	-40.12054319	-9.401411749	0.010695857
632.2207031	-40.15243912	-9.368924424	0.010702864
632.3203125	-40.18522913	-9.327644482	0.010709162
632.4199219	-40.21633903	-9.282717481	0.010715848
632.5195313	-40.2467523	-9.246179834	0.010722524
632.6191406	-40.28061146	-9.2091728	0.010728495
632.71875	-40.31326736	-9.161062539	0.010735529
632.8183594	-40.34452627	-9.121023118	0.010741889
632.9179688	-40.37981222	-9.085589088	0.010748074
633.0175781	-40.40835912	-9.04224813	0.010754645
633.1171875	-40.43927903	-8.99939239	0.010761123
633.2167969	-40.47383109	-8.958267979	0.010767886
633.3164063	-40.50631563	-8.920871653	0.010773925
633.4160156	-40.53671027	-8.876267821	0.010780281
633.515625	-40.56945185	-8.83614365	0.010786984
633.6152344	-40.60384373	-8.794683032	0.010793411
633.7148438	-40.63563908	-8.755923249	0.010799922
633.8144531	-40.66736365	-8.711323142	0.010806106
633.9140625	-40.69983701	-8.671920747	0.010812288
634.0136719	-40.72744141	-8.629463613	0.010819367
634.1132813	-40.76833392	-8.590116166	0.010825627
634.2128906	-40.79789037	-8.552096784	0.01083211
634.3125	-40.82876558	-8.511798456	0.010838926
634.4121094	-40.85898886	-8.469676599	0.010844373
634.5117188	-40.89114929	-8.425662294	0.010851325
634.6113281	-40.92608134	-8.383480832	0.010857528
634.7109375	-40.95415512	-8.345167153	0.010864051
634.8105469	-40.99383319	-8.301990107	0.010870722
634.9101563	-41.02618734	-8.260400966	0.010877065
635.0097656	-41.05423877	-8.221152239	0.010883597
635.109375	-41.08426461	-8.180691861	0.010890321
635.2089844	-41.11697266	-8.141528815	0.010896278
635.3085938	-41.14738966	-8.097351529	0.010902959
635.4082031	-41.18132333	-8.05742573	0.010908973
635.5078125	-41.21842349	-8.017354645	0.010915657
635.6074219	-41.24890382	-7.971625775	0.010922373
635.7070313	-41.27983118	-7.930503227	0.010928472
635.8066406	-41.30671287	-7.895591669	0.010935092
635.90625	-41.34672994	-7.851518691	0.010941217
636.0058594	-41.37858862	-7.80774327	0.010947598
636.1054688	-41.40505681	-7.768034469	0.010953703
636.2050781	-41.44396747	-7.724666968	0.010959831
636.3046875	-41.47186244	-7.690528873	0.010966412
636.4042969	-41.50750975	-7.639082614	0.01097188
636.5039063	-41.53664524	-7.61113083	0.010978513
636.6035156	-41.57143945	-7.565502543	0.010984175
636.703125	-41.60238171	-7.527709007	0.010990727
636.8027344	-41.63436333	-7.483441848	0.01099695
636.9023438	-41.66481758	-7.441646419	0.011003093
637.0019531	-41.70035685	-7.402261719	0.011009199
637.1015625	-41.73134381	-7.360371295	0.011015266
637.2011719	-41.76160435	-7.319226395	0.011021501
637.3007813	-41.79445023	-7.277932018	0.011027391
637.4003906	-41.8273967	-7.242274471	0.011033608
637.5	-41.85809682	-7.196086925	0.011039824
637.5996094	-41.89530129	-7.150970865	0.011045831
637.6992188	-41.92401583	-7.111690007	0.011052306
637.7988281	-41.94931055	-7.067622617	0.011058237
637.8984375	-41.9910189	-7.02689914	0.011064372
637.9980469	-42.02405477	-6.991798989	0.011070729
638.0976563	-42.04855973	-6.95143966	0.011076836
638.1972656	-42.07972924	-6.905370858	0.011082461
638.296875	-42.11607689	-6.870174315	0.011088945
638.3964844	-42.15385879	-6.828667596	0.01109526
638.4960938	-42.17718656	-6.784673315	0.01110138
638.5957031	-42.21478219	-6.737836637	0.011107581
638.6953125	-42.25173707	-6.698657759	0.011113266
638.7949219	-42.27769861	-6.660931744	0.011119797
638.8945313	-42.31062273	-6.617724895	0.011125387
638.9941406	-42.34191889	-6.58078678	0.011132118
639.09375	-42.37118105	-6.542870309	0.01113853
639.1933594	-42.40729029	-6.498270202	0.011144598
639.2929688	-42.43802393	-6.46065129	0.011150456
639.3925781	-42.46498758	-6.418241188	0.01115635
639.4921875	-42.49737153	-6.375483237	0.011162546
639.5917969	-42.52142946	-6.338816136	0.011168503
639.6914063	-42.55116472	-6.292951759	0.011174462
639.7910156	-42.58304576	-6.253368687	0.011180248
639.890625	-42.60884712	-6.217764225	0.011186256
639.9902344	-42.63702149	-6.174643524	0.011192176
640.0898438	-42.66616071	-6.13913266	0.011198283
640.1894531	-42.69028941	-6.097979844	0.011203838
640.2890625	-42.72036741	-6.054102443	0.011210019
640.3886719	-42.75383169	-6.01883512	0.01121594
640.4882813	-42.78171176	-5.981005263	0.011222187
640.5878906	-42.80994201	-5.940456875	0.011227866
640.6875	-42.8353932	-5.897775758	0.011234228
640.7871094	-42.8616863	-5.854133982	0.011239557
640.8867188	-42.88875798	-5.818066187	0.011246042
640.9863281	-42.92151818	-5.77241322	0.011252033
641.0859375	-42.95002411	-5.738773849	0.011257965
641.1855469	-42.97436143	-5.701478571	0.011263755
641.2851563	-43.00273696	-5.6591467	0.011269724
641.3847656	-43.03276653	-5.617442541	0.011276069
641.484375	-43.06405897	-5.576210562	0.011281903
641.5839844	-43.09107477	-5.532374606	0.011287724
641.6835938	-43.12584663	-5.496619269	0.011293872
641.7832031	-43.14698765	-5.460631568	0.011299766
641.8828125	-43.17655901	-5.422676448	0.011305707
641.9824219	-43.2056349	-5.378381815	0.011311547
642.0820313	-43.23263953	-5.336956587	0.01131764
642.1816406	-43.26222951	-5.299118813	0.011323455
642.28125	-43.29348842	-5.26054902	0.011329222
642.3808594	-43.32390542	-5.223183893	0.011335403
642.4804688	-43.34694634	-5.180925597	0.01134134
642.5800781	-43.37250928	-5.140357185	0.011347351
642.6796875	-43.40534771	-5.10254642	0.01135345
642.7792969	-43.43634958	-5.061640404	0.011359681
