Time[sec]	Top_Inplane_Disp[mm]	Top_Inplane_Rotation[%rad]
26.79492188	0.187195066	5.40E-05
26.89453125	0.191791347	4.31E-05
26.99414063	0.187931146	2.64E-05
27.09375	0.18721848	3.20E-05
27.19335938	0.187494559	1.77E-06
27.29296875	0.187823025	2.63E-05
27.39257813	0.188318401	5.03E-05
27.4921875	0.187828758	2.12E-05
27.59179688	0.186713529	8.61E-06
27.69140625	0.18269835	5.01E-05
27.79101563	0.183521901	4.92E-05
27.890625	0.183811906	2.93E-05
27.99023438	0.186476289	1.95E-05
28.08984375	0.186725214	1.80E-05
28.18945313	0.185475161	3.71E-05
28.2890625	0.188672857	3.76E-05
28.38867188	0.186712001	4.08E-05
28.48828125	0.184511911	2.92E-05
28.58789063	0.185915254	3.25E-05
28.6875	0.186394434	6.26E-05
28.78710938	0.185198238	-1.00E-06
28.88671875	0.185252429	2.92E-05
28.98632813	0.185779572	3.14E-05
29.0859375	0.181576877	4.02E-05
29.18554688	0.186855817	4.07E-05
29.28515625	0.186740435	4.24E-06
29.38476563	0.186340418	2.87E-05
29.484375	0.186924983	2.92E-05
29.58398438	0.180667397	2.92E-05
29.68359375	0.189054394	1.66E-05
29.78320313	0.188029851	1.61E-05
29.8828125	0.185386089	5.61E-05
29.98242188	0.187274825	3.17E-05
30.08203125	0.183279059	2.86E-05
30.18164063	0.190043647	6.24E-05
30.28125	0.189701226	2.90E-05
30.38085938	0.183750642	8.63E-05
30.48046875	0.187871949	6.50E-05
30.58007813	0.186056059	3.83E-05
30.6796875	0.184865916	2.53E-05
30.77929688	0.185822704	-1.28E-06
30.87890625	0.184475211	2.58E-05
30.97851563	0.18933363	1.70E-05
31.078125	0.189316808	1.65E-05
31.17773438	0.188032107	5.29E-05
31.27734375	0.183927026	3.62E-05
31.37695313	0.185405734	2.89E-05
31.4765625	0.185346478	2.10E-05
31.57617188	0.185284749	2.89E-05
31.67578125	0.187636542	4.84E-06
31.77539063	0.190039354	5.84E-05
31.875	0.187940066	3.25E-05
31.97460938	0.186207981	2.83E-05
32.07421875	0.189792016	2.88E-05
32.17382813	0.183569224	1.20E-05
32.2734375	0.185306752	3.12E-05
32.37304688	0.182566466	-2.05E-06
32.47265625	0.186162986	3.23E-05
32.57226563	0.186312856	6.24E-06
32.671875	0.186872727	2.86E-05
32.77148438	0.185724843	2.58E-06
32.87109375	0.190205494	3.12E-05
32.97070313	0.184165299	-1.16E-07
33.0703125	0.184749166	2.75E-05
33.16992188	0.189848884	2.54E-05
33.26953125	0.187036872	3.75E-05
33.36914063	0.191981322	8.79E-05
33.46875	0.187726619	2.96E-05
33.56835938	0.185179073	3.01E-05
33.66796875	0.184899225	6.14E-05
33.76757813	0.18715694	4.89E-05
33.8671875	0.185771336	2.54E-05
33.96679688	0.185010096	2.85E-05
34.06640625	0.185292942	2.38E-05
34.16601563	0.188306454	2.84E-05
34.265625	0.188166305	2.85E-05
34.36523438	0.190357532	2.85E-05
34.46484375	0.188173595	4.04E-05
34.56445313	0.187368569	-5.03E-06
34.6640625	0.185244309	2.84E-05
34.76367188	0.187381083	5.29E-05
34.86328125	0.186754944	3.83E-05
34.96289063	0.186697405	4.07E-05
35.0625	0.187180514	3.77E-05
35.16210938	0.185687502	2.83E-05
35.26171875	0.1856335	1.58E-05
35.36132813	0.187367899	2.88E-05
35.4609375	0.186852703	2.04E-05
35.56054688	0.182955555	6.16E-05
35.66015625	0.183671378	2.77E-05
35.75976563	0.188625374	2.84E-05
35.859375	0.184933495	1.00E-05
35.95898438	0.18556531	2.46E-05
36.05859375	0.189399303	2.82E-05
36.15820313	0.187651953	1.94E-05
36.2578125	0.189710816	2.82E-05
36.35742188	0.182293908	5.83E-05
36.45703125	0.183804965	2.40E-05
36.55664063	0.185647295	2.03E-05
36.65625	0.183785742	5.73E-05
36.75585938	0.181774434	2.81E-05
36.85546875	0.186196427	2.91E-05
36.95507813	0.184225079	6.71E-06
37.0546875	0.182753589	2.03E-06
37.15429688	0.185043478	6.08E-05
37.25390625	0.188397011	3.80E-05
37.35351563	0.183235286	6.10E-06
37.453125	0.189642305	2.34E-05
37.55273438	0.184789198	4.43E-05
37.65234375	0.183706856	2.81E-05
37.75195313	0.187201193	2.79E-05
37.8515625	0.189563143	2.79E-05
37.95117188	0.187036247	2.79E-05
38.05078125	0.185008539	3.05E-05
38.15039063	0.184779346	2.79E-05
38.25	0.184477132	4.72E-05
38.34960938	0.184026037	3.46E-05
38.44921875	0.190320701	3.61E-05
38.54882813	0.182394768	5.69E-05
38.6484375	0.18740732	2.42E-05
38.74804688	0.184948338	1.73E-05
38.84765625	0.188470629	2.74E-05
38.94726563	0.181568263	2.77E-05
39.046875	0.187690384	1.57E-05
39.14648438	0.187805213	2.77E-05
39.24609375	0.187771584	2.75E-06
39.34570313	0.188605118	2.72E-05
39.4453125	0.191058702	6.33E-06
39.54492188	0.187061625	6.85E-06
39.64453125	0.189911065	1.99E-05
39.74414063	0.185278259	2.71E-05
39.84375	0.187422629	2.77E-05
39.94335938	0.188406979	-5.54E-06
40.04296875	0.185590674	5.99E-05
40.14257813	0.182124117	2.71E-05
40.2421875	0.18811367	-5.75E-06
40.34179688	0.188814985	5.93E-05
40.44140625	0.183856813	4.12E-06
40.54101563	0.186960344	2.72E-05
40.640625	0.181532509	2.44E-05
40.74023438	0.189174432	2.75E-05
40.83984375	0.186607765	4.90E-05
40.93945313	0.184272052	2.95E-05
41.0390625	0.187188576	2.71E-05
41.13867188	0.189327693	3.66E-06
41.23828125	0.190189705	5.81E-05
41.33789063	0.189173777	2.44E-05
41.4375	0.181343479	4.99E-05
41.53710938	0.18615005	2.74E-05
41.63671875	0.185219455	2.70E-05
41.73632813	0.1841005	-9.55E-06
41.8359375	0.183621087	2.58E-05
41.93554688	0.185235156	-5.38E-06
42.03515625	0.186003628	1.43E-05
42.13476563	0.183782409	2.74E-05
42.234375	0.184651595	8.27E-06
42.33398438	0.184886812	2.73E-05
42.43359375	0.186179721	3.94E-05
42.53320313	0.185600147	5.19E-05
42.6328125	0.185306213	-1.85E-05
42.73242188	0.185956203	2.31E-05
42.83203125	0.190463994	5.08E-05
42.93164063	0.184924269	5.29E-06
43.03125	0.183048105	3.30E-05
43.13085938	0.186240766	-1.89E-06
43.23046875	0.181166979	2.68E-05
43.33007813	0.188325386	-3.00E-06
43.4296875	0.184061981	2.98E-05
43.52929688	0.184270917	2.72E-05
43.62890625	0.186389065	1.17E-05
43.72851563	0.184170756	2.77E-05
43.828125	0.189434577	2.20E-05
43.92773438	0.186621808	6.26E-06
44.02734375	0.187678364	2.71E-05
44.12695313	0.185631405	2.57E-05
44.2265625	0.187715719	3.59E-05
44.32617188	0.18478882	-3.10E-06
44.42578125	0.183988173	3.65E-05
44.52539063	0.186605728	2.96E-05
44.625	0.184113727	2.70E-05
44.72460938	0.185905403	3.43E-05
44.82421875	0.188334059	-2.75E-06
44.92382813	0.191298896	2.74E-05
45.0234375	0.182991556	2.17E-05
45.12304688	0.18202675	2.70E-05
45.22265625	0.18388305	7.15E-06
45.32226563	0.185993893	3.73E-05
45.421875	0.184774428	-2.26E-06
45.52148438	0.19023694	3.01E-05
45.62109375	0.185222874	2.64E-05
45.72070313	0.189910657	-3.33E-06
45.8203125	0.189427548	3.46E-05
45.91992188	0.186469159	2.27E-05
46.01953125	0.185477882	2.68E-05
46.11914063	0.190090053	3.68E-05
46.21875	0.185115961	1.80E-05
46.31835938	0.183817538	9.10E-06
46.41796875	0.183359021	2.68E-05
46.51757813	0.188191843	2.68E-05
46.6171875	0.189666112	3.04E-05
46.71679688	0.18597742	2.63E-05
46.81640625	0.186348203	1.54E-05
46.91601563	0.185695491	4.76E-05
47.015625	0.185088138	5.64E-05
47.11523438	0.187407262	-6.12E-06
47.21484375	0.188689111	1.53E-05
47.31445313	0.186348945	1.21E-05
47.4140625	0.185412035	2.61E-05
47.51367188	0.187023397	3.25E-05
47.61328125	0.188311751	2.66E-05
47.71289063	0.18831862	-4.73E-06
47.8125	0.184997669	2.92E-05
47.91210938	0.186989084	2.65E-05
48.01171875	0.186825098	1.72E-05
48.11132813	0.184339762	-5.70E-06
48.2109375	0.188924532	1.36E-05
48.31054688	0.189863873	4.57E-05
48.41015625	0.188288002	4.56E-06
48.50976563	0.188870166	2.47E-06
48.609375	0.187714642	1.82E-05
48.70898438	0.185788784	2.70E-05
48.80859375	0.183637225	2.07E-05
48.90820313	0.186257792	5.51E-05
49.0078125	0.188097678	3.64E-05
49.10742188	0.185440702	4.68E-05
49.20703125	0.184675228	5.56E-06
49.30664063	0.182311807	1.55E-05
49.40625	0.185214521	3.95E-05
49.50585938	0.188758553	2.74E-05
49.60546875	0.183531345	2.75E-05
49.70507813	0.189332088	3.63E-05
49.8046875	0.187507641	2.58E-05
49.90429688	0.186769132	4.40E-06
50.00390625	0.18635788	-6.33E-06
50.10351563	0.186604419	2.57E-05
50.203125	0.183437718	5.85E-05
50.30273438	0.18858751	5.85E-05
50.40234375	0.184644698	2.63E-05
50.50195313	0.182651769	7.03E-06
50.6015625	0.18784948	3.29E-05
50.70117188	0.187555095	2.63E-05
50.80078125	0.187493162	2.87E-05
50.90039063	0.189928003	-7.66E-06
51	0.185184064	-2.42E-06
51.09960938	0.188115591	1.47E-05
51.19921875	0.185620811	1.78E-05
51.29882813	0.187448546	-7.26E-06
51.3984375	0.192805644	2.56E-05
51.49804688	0.188472695	2.82E-05
51.59765625	0.184091681	-3.05E-06
51.69726563	0.184435557	-6.17E-06
51.796875	0.183749493	-3.07E-06
51.89648438	0.188238701	2.60E-05
51.99609375	0.184898177	2.60E-05
52.09570313	0.187144688	2.57E-05
52.1953125	0.186593257	2.96E-05
52.29492188	0.189338112	4.07E-05
52.39453125	0.185680023	2.54E-05
52.49414063	0.187783793	-7.38E-06
52.59375	0.184249118	-2.93E-05
52.69335938	0.186205812	-0.00010638
52.79296875	0.204204567	-0.000241259
52.89257813	0.212595842	-0.000503752
52.9921875	0.227368495	-0.00073975
53.09179688	0.23670432	-0.001041265
53.19140625	0.2465953	-0.001336541
53.29101563	0.256438158	-0.001606764
53.390625	0.262578222	-0.00187722
53.49023438	0.28102877	-0.002202182
53.58984375	0.284279377	-0.002470356
53.68945313	0.297066115	-0.002710428
53.7890625	0.306279544	-0.003003236
53.88867188	0.310802658	-0.00327304
53.98828125	0.325131987	-0.003540749
54.08789063	0.334750861	-0.003806781
54.1875	0.347382564	-0.004052091
54.28710938	0.354282383	-0.004352769
54.38671875	0.366020366	-0.004642271
54.48632813	0.376804906	-0.004894868
54.5859375	0.389011868	-0.005174056
54.68554688	0.395242445	-0.005481346
54.78515625	0.406225503	-0.005708402
54.88476563	0.416264054	-0.006005773
54.984375	0.427272316	-0.006251736
55.08398438	0.435331662	-0.006540213
55.18359375	0.449246581	-0.006836979
55.28320313	0.455291156	-0.007131905
55.3828125	0.465589314	-0.00736427
55.48242188	0.477186608	-0.007652189
55.58203125	0.489039929	-0.007906929
55.68164063	0.500209921	-0.008150097
55.78125	0.508579775	-0.008503161
55.88085938	0.515302236	-0.00876307
55.98046875	0.536769454	-0.009016832
56.08007813	0.541600981	-0.009305798
56.1796875	0.546927738	-0.009574182
56.27929688	0.561046065	-0.009848527
56.37890625	0.565240509	-0.010138727
56.47851563	0.578187814	-0.010403618
56.578125	0.590236916	-0.010673027
56.67773438	0.600978266	-0.010917871
56.77734375	0.606482965	-0.011206372
56.87695313	0.620636565	-0.0114772
56.9765625	0.629835296	-0.011773012
57.07617188	0.639764243	-0.012030918
57.17578125	0.64977369	-0.012307335
57.27539063	0.663223444	-0.012582866
57.375	0.677327451	-0.012843916
57.47460938	0.681124511	-0.013107411
57.57421875	0.688420841	-0.013427716
57.67382813	0.697285228	-0.013682945
57.7734375	0.712901412	-0.013940246
57.87304688	0.721057935	-0.014206395
57.97265625	0.732119428	-0.014506886
58.07226563	0.740161922	-0.014748517
58.171875	0.749286555	-0.015027751
58.27148438	0.762183336	-0.015297532
58.37109375	0.773648208	-0.01557623
58.47070313	0.778540387	-0.015900703
58.5703125	0.791878207	-0.016152766
58.66992188	0.797744375	-0.016457471
58.76953125	0.808145909	-0.016706274
58.86914063	0.822798931	-0.016973051
58.96875	0.834432489	-0.017207465
59.06835938	0.842295005	-0.017507281
59.16796875	0.854530721	-0.017773197
59.26757813	0.860428088	-0.018006354
59.3671875	0.873562356	-0.01830745
59.46679688	0.881232962	-0.018615881
59.56640625	0.892452081	-0.018886058
59.66601563	0.907955226	-0.019174558
59.765625	0.913097407	-0.019455911
59.86523438	0.925889413	-0.019729813
59.96484375	0.935867371	-0.019971491
60.06445313	0.944110856	-0.020251214
60.1640625	0.959704455	-0.020540273
60.26367188	0.96636574	-0.020785071
60.36328125	0.976283976	-0.021051732
60.46289063	0.98506466	-0.021339231
60.5625	0.992718618	-0.021607056
60.66210938	1.007026527	-0.021873089
60.76171875	1.012782566	-0.022196467
60.86132813	1.024289755	-0.022415281
60.9609375	1.034713816	-0.022673118
61.06054688	1.046334393	-0.022993912
61.16015625	1.050488907	-0.023208465
61.25976563	1.06537214	-0.023491797
61.359375	1.077527995	-0.02381939
61.45898438	1.08896289	-0.024076761
61.55859375	1.09290285	-0.024339254
61.65820313	1.108088996	-0.024617813
61.7578125	1.114663901	-0.024887105
61.85742188	1.123619732	-0.025166874
61.95703125	1.138495747	-0.025414838
62.05664063	1.144238748	-0.025727786
62.15625	1.157177147	-0.025972584
62.25585938	1.167651266	-0.026258966
62.35546875	1.180811203	-0.026543881
62.45507813	1.186540583	-0.026800693
62.5546875	1.195652992	-0.027076807
62.65429688	1.212819363	-0.027348055
62.75390625	1.213466167	-0.027606986
62.85351563	1.224001055	-0.027885986
62.953125	1.236991026	-0.028199074
63.05273438	1.246515312	-0.028437749
63.15234375	1.257908298	-0.028727273
63.25195313	1.266289386	-0.028986624
63.3515625	1.27880089	-0.029260083
63.45117188	1.288259984	-0.029557943
63.55078125	1.295344904	-0.029805978
63.65039063	1.306780847	-0.030068913
63.75	1.316694659	-0.030330848
63.84960938	1.324901124	-0.030607008
63.94921875	1.335651148	-0.030873017
64.04882813	1.34790712	-0.031161145
64.1484375	1.358148409	-0.031440286
64.24804688	1.366599696	-0.031697471
64.34765625	1.379261957	-0.03198504
64.44726563	1.387952128	-0.032273075
64.546875	1.397424727	-0.03248984
64.64648438	1.403503586	-0.032782904
64.74609375	1.418411033	-0.033086585
64.84570313	1.429731259	-0.0333403
64.9453125	1.44089479	-0.033640233
65.04492188	1.445520669	-0.033906451
65.14453125	1.460037893	-0.034150132
65.24414063	1.466777176	-0.034406432
65.34375	1.480095321	-0.034704385
65.44335938	1.490209368	-0.034948601
65.54296875	1.498484286	-0.035227183
65.64257813	1.507431851	-0.035518873
65.7421875	1.523944899	-0.035809586
65.84179688	1.529452624	-0.036069425
65.94140625	1.541249221	-0.036312058
66.04101563	1.55392685	-0.036648125
66.140625	1.559425378	-0.036904332
66.24023438	1.570146065	-0.037192833
66.33984375	1.581771066	-0.037444429
66.43945313	1.588020474	-0.037717866
66.5390625	1.60169322	-0.037999055
66.63867188	1.608202234	-0.038273563
66.73828125	1.622328535	-0.038536638
66.83789063	1.631103107	-0.038799527
66.9375	1.638881629	-0.039073639
67.03710938	1.651737606	-0.039341697
67.13671875	1.661294373	-0.039606937
67.23632813	1.674026367	-0.039894506
67.3359375	1.682343893	-0.040182518
67.43554688	1.692457823	-0.040431344
67.53515625	1.702245791	-0.040718447
67.63476563	1.715288498	-0.040974165
67.734375	1.724270754	-0.041261013
67.83398438	1.730385819	-0.041539734
67.93359375	1.74833904	-0.041786092
68.03320313	1.758892671	-0.042073126
68.1328125	1.762363827	-0.042348099
68.23242188	1.772907795	-0.042607076
68.33203125	1.784887747	-0.042876252
68.43164063	1.792518189	-0.043162145
68.53125	1.803034917	-0.043419958
68.63085938	1.810184913	-0.043746573
68.73046875	1.823194907	-0.043967343
68.83007813	1.830264344	-0.044245459
68.9296875	1.843584236	-0.044557475
69.02929688	1.85467815	-0.044759014
69.12890625	1.864229329	-0.045076292
69.22851563	1.874123001	-0.045369356
69.328125	1.880630036	-0.045624678
69.42773438	1.895506401	-0.045929779
69.52734375	1.905549434	-0.04620587
69.62695313	1.912324107	-0.046439795
69.7265625	1.925977063	-0.046706409
69.82617188	1.936617773	-0.046981312
69.92578125	1.945485943	-0.047267345
70.02539063	1.953633502	-0.047520525
70.125	1.967716729	-0.04778388
70.22460938	1.977071865	-0.048094429
70.32421875	1.985629089	-0.048352242
70.42382813	1.995570492	-0.048636179
70.5234375	2.006271156	-0.048906379
70.62304688	2.015419304	-0.049173087
70.72265625	2.024059882	-0.049449597
70.82226563	2.035750309	-0.049706455
70.921875	2.046289155	-0.050006947
71.02148438	2.054799348	-0.050246017
71.12109375	2.062108601	-0.050527882
71.22070313	2.07793829	-0.05080644
71.3203125	2.083872911	-0.051053357
71.41992188	2.096543089	-0.051318412
71.51953125	2.111481968	-0.051616412
71.61914063	2.115827519	-0.051905401
71.71875	2.126688603	-0.052161142
71.81835938	2.13353429	-0.052443938
71.91796875	2.150830813	-0.05270266
72.01757813	2.158920979	-0.052958587
72.1171875	2.173828892	-0.053256401
72.21679688	2.178069437	-0.053532352
72.31640625	2.188643673	-0.053797592
72.41601563	2.198636066	-0.054038176
72.515625	2.20984593	-0.054363324
72.61523438	2.220018767	-0.054618018
72.71484375	2.229353646	-0.054891361
72.81445313	2.237327397	-0.055140327
72.9140625	2.248797333	-0.055443938
73.01367188	2.261177637	-0.055718492
73.11328125	2.269447548	-0.055961078
73.21289063	2.278574742	-0.056264829
