Time[sec]	Top_Inplane_Disp[mm]	Top_Inplane_Rotation[%rad]
23.5078125	0.941993552	5.73E-05
23.60742188	0.9289562	3.74E-05
23.70703125	0.914500968	4.91E-05
23.80664063	0.90244459	7.31E-05
23.90625	0.887955772	4.71E-05
24.00585938	0.878026942	4.98E-05
24.10546875	0.860562548	2.58E-05
24.20507813	0.84545766	4.84E-05
24.3046875	0.828434539	5.00E-05
24.40429688	0.815207022	4.99E-05
24.50390625	0.801350223	5.02E-05
24.60351563	0.784712669	4.94E-05
24.703125	0.7691707	5.20E-05
24.80273438	0.754498702	6.02E-05
24.90234375	0.746672624	5.95E-05
25.00195313	0.728965097	4.90E-05
25.1015625	0.714609923	6.81E-05
25.20117188	0.70108159	4.24E-05
25.30078125	0.689098262	3.58E-05
25.40039063	0.670443755	5.00E-05
25.5	0.65945863	5.64E-05
25.59960938	0.646102126	3.86E-05
25.69921875	0.630691764	3.35E-05
25.79882813	0.616470701	5.74E-05
25.8984375	0.601320178	4.98E-05
25.99804688	0.582532492	1.61E-05
26.09765625	0.571444223	6.98E-08
26.19726563	0.556274957	4.25E-05
26.296875	0.543448084	5.55E-05
26.39648438	0.530384306	3.32E-05
26.49609375	0.517009175	2.93E-05
26.59570313	0.501647475	9.79E-06
26.6953125	0.486802164	3.46E-05
26.79492188	0.470965169	6.39E-05
26.89453125	0.457316724	5.91E-05
26.99414063	0.442285178	7.84E-05
27.09375	0.428747764	2.53E-05
27.19335938	0.414481707	2.30E-05
27.29296875	0.399452489	4.95E-05
27.39257813	0.38564048	5.50E-05
27.4921875	0.374336727	5.24E-05
27.59179688	0.358481309	4.85E-05
27.69140625	0.344724191	3.62E-05
27.79101563	0.329275616	4.36E-05
27.890625	0.314769073	6.83E-05
27.99023438	0.29981471	4.82E-05
28.08984375	0.288465351	6.93E-06
28.18945313	0.272474514	3.95E-05
28.2890625	0.256191241	5.98E-05
28.38867188	0.244804076	5.64E-05
28.48828125	0.232252947	5.19E-05
28.58789063	0.213098872	3.10E-05
28.6875	0.205722143	8.00E-05
28.78710938	0.186551551	6.01E-05
28.88671875	0.173657405	2.51E-05
28.98632813	0.157936272	5.01E-05
29.0859375	0.142029006	2.59E-05
29.18554688	0.134252856	5.04E-05
29.28515625	0.118636875	2.02E-05
29.38476563	0.107563435	4.69E-05
29.484375	0.086099484	5.63E-05
29.58398438	0.071238341	6.65E-05
29.68359375	0.062212479	5.19E-05
29.78320313	0.04787877	1.07E-05
29.8828125	0.032501655	7.92E-05
29.98242188	0.01547942	2.83E-05
30.08203125	0.00264259	4.51E-05
30.18164063	-0.006174577	3.34E-05
30.28125	-0.003107431	3.59E-05
30.38085938	-0.009719693	-2.19E-06
30.48046875	-0.006924236	-3.54E-05
30.58007813	-0.011572497	6.93E-06
30.6796875	-0.009901059	3.57E-05
30.77929688	-0.011995723	-1.47E-05
30.87890625	-0.011737457	3.07E-06
30.97851563	-0.013861597	1.43E-05
31.078125	-0.008843776	1.42E-05
31.17773438	-0.007809465	1.37E-05
205.2949219	0.002300232	7.45E-07
205.3945313	-0.001710438	3.28E-06
205.4941406	0.002571133	2.03E-05
205.59375	-0.000462043	-4.51E-06
205.6933594	-0.000220691	-1.23E-05
205.7929688	-0.004089424	-8.85E-06
205.8925781	-0.002202221	1.29E-06
205.9921875	0.003729203	1.66E-05
206.0917969	-0.00289805	-1.41E-06
206.1914063	0.00040779	1.25E-05
206.2910156	0.001451158	-8.03E-06
206.390625	0.001789044	3.71E-06
206.4902344	-0.002516272	-2.56E-07
206.5898438	-0.000441607	1.13E-05
206.6894531	-0.003260219	-1.28E-05
206.7890625	0.004014219	-1.03E-05
206.8886719	0.00066866	-1.35E-05
206.9882813	0.001394701	-2.72E-05
207.0878906	-0.000655315	1.05E-05
207.1875	-0.002600565	1.86E-05
207.2871094	0.001152213	-7.99E-06
207.3867188	0.000771399	-2.01E-05
207.4863281	-0.003722086	8.28E-06
207.5859375	-0.000872184	-2.03E-05
207.6855469	-0.000953367	-9.14E-06
207.7851563	0.002852095	3.49E-08
207.8847656	0.003344046	-3.46E-05
207.984375	-0.001501421	2.99E-05
208.0839844	0.002698103	-2.19E-05
208.1835938	-0.001481151	6.14E-06
208.2832031	-0.003117921	-5.91E-06
208.3828125	0.001198305	-1.30E-05
208.4824219	-6.10E-05	-2.90E-05
208.5820313	0.002896948	-1.14E-05
208.6816406	-0.000880385	-1.05E-05
208.78125	-0.002671585	-2.78E-05
208.8808594	-0.000663042	-4.02E-05
208.9804688	-0.004899612	8.70E-06
209.0800781	0.000452539	-3.18E-05
209.1796875	0.001162986	-2.74E-05
209.2792969	0.001344599	6.40E-06
209.3789063	0.001310616	-1.18E-05
209.4785156	-0.000982332	-9.94E-06
209.578125	0.002086126	1.83E-05
209.6777344	0.001160347	-7.26E-06
209.7773438	-0.003890049	1.07E-05
209.8769531	-0.000162659	-1.28E-05
209.9765625	0.003728326	-1.58E-06
210.0761719	-0.002475371	-1.06E-05
210.1757813	0.002516718	-1.29E-05
210.2753906	-0.001758915	9.78E-06
210.375	-1.59E-05	-7.21E-06
210.4746094	-0.00066564	-1.14E-05
210.5742188	-0.000136913	-1.15E-05
210.6738281	0.002233803	-1.31E-05
210.7734375	-0.001614236	1.33E-05
210.8730469	0.002142291	5.91E-06
210.9726563	0.000898945	-8.07E-06
211.0722656	4.71E-05	1.20E-05
211.171875	0.000474075	-1.85E-05
211.2714844	-0.005206289	-3.03E-05
211.3710938	0.002552923	-1.92E-05
211.4707031	-0.001998954	2.62E-06
211.5703125	0.003548318	7.33E-06
211.6699219	-0.002103645	2.97E-05
211.7695313	-0.001446641	-1.10E-05
211.8691406	0.001352338	-1.93E-05
211.96875	-0.000730282	-1.37E-06
212.0683594	0.001567529	-1.66E-05
212.1679688	-0.001692607	1.85E-05
212.2675781	-0.000201268	4.48E-06
212.3671875	-0.000500905	-1.47E-06
212.4667969	-0.003728881	2.05E-05
212.5664063	0.000415562	1.13E-05
212.6660156	-4.48E-05	1.10E-05
212.765625	0.001724551	-1.12E-05
212.8652344	-0.0019386	-9.70E-06
212.9648438	0.002519045	-8.06E-06
213.0644531	-0.007692011	-2.08E-05
213.1640625	0.000366428	1.00E-05
213.2636719	0.001256557	2.79E-07
213.3632813	-5.69E-06	7.39E-06
213.4628906	0.002349214	-3.48E-05
213.5625	0.000535231	-3.84E-07
213.6621094	0.002414631	7.63E-06
213.7617188	0.003051575	-1.46E-05
213.8613281	-0.002492895	-3.33E-05
213.9609375	0.005204768	2.98E-05
214.0605469	0.000478211	-3.28E-05
214.1601563	0.003186993	-3.51E-05
214.2597656	0.000107674	-3.94E-05
214.359375	0.000738338	-2.00E-05
214.4589844	-0.000905417	4.42E-06
214.5585938	-0.002820032	-3.15E-05
214.6582031	0.003071298	2.25E-05
214.7578125	0.002970723	4.51E-05
214.8574219	0.006243249	2.45E-05
214.9570313	0.001924722	4.81E-05
215.0566406	-0.003060849	5.61E-05
215.15625	0.001865855	2.25E-05
215.2558594	-0.001928904	2.23E-05
215.3554688	0.00025426	5.05E-05
215.4550781	0.004100807	6.87E-05
215.5546875	-0.000877021	3.51E-05
215.6542969	0.005482269	-1.08E-05
215.7539063	-0.002130731	-3.61E-07
215.8535156	-0.003206576	-2.08E-06
215.953125	-0.001599994	1.27E-05
216.0527344	0.00203021	2.85E-05
216.1523438	-7.20E-05	2.33E-05
216.2519531	-1.22E-06	2.60E-05
216.3515625	0.002576659	2.93E-05
216.4511719	-0.001793911	1.57E-05
216.5507813	0.000602466	2.15E-05
216.6503906	-0.000189009	1.42E-05
216.75	-0.001357378	2.15E-05
216.8496094	-0.003385279	4.22E-05
216.9492188	-0.001617656	2.19E-05
217.0488281	0.001394603	5.05E-05
217.1484375	0.00174078	2.34E-05
217.2480469	-0.001153822	8.94E-06
217.3476563	0.001063106	3.78E-05
217.4472656	-0.005899359	2.23E-05
217.546875	0.004319482	2.58E-05
217.6464844	-0.004887621	2.10E-05
217.7460938	0.00662358	2.11E-05
217.8457031	0.003608703	2.06E-05
217.9453125	-0.000199238	-6.15E-06
218.0449219	-0.002580566	4.78E-05
218.1445313	-0.000920315	4.00E-06
218.2441406	0.002092543	2.04E-05
218.34375	0.004552226	1.70E-05
218.4433594	-0.001864739	3.16E-05
218.5429688	0.003720645	4.89E-07
218.6425781	-0.001091685	2.44E-05
218.7421875	-0.00164556	1.03E-05
218.8417969	0.00056749	3.10E-05
218.9414063	-0.004234316	5.61E-05
219.0410156	-0.002874776	3.22E-05
219.140625	-0.000589058	3.15E-05
219.2402344	-0.004729246	-1.16E-05
219.3398438	0.002802082	-7.65E-06
219.4394531	-0.001151523	2.20E-05
219.5390625	2.21E-05	4.19E-05
219.6386719	0.000891599	2.30E-05
219.7382813	0.000901085	2.10E-05
219.8378906	-0.000283576	4.35E-05
219.9375	-0.000710365	-1.21E-05
220.0371094	0.001269306	-1.01E-05
220.1367188	-0.000606236	-8.03E-06
220.2363281	-0.001491365	1.23E-05
220.3359375	-0.001787818	3.32E-05
220.4355469	-0.002535579	2.08E-05
220.5351563	0.005910995	-3.03E-07
220.6347656	0.000630074	-1.06E-05
220.734375	0.000411863	-5.60E-06
220.8339844	0.00093658	-1.11E-05
220.9335938	0.000736801	2.35E-05
221.0332031	0.001187781	9.65E-06
221.1328125	-0.000661208	2.11E-05
221.2324219	-0.002154929	1.73E-05
221.3320313	-0.00670069	-1.28E-05
221.4316406	-0.001864226	-3.53E-06
221.53125	-0.003168245	1.09E-05
221.6308594	-0.00322999	-1.17E-05
221.7304688	0.004718764	8.82E-06
221.8300781	0.002809801	7.92E-06
221.9296875	0.001158361	1.77E-05
222.0292969	-6.01E-05	-4.66E-07
222.1289063	-0.002433542	2.17E-05
222.2285156	0.001213792	-1.05E-05
222.328125	-0.000576735	1.43E-05
222.4277344	0.004975638	-6.17E-07
222.5273438	-0.002688397	2.88E-05
222.6269531	0.001497571	-3.31E-06
222.7265625	-0.003128353	1.38E-05
222.8261719	0.000572082	-1.75E-05
222.9257813	0.001064622	3.07E-05
223.0253906	0.002269052	1.64E-05
223.125	0.003255099	2.80E-05
223.2246094	0.000671946	3.36E-05
223.3242188	-0.002209873	-1.72E-05
223.4238281	0.002490727	2.04E-05
223.5234375	0.003488189	1.63E-05
223.6230469	0.002344869	2.04E-05
223.7226563	0.000636221	4.28E-05
223.8222656	0.000487443	3.34E-05
223.921875	0.004757073	4.30E-05
224.0214844	-0.001520691	1.33E-05
224.1210938	0.002128618	-1.16E-05
224.2207031	-0.002334496	2.25E-05
224.3203125	-0.000541777	2.28E-05
224.4199219	0.00169481	4.54E-05
224.5195313	-0.001023197	3.08E-05
224.6191406	0.00095543	4.07E-07
224.71875	-0.000796772	3.00E-05
224.8183594	0.002672324	2.12E-05
224.9179688	-0.002860099	1.82E-06
225.0175781	-0.002209857	2.09E-05
225.1171875	0.003608333	1.86E-05
225.2167969	0.002341358	-8.87E-06
225.3164063	0.003349948	1.98E-05
225.4160156	-0.006151985	-9.64E-06
225.515625	-0.000876989	1.63E-06
225.6152344	0.005417341	1.99E-05
225.7148438	0.00295436	1.09E-05
225.8144531	0.000469158	2.11E-05
225.9140625	-0.00141053	2.49E-05
226.0136719	0.00011222	4.35E-05
226.1132813	-0.000893248	1.99E-05
226.2128906	-0.001822961	1.63E-07
226.3125	-0.002535369	8.50E-06
226.4121094	-0.004276809	2.80E-05
226.5117188	-0.003601836	2.51E-05
226.6113281	-0.004588323	5.12E-05
226.7109375	0.00070207	4.70E-05
226.8105469	0.002203906	-2.33E-08
226.9101563	-7.23E-05	-6.80E-06
227.0097656	0.003095216	1.24E-05
227.109375	-0.001338078	2.05E-05
227.2089844	0.002428829	2.05E-05
227.3085938	0.000621592	-1.40E-07
227.4082031	0.002273488	1.71E-05
227.5078125	0.000505939	-1.42E-05
227.6074219	-0.000854758	-4.66E-06
227.7070313	0.001125792	1.25E-05
227.8066406	-0.000599548	7.58E-06
227.90625	-4.00E-05	-8.85E-07
228.0058594	0.003152418	1.97E-05
228.1054688	-0.001974872	-4.33E-06
228.2050781	0.002504055	-1.28E-05
228.3046875	-2.38E-05	-4.97E-06
228.4042969	0.000202032	-1.35E-05
228.5039063	-0.001978885	1.59E-06
228.6035156	-0.002449328	-1.06E-06
228.703125	0.000755498	-1.05E-05
228.8027344	-0.001409143	-1.34E-05
228.9023438	0.001003611	-1.27E-05
229.0019531	0.001252705	-1.22E-05
229.1015625	0.000808905	7.15E-06
229.2011719	0.000447298	2.61E-05
229.3007813	-0.000706529	-1.09E-05
229.4003906	0.001095224	-1.14E-05
229.5	-0.000163749	-1.39E-05
229.5996094	0.000728278	-1.19E-06
229.6992188	0.002550419	-1.29E-05
229.7988281	0.004829796	4.57E-05
229.8984375	-0.004401572	2.46E-05
229.9980469	-0.002580969	2.81E-05
230.0976563	-0.002321585	-2.31E-05
230.1972656	-0.000516388	2.92E-05
230.296875	0.001705502	1.55E-05
230.3964844	-0.00074238	1.24E-05
230.4960938	0.002281502	7.51E-06
230.5957031	-0.00066238	2.15E-05
230.6953125	-0.000714425	1.82E-06
230.7949219	0.001411824	1.90E-05
230.8945313	-0.001281977	-8.70E-06
230.9941406	-0.004642426	-1.53E-05
231.09375	-0.000808601	8.63E-06
231.1933594	-0.003343805	-2.05E-05
231.2929688	-0.000739234	5.31E-05
231.3925781	-0.002332468	4.38E-05
231.4921875	0.005109167	9.43E-06
231.5917969	0.002042547	-1.61E-05
231.6914063	-0.003306408	-2.62E-05
231.7910156	-0.000907302	-4.38E-06
231.890625	0.000893178	-1.27E-05
231.9902344	-0.004877854	1.10E-05
232.0898438	0.000237103	-4.67E-06
232.1894531	0.002679253	-2.03E-06
232.2890625	-0.002131816	-1.02E-05
232.3886719	-0.003364909	-1.02E-05
232.4882813	-0.000977102	-1.46E-05
232.5878906	-0.003266959	-1.09E-05
232.6875	-0.001287406	1.03E-05
232.7871094	0.000611687	-1.36E-05
232.8867188	-6.12E-05	-9.95E-06
232.9863281	0.000767079	-1.03E-05
233.0859375	0.000913165	1.64E-05
233.1855469	-0.000681505	1.82E-05
233.2851563	-0.001599965	-9.74E-06
233.3847656	0.001885933	2.77E-05
233.484375	-0.000311037	1.88E-05
233.5839844	0.001946009	3.10E-05
233.6835938	-0.000773743	5.00E-05
233.7832031	0.002669754	-5.54E-06
233.8828125	0.002655746	1.82E-05
233.9824219	0.002407834	-2.29E-05
234.0820313	-0.00010947	3.59E-05
234.1816406	0.003026121	-2.44E-06
234.28125	0.002287792	-1.07E-05
234.3808594	-0.002456495	1.91E-05
234.4804688	0.003103941	3.86E-05
234.5800781	0.003992431	2.78E-05
234.6796875	0.001197908	4.00E-05
234.7792969	0.000637727	2.01E-05
234.8789063	0.00078319	5.03E-05
234.9785156	-0.001627949	-1.99E-05
235.078125	0.001936431	1.87E-05
235.1777344	0.003699004	1.01E-05
235.2773438	0.000202353	5.67E-06
235.3769531	0.003572691	-1.24E-05
235.4765625	-0.001863341	2.06E-05
235.5761719	-0.000588991	-4.24E-06
235.6757813	0.003650836	-1.19E-05
235.7753906	0.002338789	-4.83E-06
235.875	0.004010048	-3.85E-06
235.9746094	0.004403934	-1.31E-05
236.0742188	0.000860166	-1.04E-05
236.1738281	-0.001368947	-1.29E-05
236.2734375	0.003395574	-4.37E-06
236.3730469	-4.08E-05	-1.35E-05
236.4726563	-0.001537991	-2.52E-05
236.5722656	-0.000510681	7.35E-06
236.671875	-0.002054488	1.92E-05
236.7714844	0.001179752	1.96E-05
236.8710938	0.001344682	1.84E-05
236.9707031	0.000278145	1.57E-06
237.0703125	-0.001488384	-1.39E-05
237.1699219	0.006746859	-1.47E-05
237.2695313	0.003230504	-1.26E-05
237.3691406	0.001141309	-1.15E-05
237.46875	-0.000349288	-5.26E-06
237.5683594	0.002779817	-6.87E-06
237.6679688	-0.00254794	3.61E-07
237.7675781	-0.001389039	-9.66E-07
237.8671875	0.002544649	1.95E-05
237.9667969	0.000227319	3.21E-05
238.0664063	0.000532215	5.16E-05
238.1660156	-0.002077463	-1.36E-05
238.265625	-0.001467804	-1.35E-05
238.3652344	-0.001958346	-1.42E-05
238.4648438	0.002313368	2.53E-05
238.5644531	-0.001035685	3.25E-05
238.6640625	0.000375035	-6.05E-07
238.7636719	-0.001068926	7.73E-06
238.8632813	-0.002624005	-1.36E-05
238.9628906	0.00296726	9.85E-06
239.0625	-0.000530517	1.82E-05
239.1621094	0.004466711	1.89E-05
239.2617188	-0.001564397	1.40E-05
239.3613281	-0.002625237	-1.34E-05
239.4609375	0.002256565	-2.16E-05
239.5605469	-5.64E-05	1.92E-05
239.6601563	-0.000853918	-5.54E-06
239.7597656	0.004824121	1.85E-05
239.859375	-0.00315734	9.15E-06
239.9589844	-0.004858854	9.31E-06
240.0585938	-0.002071805	9.93E-06
240.1582031	0.001570054	3.17E-06
240.2578125	-0.000242432	6.96E-06
240.3574219	-0.00177983	-7.90E-06
240.4570313	0.001596788	2.73E-05
240.5566406	-0.001518872	-1.37E-05
240.65625	-0.002716014	-1.15E-05
240.7558594	0.00050726	-2.84E-06
240.8554688	-0.001281036	5.22E-05
240.9550781	-0.000832211	2.72E-05
241.0546875	0.004625578	5.84E-06
241.1542969	0.001031083	-1.42E-05
241.2539063	-0.000664359	1.76E-05
241.3535156	-0.004702069	1.83E-05
241.453125	0.004367595	-1.80E-06
241.5527344	-0.00076123	8.65E-06
241.6523438	0.002433772	1.44E-05
241.7519531	1.68E-05	1.93E-05
241.8515625	0.001251893	-1.27E-05
241.9511719	-0.000714111	7.75E-06
242.0507813	-0.000512875	-3.85E-06
242.1503906	0.0031629	-1.10E-05
242.25	0.004389905	3.08E-05
242.3496094	-0.004614522	1.70E-05
242.4492188	0.000382922	-1.53E-05
242.5488281	0.002397469	-1.43E-05
242.6484375	0.000676616	9.48E-06
242.7480469	-0.004256562	1.03E-05
242.8476563	-0.001435614	7.04E-06
242.9472656	0.002159461	1.91E-05
243.046875	-0.000448388	7.01E-06
243.1464844	0.001290984	1.77E-05
243.2460938	-0.000885222	-7.03E-06
243.3457031	0.003815985	1.14E-05
243.4453125	-0.001810746	3.07E-05
243.5449219	0.000287958	3.10E-05
243.6445313	0.00054339	-3.86E-05
243.7441406	0.002880312	3.55E-05
243.84375	0.000785682	1.73E-05
243.9433594	-0.004656775	-1.49E-05
244.0429688	0.000115867	1.70E-05
244.1425781	6.19E-05	-6.29E-06
244.2421875	0.002031192	1.48E-05
244.3417969	0.000491596	1.81E-05
244.4414063	-0.002847173	-5.93E-06
244.5410156	-0.003311025	4.83E-05
