Rotation	Base moment [kN.m]	Axial Disp. [mm]
0.000734333	-14.74515678	0
0.000733644	-14.80106409	-2.03872E-05
0.000733767	-10.13064174	0.000624568
0.000734502	-16.92886938	0.001370267
0.000726187	-22.69654241	0.001749868
0.000720533	-26.7513321	0.001220673
0.000715462	-30.10810912	0.000904613
0.000711977	-34.5421488	0.001186861
0.000708126	-36.7213854	0.000840198
0.00070268	-41.62908783	0.001098379
0.000697452	-45.0800621	0.001221553
0.000692768	-48.72917468	0.000257227
0.000687904	-52.83823995	3.69691E-05
0.000682312	-56.64305128	0.000608852
0.000676947	-60.92047542	0.000870794
0.000671745	-64.62545044	0.000638698
0.000667299	-68.87068863	0.000308923
0.000661838	-72.41572664	0.000237545
0.000656461	-75.69318831	4.35975E-05
0.000652588	-79.89754202	0.000238069
0.000646913	-83.62341691	0.00061177
0.000642045	-87.75471417	4.49072E-05
0.000637057	-91.19886005	0.000222994
0.000631627	-95.1195675	2.48983E-05
0.000627945	-98.50667624	0.000386848
0.000622943	-102.6006682	0.000457396
0.000616617	-106.109828	0.000157757
0.000611942	-109.8651832	0.000101849
0.000607329	-114.0823951	0.000145585
0.000602316	-117.6051242	0.000312815
0.000597491	-121.1574726	0.000100561
0.000592097	-125.093501	0.00030746
0.000586749	-125.0626303	0.000676235
0.000583029	-129.6102651	0.000225875
0.000575857	-133.8986953	0.000432483
0.000572121	-136.951076	0.000643537
0.000567552	-140.4478167	0.000482643
0.000562119	-143.9648341	-0.00025356
0.000557451	-147.9135492	-0.000214895
0.000551424	-151.2457515	0.000278153
0.000546516	-154.9289914	0.000209126
0.000543257	-158.5924901	-5.30417E-06
0.000537696	-162.656746	-0.000234249
0.00053153	-165.8645592	-0.000124644
0.000526627	-169.7837544	0.000449043
0.000521928	-173.4313771	-0.00037696
0.000517848	-177.0023341	-1.27839E-05
0.00051287	-180.343498	6.62112E-06
0.000508737	-184.1384593	0.000123371
0.000502832	-187.2625858	-7.91697E-05
0.000498316	-191.0703729	0.000133099
0.00049343	-194.7332106	0.000525542
0.000489136	-197.984919	-0.000246087
0.00048212	-201.8836414	-0.000252679
0.000478646	-205.6108437	0.000282256
0.000472172	-209.0542591	0.000172564
0.000468625	-212.8209231	8.81919E-05
0.000463595	-216.1829402	-2.58005E-05
0.000458619	-219.8186496	-8.75225E-05
0.00045313	-223.3739903	-5.65051E-05
0.000448474	-227.0245553	0.000192478
0.000444219	-230.8820406	0.000244865
0.000438281	-234.2183085	7.71324E-05
0.000433358	-237.6590278	0.00020599
0.000429451	-241.4800396	0.000276639
0.000423992	-244.6660434	0.000258668
0.000419067	-248.5382811	-0.000176296
0.000414	-251.9897983	-0.000503816
0.000408484	-255.4846537	-0.000161315
0.000402335	-259.0778334	-0.000386113
0.000399489	-262.9525079	8.52742E-05
0.000394135	-266.3662329	-5.55956E-05
0.000389558	-269.8722486	0.000588654
0.000384216	-273.439629	-0.000148168
0.000380024	-276.9822144	-0.000152744
0.000374355	-280.5353719	0.000513413
0.000370219	-284.2736115	0.000190943
0.000364221	-287.5416374	-0.000307598
0.000359395	-291.3940554	0.00029584
0.000355542	-294.7532589	-0.000171523
0.000350123	-298.3966662	-9.70758E-05
0.000344932	-302.1253346	-0.000130887
0.000341447	-305.4088032	-0.000148051
0.000334738	-309.1423714	0.000372078
0.000330969	-312.6572532	-0.00043898
