Rotation	Base moment [kN.m]	Axial Disp. [mm]
-4.26665E-07	13.65135046	-0.999960699
4.87028E-08	13.37982341	-0.999291427
2.34103E-08	13.5425981	-1.000829739
-1.8901E-07	13.56383114	-1.002523699
4.25641E-09	13.56290287	-1.005330239
-1.04705E-07	13.62228631	-1.007448183
-5.10567E-08	13.45539682	-1.011347747
1.08298E-06	13.626906	-1.014035079
1.09344E-06	13.50928945	-1.016823226
-6.35122E-07	13.6932652	-1.019838382
-1.03395E-06	13.77815199	-1.022729673
-4.29917E-07	13.62062222	-1.025776612
-3.40242E-07	13.72053442	-1.02850236
-6.72109E-07	13.58830881	-1.031463966
1.43971E-07	13.57507298	-1.034666551
7.88698E-08	13.64749632	-1.037332695
6.41811E-07	13.55183223	-1.03998126
6.06204E-07	13.68471072	-1.043335767
6.90687E-08	13.61820272	-1.045893994
-1.18737E-06	13.81814808	-1.049332786
-6.8038E-08	13.86094067	-1.051863306
-1.41481E-07	13.81754786	-1.055329922
1.49233E-06	13.63125351	-1.058281865
3.29119E-07	13.76037711	-1.061333227
1.45716E-06	13.62539574	-1.064769691
4.91539E-08	13.4842505	-1.067339792
2.78483E-07	13.68772848	-1.070183003
-1.55711E-07	13.84137664	-1.073339256
1.65368E-07	13.67164614	-1.076128334
2.63084E-07	13.81872585	-1.079330803
7.64983E-07	13.7005389	-1.082480536
-9.43919E-07	13.96582792	-1.085339813
-1.97346E-07	13.93610101	-1.088777906
3.07737E-07	13.85780129	-1.091299811
-5.6903E-07	13.52911382	-1.093979459
-5.91559E-07	13.98520632	-1.097667497
6.08983E-07	14.20367763	-1.100454479
-6.91592E-08	14.21506098	-1.103331218
8.72557E-08	14.14276188	-1.105989795
-5.8403E-07	14.49866152	-1.109776553
-2.19679E-07	14.29315592	-1.11185445
-5.93607E-07	14.12988171	-1.115330495
2.47441E-07	14.00563292	-1.117992913
7.65814E-07	14.04248441	-1.120838919
2.11103E-07	14.08759266	-1.124229631
1.20463E-07	14.10959433	-1.127330936
-5.64504E-07	14.29438672	-1.130009769
6.74502E-07	14.1708011	-1.133152866
3.77562E-07	14.26363502	-1.136330655
-7.33857E-07	14.24385425	-1.139695873
1.02371E-06	14.05828052	-1.141876914
-1.61088E-06	14.20456525	-1.144970884
4.71795E-09	14.01023369	-1.148328301
2.46923E-08	14.1422734	-1.151377917
-1.60686E-07	14.34404771	-1.15433149
7.00668E-07	14.22892218	-1.157020335
3.13401E-07	14.20258649	-1.160332584
7.06478E-07	14.11143791	-1.163415494
-2.76977E-07	14.2617971	-1.166470582
2.89439E-08	14.17005132	-1.169719151
-1.15044E-06	14.39134573	-1.172332093
1.65385E-07	14.17393115	-1.175650163
-1.9979E-07	14.38310567	-1.178634819
-1.54886E-07	14.30141913	-1.181283267
-1.27524E-06	14.35174981	-1.184973284
6.96295E-07	14.11283155	-1.187332091
4.69812E-07	14.1658572	-1.190406852
-6.41122E-07	14.29147334	-1.192833879
-7.80067E-08	14.37650291	-1.195909805
-6.56474E-07	14.38875793	-1.199329854
3.96088E-07	14.10820353	-1.202195184
5.50602E-07	14.11799268	-1.204831526
-7.97373E-07	14.38800382	-1.208330272
-5.94101E-07	14.26482872	-1.211024472
1.93935E-07	14.13064955	-1.214331365
-1.06549E-07	14.24990916	-1.217321609
5.04289E-07	13.97490775	-1.22033176
7.37162E-08	14.07583288	-1.223172061
-3.98042E-07	14.15763856	-1.226012013
-8.26612E-07	14.11325749	-1.229449059
3.80696E-07	13.8931298	-1.232328359
-5.48916E-07	13.22310346	-1.235464588
-1.25897E-08	12.84291017	-1.238986035
-5.55534E-07	13.2261394	-1.241689082
-8.31518E-07	13.70885931	-1.244832529
-6.45791E-07	13.76560087	-1.248331624
5.96329E-07	13.42961016	-1.25144748
-3.46344E-08	13.6739654	-1.254510018
-7.22128E-07	13.98675437	-1.257180702
-1.64641E-07	13.67535505	-1.260377117
-5.08627E-07	13.58778382	-1.263469923
1.13119E-06	13.51822543	-1.266711392
-7.623E-08	13.65539128	-1.269331318
9.02118E-08	13.55123371	-1.272330061
-4.93659E-08	13.64295459	-1.275297836
1.41007E-06	13.55455479	-1.278125448
-7.36949E-07	13.65467033	-1.281642471
3.53922E-07	13.49590993	-1.28421851
-4.14675E-07	13.70987758	-1.287346357
-4.47598E-08	13.72380329	-1.290595508
-1.02599E-07	13.7078553	-1.293824171
2.85996E-07	13.61275286	-1.29682268
3.93848E-07	13.58079649	-1.299330266
1.22319E-06	13.64596221	-1.302917255
4.89501E-07	13.5935606	-1.305830781
-4.78146E-07	13.758539	-1.308525796
1.2601E-06	13.62913324	-1.311900793
6.18557E-08	13.57922783	-1.315174974
3.72601E-07	13.68552055	-1.317829592
3.40832E-07	13.50068217	-1.321291085
-1.4718E-08	13.70283272	-1.324274112
1.65375E-07	13.66827068	-1.327330829
-1.84972E-07	13.84378647	-1.330156345
1.95444E-07	14.20875467	-1.33433938
-9.41534E-07	16.09180683	-1.337336726
7.04542E-07	17.90115357	-1.340846298
-4.26812E-07	18.33295274	-1.344336662
1.18658E-07	18.18205241	-1.347328769
-3.0166E-07	17.68087695	-1.349956729
9.74636E-08	17.53873044	-1.35382975
2.0048E-07	17.47256692	-1.356360619
1.69305E-07	17.69216593	-1.359783462
4.40043E-07	17.75114899	-1.362663694
4.20281E-07	17.69930097	-1.365819364
5.29428E-07	17.39068424	-1.369100879
2.84835E-07	17.47780499	-1.371831866
1.00376E-07	17.52502812	-1.37540116
5.01581E-07	17.59145152	-1.377830282
2.3689E-07	17.39932484	-1.380960923
-7.13368E-07	17.42113283	-1.384025672
3.2174E-07	17.29601891	-1.387149445
3.78051E-07	17.17204708	-1.389837358
-4.31306E-07	17.36932268	-1.393827493
1.63104E-06	17.0347121	-1.396330539
-1.48446E-07	17.15843053	-1.399845118
